score,comment,afinn_score,vader_score,k10
9.2,"First of all, the employee's friendship is perfect.
I stayed in a remodeled room, but it was clean and comfortable, but there was some inconvenience.Is the screen not close well?The massage shop in the basement is also good
I slept with a sports massage

The walk is good and the view is very cool.There is also a lot of tourist attractions around the restaurant.",16.0,0.9741,0
10.0,"The facilities of the Kensington Hotel were so good
Most of all, thanks to the kindness of the staff of Ha Tae -hyung, the satisfaction of the hotel was 10 times good.
Thanks to this, the next day's trip seems to have made me feel good.
thank you",19.0,0.98,7
10.0,"I applied for the hostel Ocean View, but it was so pretty and the resort itself was well managed.
I was expecting breakfast to be Ashley Queens, but if you don't go too high, you can be satisfied!
I finished with a pleasant trip",6.0,0.9569,1
6.0,Location and landscaping staff are good at both internal facilities,3.0,0.4404,8
7.6,"The price of hygiene staff was very good, but the old facilities were very sad.
There is only one toilet and very small, so family trips can be difficult.",0.0,-0.7746,4
4.4,"While so far, Korean travel accommodation
worst...
It's central heating, so it's overwhelming
I was disappointed because it was a really old accommodation
The place will not come twice ㅜㅜ",-5.0,-0.4767,6
10.0,"It's old but clean
Employees are kind
Parking lot
Breakfast buffet is Ashley, but food was fine

It was cold because the heating was not good.I talked about the heater.It was provided and solved and the processing speed was very fast.

I recommend it comprehensively",7.0,0.9491,1
10.0,"I went to Jeju Island a few times, but I went to a lot of accommodation, but the hygiene and services were so satisfying, and on the day I went, I had an upgrade of the room.I think it's stomach",0.0,0.743,7
9.2,"It was convenient because it had good location and a lot of facilities.
The souvenirs sold in front of the check -in counter were cheap and the products were diverse.
We were sorry that we couldn't use the accommodation because we were winter. I want to visit again in summer.
The hygiene of bedding was unfortunate.",3.0,-0.0258,8
10.0,"I stayed as a family trip, but the staff were very kind and upgraded to the remodeling room.Welcome food in the room was also thankful.I made a reservation for breakfast, but it has a good configuration and taste, and I think I'll stay every time I go to Jeju ~",9.0,0.8717,1
10.0,"In fact, I didn't expect much ~ But the interior and convenience facilities were all too comfortable and good, so I made it so comfortable ^^ It was great because the staff were very friendly ~It's good to go ~ !!ah!And it was nice to be close to the place where you were selling baby food ~",18.0,0.9878,0
10.0,"Remodeled, the facility is clean and I like it. The meat is also delicious ^^",7.0,0.836,6
10.0,"It's a trip to Jeju Island, so I searched and booked a lot of location.I was so satisfied that I could even smell the bathroom!Employees are also very friendly ㅎㅎ If you are going to Jeju, please visit 😀",5.0,0.8658,7
10.0,"The location was not bad and it was a little older than the exterior, but the price was cheaper.
It was not narrow for seven people, and it was good for giving plenty of blankets.",0.0,0.8349,8
10.0,"Family travel accommodation
The best
Breakfast is delicious and C -dong remodeled and clean
It was good to be placed with a cup ramen with Walcom food.
Resort
Stew of cutlass in the kitchen of Dugashi
it is delicious",14.0,0.9531,2
9.2,"After use in September, I used it again when I stayed at 11/27, and I reserved an old style room that was not repaired in Agoda.Please check for any inconvenience.The kindness of the staff is a huge level, a good garden and a walk, and the view of Hallasan is also very satisfying!I recommend it!",7.0,0.8901,3
9.2,"It's my first trip with my baby, but I came down a little bit.
Luckily upgraded to the new building, I spent it well while staying
I used only the micrene, so I used it comfortably!
There were three beds and there were no baby guards, so I provided a quilt set for free!
The promenade was good, so I walked and went out in the morning!I liked it because the baby had a big window.",11.0,0.9714,3
10.0,Clean and tight,2.0,0.4019,5
10.0,"I have been to a lot of resort hotels, but of course it is the best.It was so good that it was renewed, and the landscaping was different.Ashley and convenience stores are convenient in the facility.It's not far from Jungmun and is close to the Olle market.BBQ also looks delicious.The staff are also very kind.It is highly recommended here.",13.0,0.8295,0
10.0,"The stay of Jeju is the most important option for location and facility environment.
It is a great place to move around Jeju Island because it is a trip to travel with the family.
Wouldn't it be more reliable if it was a resort operated by a large company here?

The resort that was renewed differently from the past was a very clean minimalist.

What I felt as soon as I entered
1. I got a gift on a clean living room and a large TV.
2. Select a room without cooking and smell food
3. But dishes are prepared and instant foods are OK
4. The view of the home is so good and the wife is very satisfied.
5. I like to talk to you at night
6. Bedding is like a hotel, so I feel the warmth and warmth of my whole body.
7. Walk in a well -maintained garden
8. You can enjoy Jeju black pigs in the resort without having to go far away.
9. I don't have to find it because I can charge electric cars.
10. Moreover, there are many convenience facilities such as E -Mart Starbucks around.

It's a place like this, but there's no reason I don't recommend it.
It is recommended.Kensington Resort Seogwipo Branch .... Employees' kindness is a bonus.",36.0,0.9952,7
10.0,Kind and good location!,5.0,0.7644,8
8.4,"It was the first family trip after Krona, but the facilities were clean and there were many convenience facilities in the caution.
I will make a reservation when I come to Jeju next time ^^",2.0,0.5499,7
9.2,"Recently remodeled, clean and good view.",5.0,0.6808,5
6.4,I went to a family trip to my birthday.I made a reservation before the renewal and thanked you for upgrading to the renewed accommodation for free.The staff were friendly and the resort accommodation itself was very clean.I tell you to come again after the child is unfortunate.I was resting well. ^^,5.0,0.802,7
8.8,"Well, this trip has been both Kensington Hallim Seogwipo. Both are good for money, but Seogwipo Kensington is really kind, there are many places to go around, and the accommodation is fine.",7.0,0.867,7
8.8,"Mountain View is a landscape where Hallasan is visible to the right, and one in two rooms was a double bed and one was a twin bed.The living room was also spacious and clean.The breakfast was good for the price. There was a convenience store in the basement.One uncomfortable thing is that the bathroom is a little small.",4.0,0.0772,1
10.0,"This is my mom and dad's wedding anniversary trip.I went with my aunt's grandmother and came back with a very satisfying and happy heart.

First of all, even though the café was closed for free, I was busy with the karaoke and restaurants near the point where I changed the Mountain View to Ocean View when I contacted you when I contacted you.Thank you for your kind to the requests that can be cumbersome.

In addition to that, the walk is good without going to another place, so it was so good!

Thank you very much for leaving our families with happy memories and memories.

He says he will visit again later :)

It is recommended for those who want to have a good experience with the family !!!!",25.0,0.9879,5
8.0,"First of all, the remodeling room is so comfortable and the view is awesome!The location is good and the 4 -person family is so happy
I've been sending!",12.0,0.9255,8
7.2,"It is better than before because it is remodeled!I felt smaller than the picture and I didn't feel very different ~ The surrounding walk was fine, but the promenade was not well established.The breakfast was not good .. From 8 o'clock, I didn't fill the food.",2.0,-0.506,1
8.4,"I have been to a comfortable Jeju trip with my family.
I also liked the Ash Ribuffe or evening BBQ in the hostel.
The staff were also friendly",6.0,0.8519,7
10.0,I traveled with my family and used it comfortably. The facilities were so clean and clean. The staff were friendly and there were many convenience facilities.,8.0,0.9183,2
9.6,"The school motives and three stayed together.Halla Mountain View at the entrance of the resort landscape.The sea scenery seen in the hostel was so satisfied that I wanted to cancel the external schedule and stay ~
When I broke one glass and checked out, I was impressed with the staff who asked if I was injured.",1.0,0.0557,3
4.0,"The day I arrived was cold, but it was not heated. Central heating is said to be heated from 20 o'clock.I was paid a hot air, but the room was too dry.There is no humidification.
In addition, there was no bed guard, so it was accompanied by infants.But the floor was cold, so I couldn't sleep.Only the memories that were so cold ...",-2.0,-0.6808,1
10.0,It's kinder and better ~,4.0,0.7269,7
10.0,I made a reservation and took my friends and everyone was praised for catching the hostel.Clean and clean and the staff are very friendly.Five stars,9.0,0.8402,2
10.0,I was doing a good trip to Jeju Island with the kids.clean,5.0,0.4404,7
6.8,It is as much as the price,0.0,0.0,1
9.2,"It was a satisfactory accommodation overall.There is a disadvantage that it takes some time to go somewhere in Seogwipo, but the surrounding landscape and hotel unit facilities (restaurant spa convenience stores, etc.) were good.In particular, the room we wore was remodeled, so it was very neat.If you are concerned about staying, I recommend a remodeled room.",1.0,0.4767,2
9.2,"6 people stay.
The rooms that can be rested by six people are not remodeled, so there are many traces of the room.
However, the location of the accommodation is good and I listen to the waves at night.
The staff were kind and good, and the breakfast was satisfactory in Ashley on the first floor.",8.0,0.8934,6
9.6,Breakfast is also recommended by a few staff members to eat close to Jungmun.I used it by the company and I was very satisfied,4.0,0.5984,0
10.0,Breakfast.Kind.Location.Value,2.0,0.0,8
9.2,I'll use it next time,0.0,0.0,7
9.6,"Remodeled and clean, and it was comfortable and good because it had a microwave and dishes in the room.I can see the sea well in the room ~",7.0,0.875,2
8.0,"You can see the beach while walking around, and there are also wonderful valleys, so it's great for family trips.",7.0,0.8434,3
10.0,Quiet and good,3.0,0.4404,9
10.0,"The staff are also very friendly and the accommodation is clean, so I stayed well.",4.0,0.8211,2
10.0,The facility is good because it is remodeled in accommodation.,3.0,0.4404,6
8.4,"Thanks to the staff who have been friendly to Jeju Island after a long time, I started to feel good and the lodgings were clean and I have been resting well.",9.0,0.9153,7
10.0,"The room is really wide.There is also a basic cooking facility.It's an old place, so the facilities are not very clean and neat, but the room was very spacious.Give me plenty of towels",3.0,0.1013,6
9.6,"I have been well for 2 nights and 3 days.The resort location was so good and I had a good landscape in front of me, so it was good to take a walk in the morning and evening.Comfortable and employees were also friendly.
The breakfast was eaten at Ashley in the resort, but it was delicious and clean, and the ceiling was high.
Jeju Seogwipo Kensington visited the second time.",18.0,0.9543,7
8.0,Value,0.0,0.34,7
9.2,"When I parked for the first time, I was confused that I had booked because of the exterior of the building.

Since I checked in, there was a remodeling Handong.
The interior was really clean and the service was really good.It was better for the staff to be kind

I had breakfast, but I was happy to eat breakfast at Ashley Queens.The other view is really good, not the parking lot side.",13.0,0.9321,5
10.0,A good place to go with friends,3.0,0.7184,5
8.8,It would be nice if there were facilities for preschoolers.,3.0,0.4215,0
8.8,"36 months/ 11 years old/ I took my children.It was hard to choose the accommodation because of the dust allergies, but the accommodation was so clean and spacious, so I could relax and relax.
I'm going to go again in December

Soka is possible.",2.0,0.9334,6
8.0,"As a long -standing user, Kensington.
Even now, even now, the room is cold, but I do heating ...
In summer, the air conditioner wind is cool ...
In the same season, at least the floor should be lukewarm.
Enjoy improvement.",5.0,0.9052,1
8.8,"Even though the number of people was high
I stayed
The facility was old, but only sleeping
It was okay to come out
Next time, I'm going to stay in a remodeled room",0.0,0.3612,6
10.0,"The interior of the room was clean and the staff were very friendly.
I will do Jeju Travel Accommodation in the future as Kensington Seogwipo ~~",4.0,0.7346,2
6.8,.,0.0,0.0,7
10.0,I am willing to visit again next time.,0.0,0.0,7
9.2,"While deciding this accommodation
I'm excited for a while
Employees ㅇ. ㅣ Familiarity and warm
I like the location and condition of the hostel ^^",6.0,0.7003,8
8.0,The staff are friendly and the renovation room -based room condition is very good.,5.0,0.7501,2
8.4,It is good to swim in summer.,3.0,0.4404,5
9.6,"The second day of the trip to Jeju travel with five children and a total of 5 people
Friendly, it was a good exterior to take pictures outside the accommodation.
The next time I travel to Jeju, I want to go again.",6.0,0.7506,7
10.0,"It was the first accommodation where my boyfriend and mom went, but it was so clean and so good that everyone was satisfied.",7.0,0.9291,5
10.0,The location is great for sightseeing in Jungmun.It is also fantastic to enjoy Jeju sea because of the beach,9.0,0.8979,8
9.6,"Most of all, the sea view in the room was so good",3.0,0.5777,5
8.0,so so,0.0,0.0,7
8.0,good,3.0,0.4404,5
6.4,so so,0.0,0.0,7
7.6,not really,0.0,0.0,5
6.4,good,3.0,0.4404,5
9.2,"It was cheaper than the ball home
Renewal rooms are clean and promenade
In many ways, I rested well at a good price :)",5.0,0.8658,5
8.4,"I chose to stay in a trip with my children and I was so satisfied.
The evening promenade was so good and there was a seat on the fifth floor.
I felt good that my child would come here again next time.",8.0,0.9021,6
8.8,It is recommended that the price is so good for the price.,5.0,0.6748,0
7.2,"It is good for the surrounding facilities, but the hotel is old and a little old.I feel like the ceiling lights will fall soon",5.0,0.5865,4
9.6,There were two rooms and the ocean view was so cool!The staff were also friendly and the facilities such as the cafe convenience store were well -equipped!,3.0,0.7081,2
10.0,It's completely clean and good,5.0,0.7316,5
10.0,"The wind did not progress because of the wind, and the sauna was not used due to the conservatives, but ㅠㅠ everything else was perfect.
It was clean and good because it was renewed.",10.0,0.915,5
10.0,"It was the best without lack
It was a good price, and I sent two nights to the renewed place, but of course it was clean and comfortable.
The staff were also kind ~ ^^",10.0,0.9561,2
8.8,"I'm traveling to Jeju for the first time with an 11 -month -old child.

There was a living room in two rooms, so I put my child early and had a glass of beer with my husband.

It is especially recommended for travel with a child !!",2.0,0.3973,7
10.0,"There is no place for Kensington
Especially Seogwipo
It's so good because it's renewed
The staff are so kind
The walkway in the resort is also good
There are so many tangerine celestial trees everywhere",7.0,0.8921,5
10.0,"The staff were also friendly and easy to use children.
The renewed place is so clean and hot in two rooms and 100 % of the room satisfaction ^^",5.0,0.9098,2
10.0,I've been well.The parking lot was also wide and quiet,0.0,0.0,9
8.4,"The rooms were well managed than I thought, so it was clean and good.",5.0,0.7884,5
8.8,"Although the facilities have been aging a lot, the location and the service of the staff are so good that it is a good accommodation.",6.0,0.8168,8
10.0,"It's clean because it's a renewal room
I was very satisfied with the price",4.0,0.6997,1
10.0,"Room condition is good and friendly
My parents and children are better

I have a doctor",7.0,0.8402,2
6.8,"There are many unfortunate things.
If you think about the price of the peak season for Chuseok,

Towels have no other items, so please take it.
In the case of ondol room, it feels like a villa interior with an old villa.

It's a pity that I liked my parents' ondol.

There is a room without a veranda at the end, so please check in.(Can't ventilate)

When booking ondol room in summer, air conditioning is only in the living room
It seems to be hot.Even though it was a cool weather in the Chuseok holiday
Ondol reservation room 1 was so hot that it was hard to fall asleep.",3.0,0.8168,1
10.0,"It was a property that I searched for by searching for Jeju Island, and it was really clean, hygiene, and microwave and port prayer for four families.When I checked out, I moved my luggage to the car and the service was so good.I was so satisfied and I want to use it next time.",8.0,0.8005,7
9.6,"It's really hard to find accommodation when traveling with children
I rest well with hotel breakfast for the price.

It is recommended that there are many restaurants in Seogwipo.",1.0,0.2975,0
8.8,"Thank you so much for upgrading to the remodeling room. I stayed in the Ocean View Room, but I thought the view came from the outside.
Even if you come to Jeju Island, you want to come again.
The lobby staff was so kind.",3.0,0.8555,2
9.6,"It was nice to be neat to remodel.
Ashley Cafe.The kids lounge is close to the journey with the children.
 Simple foods such as triangular gimbap at the underground convenience store were small and the narrow parking spaces were a bit unfortunate.",3.0,0.4215,0
9.6,"It was a property that was caught in a hurry to change the schedule, but the front staff (the name was Cho Eun -seol)
It was a satisfactory accommodation ~
I have been passed by the Shinhwa World Somerset before my future.
Everyone said that Kensington is better than that ~~
It is completely recommended with 10000%doctor.",4.0,0.867,0
10.0,"The location is good and the accommodation is clean and good for the price.
The pool is small",8.0,0.8176,8
10.0,"This time, I was remodeled and the room condition was good.Breakfast/dinner is delicious and it feels cheaper compared to Jeju Island.
The cool view was good and I had dinner at night and the promenade was great.",13.0,0.9186,7
9.2,"I made a reservation with a remodeling place, but the toilet is narrow, but the bed or room condition minibar is free.The kind employees are so satisfied that I will stay again in the next trip.",5.0,0.8891,1
9.2,Renovated Room is good.,3.0,0.4404,5
9.6,It was a journey that I had to take with my children without the bridegroom and the bridegroom.It was a meaningful journey that had accumulated friendships and felt more familiar with children.,2.0,0.5994,4
8.4,"I booked a renewal ocean view with a strong request from my friends!

The big one -room one -bed small room 1 two beds were perfect for staying, and the living room was spacious and crowded overall.There is no air conditioner in a small room, so if you need it, you can rent a fan.If you are riding a lot of heat, sleep in a big room or rent a fan!

Make sure you check for the shower drainage and wash it.

There is a microwave coffee port capsule coffee machine, but the water purifier is not in the hostel, so it is good to bring bottled water!
There is a small knife in front of the cutlery, but it was a little uncomfortable because there was no scissors (I found more scissors than I thought.)

I wanted to eat the special ramen prepared in the minibar, so I was able to eat it pleasantly!

The bed is a bit hard and there are two pillows, but it's low and high.I cut it with two low pillows, so it was okay!

In September, the swimming pool was not operated, but the weather was so hot that it could be operated in September..

The employees who watched the front were very friendly, so there was no burden when I asked, and the parts that were taken care of before requesting were great!

There is a souvenir shop next to the front, but I saw the products that I saw while spinning the tourist destinations, but the price was not expensive, so it was a great deal with my friends.It is also recommended to buy and wrap the carrier in advance.

Because friends divide their accommodation costs, the price is low, so the price is good and the accommodation is satisfied while using it.Employees are kind! 👍👍",28.0,0.9928,4
10.0,"I used it as a remodeled place, but it became much cleaner than before and the air condition was better than before^-^The staff are so friendly, and the breakfast is especially good at Ashley Queens.",9.0,0.9506,2
10.0,"The staff were also kindly in the room.
I relaxed and felt good!",5.0,0.8622,2
10.0,"All the employees you meet were kind and
Since I was on weekdays, I suggested the upgrade to the Ocean View first so I could stay with a good scenery.
I used a barbecue in the resort in the evening
On the way, the landscaping was pretty well and all the meals were satisfactory.",6.0,0.9201,5
8.4,"A quiet accommodation 80 minutes by bus from Jeju Airport.Gangjeongcheon and Akguncheon stream flowing from Mt. Halla flows back and forth and are facing the beach, so you can see the mountains and the sea together, and have a wide garden including the pool.You can also enjoy breakfast breakfast.",2.0,0.4939,9
9.6,"I've been resting better by upgrading the original room to the renewed room!
The staff are really kind ~~ !!
If you travel this next trip, you want to come back ~",5.0,0.877,2
8.8,Very clean and good rooms,5.0,0.7316,5
6.0,The price was high and I was looking forward to it.The number of accommodations for the price is good for price.,3.0,0.4939,1
10.0,"It's close to Jungmun's sightseeing spot
The garden is so beautiful
The staff were kind
It was great to have a living room
The bed was comfortable and the view was good.
There was a little noise between floors, but it was a lodging that was satisfied as a whole.",15.0,0.9266,1
8.0,"The accommodation feels a bit old, but it is a good accommodation to travel with a child with a child.",3.0,0.5927,4
8.8,"There are two separate living rooms in two Double Bed rooms on Ondol Room
2 Family came and came comfortably ~
The front employees are also very friendly
It was especially good to be able to use the Ashley buffet for dinner.",7.0,0.8586,2
8.4,"I've upgraded to the renewed room, so I've been relaxing in a comfortable environment.",2.0,0.7759,1
9.6,I relax well and go,0.0,0.6124,7
10.0,Employees are very good for families with children with children with well -managed parking lots.^^,3.0,0.6478,4
10.0,I came to Jeju Island for my family trip and stayed one night in Kensington Resort ~ The staff were so kind and changed to a renewed room.,2.0,0.656,2
9.6,The facilities are good for the price and good to come to the family.,6.0,0.7003,5
9.6,"It is renewed and is good and friendly.Most of all, I can feel the sound of Gangjeongcheon water and waves at the same time while walking for the resort.Ashley breakfast is good overall, but the Korean food is a bit unfortunate and the pool is 8.31.It is only operating until it is operated, so it is a perfect score.100% doctor",11.0,0.6537,4
8.8,"This is the second visit.I've used the Ocean View Mountain View, but the Mountain View was much better.However, the bed is a little uncomfortable because it is harder than sleeping on the floor.
It was comfortable because it was also well equipped.",2.0,0.6297,1
9.6,"I visited with a baby for 17 months ~
Jungmun Tourism Complex is also close to
Ashley in the resort
It was easy to eat ~!
I went to the prenatal trip
Bring the twin babies to be born next year
100%doctor!",1.0,0.5399,0
10.0,"It was so clean and more than expected.I had 2 nights, but I wanted to do 3 nights haha",5.0,0.7388,2
10.0,The staff are so kind and right next to Gangjeongcheon.,2.0,0.656,2
4.0,"The air conditioner is not lowered at 28 degrees even if it is a turbo all day.While the staff are trying to try, the basic equipment is not enough to make a replacement or repair.",0.0,0.0951,2
4.8,"There is no big merit because of the guests and the facilities
Just here is the citizen using the swimming pool
It looks like a bigger merit. Ashley doesn't have much benefit.Cancer
It was such a resort",3.0,0.7096,4
10.0,"It's so good than I thought, so use it again next time!",3.0,0.54,7
10.0,"It made me feel that the sea view and the garden were Jeju, and when I went out late, the resort was big and gorgeous.",1.0,0.6124,7
10.0,"All natural landscapes are satisfied
The pool is much better than the picture
I have a doctor
I like Ashley Queen",7.0,0.8658,1
8.0,"I visited for price
I am satisfied",2.0,0.4215,1
8.8,"The garden view outside the window was so beautiful as it came to Southeast Asia.It was a pity that I visited in the low season, so the swimming pool was finished at 18:00.
The room condition is clean and no smell
Above all, the staff were very kind and were so good that I was happy to travel to Jeju Island.",10.0,0.9363,1
10.0,"Two family members of adult net children
I stayed well, but it was good without any inconvenience
Neatly, the organization and the staff are also friendly
I liked the view from the windows of the visit to Korea
If I come to Jeju next time, I will come back.",5.0,0.9262,6
9.6,"I stayed in the middle of the trip, but I stayed comfortably",2.0,0.5719,3
9.2,"The location was a bit vague between Seogwipo city and Jungmun, but the whole family was satisfied.",0.0,0.5423,8
8.8,"Unrenewable rooms are underdeveloped, but the location or convenience of the location is good.",3.0,0.5927,8
9.6,"I stayed with my parents and stayed with my child.
First of all, the location was so good that it was good to travel here and there
The facilities were also good, so it was good to use without any inconvenience!
I used the existing room instead of being renewed because of being eaten.There are also two rooms, so I spent 2 nights without inconvenience 👍🏻
Also, I was thankful for the employees so kindly responding.",10.0,0.9804,3
10.0,"Kensington Resort is clean and good.The staff are friendly and the location is not far from Seogwipo city.The schedule was short, so it was too bad to be in the accommodation.This is where I want to go again next time.",5.0,0.4019,7
10.0,"I used a renewed room, but it's really clean and the garden view is so pretty!It was so good that the floor was not a carpet, but the floor of the floor, and the living room was spacious, so I was satisfied with my parents.I didn't use it separately, but the breakfast is Ashley Queens, so I don't think it's going to be a favorite.",11.0,0.9613,1
7.6,"The accommodation chosen for a four -family trip to the mother's mother.There were two rooms, so four families were suitable for tied up, the ocean view was so cool and the remodeled room was clean and good, but there was one toilet.It is a pity that there is no balcony.There was only one kind of bread in the hotel cafe, so it was a pity.The parking lot does not seem to be generous.If you come back late, there is not much parking seat.There are many foods around 10-15 minutes.Overall, it was not a bad choice.",2.0,0.4535,1
9.6,"Valley breakfast near the pool
It is very good for children.",3.0,0.4927,4
6.4,"There are a lot of sand powder in the bed of the living room and the kids in the blanket.I just slept because it was one night
I want to sleep again ...",1.0,0.0772,1
9.2,"As soon as I arrived, I was surprised to come to the palm trees.The interior was clean and the room condition was so good.I am intended to return to Jeju Island again.",5.0,0.5574,7
9.2,Recommended for friends family groups.The room is clean,4.0,0.765,0
10.0,The cleaning was well and the room was so large that it was so good.,3.0,0.7042,5
10.0,"I've used several Kensington hotels, but it's as clean and kind as Kensington's West Robe.It is recommended.",6.0,0.8847,0
8.4,"It was good because it was a remodeling room.The pool guards are looking at the eyes of the pool, so young children can swim safely.But it would be better to leave the chair.In the heat",5.0,0.6808,4
8.4,"It was not cheap because of the vacation period, but the promenade was well and the renewed accommodation was good.",3.0,0.7579,5
5.2,"Good walkway around the hostel
Swimming pool worst
Room condition worst
Good lobby elevator",-2.0,-0.5106,4
9.6,"This summer was a Kensington Resort, a sabbath for vacation family trips.In addition, the use of the pool was also smooth ~ ^^
However, the unfortunate part is that most of the facilities are under construction.
If it is completed later, I look forward to a pleasant trip ~",3.0,0.0772,4
8.4,"The resort is also pretty and the views are all around, and the views are so beautiful, and it's good to walk in the morning, but it's too old to get a little old, especially the toilet is serious.It's been remodeled right now, so it's good to be completed, but I hope it will be finished soon.I was resting well with my family ~",12.0,0.9468,4
10.0,"He was kindly guided to late check -in, and the additional bedding was able to stay as fast as you arrived in the room, so you could stay without any inconvenience.And the room was clean and the dragonfly was comfortable ^^ 100 percent will be 100 percent next time!",2.0,0.8588,6
8.0,"I made a reservation only after reviewing the Internet, but there was a remodeled accommodation separately, and the general reservation was a former aging facility.The air conditioner is only in the living room, so it was hot even if you opened the door in the room.
But the swimming pool and the surrounding walkway breakfast were excellent.",3.0,0.7227,4
10.0,"I stayed in the renewed room, but the room condition is good and the promenade is good. The pool was good.",9.0,0.9109,3
7.2,"Overall, it was a star terror angle, but before the departure, Belboy Bunbun took a picture in the background of Halla Mountain.Especially Ashley's breakfast is a mess",-5.0,-0.6652,1
10.0,"I was accompanied by a baby for less than 24 months, so I liked the spacious living room.",3.0,0.5598,3
6.0,"Even the guests get a separate swimming pool fee, so I'm a little embarrassed ...
I am satisfied with the safe grass, but the hotel exterior lobby is clean
I was also looking forward to the condition of the room
It's so old that it's embarrassing because it's too old.
I don't think I will go again",-1.0,0.3431,4
3.6,"I used the Aoda site, but this time I'm very disappointed.Click on the remodeled accommodation and make a reservation, but send a document written in English as a burr normal.I haven't read it in detail, so I was so happy to complain, but I ruined my trip and ruined my family, and I was resentful and a messy trip to my family.I'm still advertising in the room.I can't review it because I don't want to talk about it in a very old room.Please check the reservation.I clicked clearly on the screen, but the reservation was ridiculously assigned to the old room before the old renewal.",-4.0,-0.9026,6
3.6,"Pool paid rooms for the peak season for more than 200,000 won per peak season.The picture and the reality are very different.",3.0,0.6077,1
10.0,"It was good to stay in Lenovation, so I was able to stay comfortably, and the outdoor swimming pool and surrounding promenade were very good for family trips.",8.0,0.8225,4
10.0,"Satisfaction
All six families will come again next time ..
The room is clean and all the staff are friendly
Bad breakfast is also good.",4.0,0.802,2
6.8,"It's old
But the atmosphere of the resort is good
Thanks to Ashley, I solved the evening well",6.0,0.9186,4
2.8,Grandmother House Math Travel Hotel,0.0,0.0,3
10.0,"The staff are kind ~~
The renewed room is also good
The weather is good
I'm playing jam",8.0,0.875,5
8.0,"It is good because Kangjeongcheon is connected!
Ashley Queens were on the first floor, so the children really liked it for breakfast.",5.0,0.7419,5
7.2,"I always set the accommodation with the cleanliness in mind, but I booked and stayed in a renovated lodging.It seems to be the best of the places I stayed in the meantime",3.0,0.7783,3
9.6,"I think it's also comfortable and clean.
Breakfast is also delicious",7.0,0.8658,1
9.2,"As soon as I went in, it was so good that the living room and the rooms were good.
The staff are also friendly and have good facilities ~",11.0,0.9374,5
8.0,"The resort room was old and old, but
Employee service and other things are generally satisfied!",2.0,0.6114,4
10.0,Very satisfactory hygiene location service is satisfied and rests well,2.0,0.7713,8
9.6,"There is a little distance with Seogwipo City, but ...
It's quiet and close to the beach, so it's good to walk in the evening ..",3.0,0.6448,9
10.0,"I visited Palsun's parents, but I was so grateful and grateful for it for free upgrading to a good room.
The interior was clean, the sea view was so good and the service was good.BBQ was also so good.
There were many facilities and the convenience facilities were good ~~

The next time I go to Jeju Island, I will definitely be re -visited.
Kensington Resort Bookwipo Fighting ~~~~~~

Especially thank you for the front employees, but it is July, but be happy",27.0,0.9932,5
8.4,"It was clean and satisfactory because it was a renewed room.I was satisfied with the minibar capsule coffee bedding.It was close to the tourist destination, so I was satisfied enough.100% doctor",6.0,0.8689,0
6.8,"I knew it was a renewal room, but it wasn't a renewal room.
But the view was good because the view was good ..
If you go next time, you will be drawn to the renewal room.",6.0,0.8271,5
8.8,"The lobby is clean and the atmosphere around the resort is so good that my parents liked it.Above all, the remodeling room is clean and good, including beds and pillows.However, it was a pity that the bathroom was narrow and one and the mold bloomed a little.",8.0,0.9271,5
7.6,"It's a summer vacation every year, but if you fight against ripped off, it's hard to know if you've spent a vacation or an extension of your work.",-2.0,-0.6124,7
9.2,"The facility is a bit old, but it's clean and good.There are promenades around and the pool has a variety of water, so young children go!However, the swimming pool ... There is no dressing room when entering, and it is a pity that you have to dress up and take a shower in the old sauna.",2.0,-0.3274,4
9.6,Resort with a good value for money.,3.0,0.6486,5
10.0,"It has become a happy trip
thank you",5.0,0.7351,7
10.0,"It is a trip that goes with two adults
It was a hostel I chose and chose
I'm very satisfied!Breakfast landscape best!",5.0,0.7225,0
8.4,"The second is to stay, but the price is cheap and good.If you want a better facility for this price, you don't have conscience.I think I'll come to Kensington again next time ~~",6.0,0.6486,6
8.8,"The location and the staff were all kind and nice
But the accommodation is so old that the windows are not good and it's a bit dirty.
I think I need a lot of remodeling",1.0,-0.5939,8
8.0,"I didn't expect it because it was old, but it was okay ...",0.0,0.3291,4
9.6,"It was a pleasant trip for 3 nights and 4 days.
It has a Kensington Resort for a more comfortable rest.
Friendly employee spacious parking space
Thank you for the resort with nature.

I want to come back next time ~ ^^",11.0,0.921,7
10.0,"The room was spacious and the location was good, so I had a good vacation.",7.0,0.7003,8
8.4,"The high -pressure attitude of a woman who appears to be a check -in manager was impressive.Even though there was no customer, the staff next to me noticed and received the reception.The hotel is good.I hope some employees will not cut the image of a good hotel.",8.0,0.4963,1
2.8,"Renovation Room ... It's not a high -end because it's all in the film, and it's useless to this price.I think the E -Land series has acquired it, but the Esuli Queen is not delicious.",1.0,-0.7093,1
9.6,"I chose as a family accommodation for four adults.The view was so pretty and renewed, so it was very clean and nice!
The employees who were so excited about the lobby, which were warm and good, seemed to have played a big role in using accommodation.Next time, if you go to Jeju, I'll use it again ~~",12.0,0.9632,7
9.6,"5 -oriented ondol room
I recommend family trips.
The surrounding environment is good and resort and clean.
If you go back to your family, you are willing to visit.",7.0,0.7964,5
9.2,The breakfast was delicious and it was good to go with the child,6.0,0.765,5
