score,comment,afinn_score,vader_score
10.0,Clean and the staff were very kind. I want to come again!,5.0,0.8054
10.0,"I have been a happy time because of the very kind employees for two days and one night.I couldn't use other facilities and used the pool, but I swimmed in a large pool.",5.0,0.5714
9.6,The scenery is good and the pool is the best.,6.0,0.7964
10.0,"I came to my trip to Jeju with my wife, but thanks to the low price, I stayed in Parnas for the first time.As with my wife, I felt that I had to come back to all of all the accommodations I've been to.I really recommend it!",4.0,0.7337
10.0,"The hotel is clean, the facilities are good, and the staff are very friendly, but the music in the hotel comes all day long.",7.0,0.6183
8.0,great,3.0,0.6249
8.0,Good ~,3.0,0.4404
9.2,"The friendly staff who considered the organized hotel system with infants, and the hotel condition, the veranda, which has a small use of the hotel, is a big veranda and the room is narrow.",3.0,0.4939
10.0,It was so good,3.0,0.5777
6.8,"Although it is not an ocean view room, the inside of the hotel is very beautiful and bright.",4.0,0.8104
9.6,I am satisfied,2.0,0.4215
10.0,"I went to July and returned to you.The pool water temperature was suitable because I played well. The previous accommodation was 37 degrees, so it was so hot that I couldn't play.If you change breakfast to lunch, you can eat extra, but it's much more relaxed and the menu is good !!I want to go again ~",8.0,0.9165
10.0,I traveled with my daughter ~ I enjoyed the evening nerd in the sea and enjoyed it in the swimming pool.,4.0,0.6597
8.8,This is the third visit.It has a clean and good view.,5.0,0.6808
7.6,This is my first time I didn't want to go around Jeju.,1.0,-0.0572
9.2,"The staff were friendly, the facilities were clean and all the items were well equipped.The family chose to rest, but the view is good, the outdoor pool is so good and the health center is good.It is a pity that the family did not taste the breakfast that was rumored to be delicious because the family got up late.If you are in conflict, choose.You will feel Jeju.",12.0,0.91
8.8,"The advantage is that you can swim while looking at the sea.However, there were many dusty dust in the room, and it was a bit frustrating and dry because it was not ventilated.And the bed was not comfortable in my standards.",2.0,-0.5577
10.0,"Breakfast, lunch food delicious and tidy.Prestige suite was also good and the staff were friendly.The pool is long, so even if there are a lot of people, it is easy to play and it is recommended if you come to your family.",11.0,0.9136
10.0,I think it's the best accommodation in Jeju Island with nothing missing a service facility.,1.0,0.7259
9.6,Deluxe Family Twin Room GOOD: Room Infinity Pool Facility Not Good,1.0,0.302
10.0,It's a Jungmun hotel in front of the sea.I can't stand this ^^,-3.0,0.0
10.0,"From the door -to -carrier service, the hotel is bright, clean and friendly.",5.0,0.8316
10.0,"Room front restaurant swimming pool, etc.",0.0,0.0
10.0,Silla's great replacement,3.0,0.6249
10.0,"The staff were so kind and the location was good, so I made a lot of memories with the kids.thank you",7.0,0.8056
9.6,"There is nothing to say about the staff, the best in the Ho -cance",3.0,0.6369
10.0,"The interior is so clean, the staff are kind, the meal is delicious, and the pool is angle of life.",7.0,0.8908
9.2,"It was good in every way, such as facilities and staff response.",3.0,0.4404
10.0,Baby goods are well -equipped and breakfast was great.I want to visit again with my baby.The staff were all kind and happy.,9.0,0.8591
10.0,"I stayed on a trip to Jeju Island, but it was very kind and satisfied! ^^",4.0,0.8867
9.6,Sincerely in the pool,2.0,0.4767
9.6,"Okay, especially the merits of the pool.The buffet is fine, but the room service is great.",5.0,0.8587
6.4,It was really uncomfortable because the room was small at the attic level.,-2.0,-0.4391
9.2,Satisfactory,0.0,0.3612
10.0,You were kind and requested right away ^^ I'll go back when I go to Jeju,2.0,0.5267
9.6,Morning buffet and swimming pool are the best,3.0,0.6369
10.0,"It's as clean and good as the price.I stayed in Dongguan, but it was a new interior, and the staff were kind and priced.",7.0,0.8126
9.6,The remodeled place is delicious because it is delicious,6.0,0.8126
8.8,"It's 110m in the outdoor swimming pool, but it's not cold at 10 pm.best.",3.0,0.0
10.0,It was the most satisfactory hotel on this trip.All staff are kind.,2.0,0.7346
10.0,The 5 -star hotel in Jungmun is so great that the sea view.Infiniti pool was so good and good breakfast!,9.0,0.9327
10.0,"Enjoying the hot spring in the pool in the evening with my friends ~ I kept the hot water temperature in the sub -zero weather, so I made a fun memory while swimming.The accommodation is also 5 stars, so 4 people are spacious and clean, and the next day, the next day, the airport is going to Seoul.",9.0,0.9149
10.0,I was so satisfied,2.0,0.4754
10.0,It's a pity that no sauna,-3.0,-0.5267
10.0,The trend room was so good that I could see the sunrise and Mt. Halla.The unit restaurant is very expensive.,3.0,0.5777
9.2,"The hot water was warm, so it was good to swim with the children.",4.0,0.6204
10.0,"I went wrong to know that I had a reservation for hidden cliffs, but the service is different.Real overwhelming wall service/staff attitude and feel better before seeing!The pool was so pretty and the shower was wide and clean",3.0,0.9234
8.8,"It's a pity that there is no sauna facility, but everything else is satisfactory, so I always use Parnas when I go to Jeju.This time, the restaurant discount rate for guests was lowered to 10%.This is also a pity.I would like to have a foam roller in the fitness facility.",-2.0,0.7351
10.0,"The room was small, but the floor was not a carpet, so the baby crawled and played.And when I eat breakfast, there are many babies to eat and the baby dish chairs are perfect and comfortable.",5.0,0.8885
8.4,Good to use the pool,3.0,0.4404
10.0,The child likes it again,2.0,0.4215
6.0,The view from the room was good and it was right in front of the sea.,3.0,0.4404
10.0,"I've been to Jeju a lot, but this is the best",3.0,0.7783
10.0,"Infiniti pool is relaxed and swimming.The view is also good.In particular, the two -bedroom water level is good for four -person family.The staff are also kind.",10.0,0.8591
10.0,Family room is so good,3.0,0.5777
9.6,great,3.0,0.6249
8.8,great.,3.0,0.6249
10.0,Satisfied,2.0,0.4215
9.2,"Once the staff are so kind. The pool view is good and the interior and outside are pretty, so there are many places to take pictures.Breakfast steak restaurant ~",6.0,0.8877
9.6,"The breakfast is delicious, the room is very wide, and everything was satisfactory.My mother also liked it too!",5.0,0.7777
10.0,Hot water grass that can be used in winter !!It was a satisfactory trip to the latest facility staff.,0.0,0.4738
10.0,It was a very fantastic location that satisfied 200% of the good service.,9.0,0.8622
9.2,best,3.0,0.6369
10.0,"It was so good for the swimming pool and the large and large facilities.The water is warm and spacious, and it is a doctor.The breakfast was great.I have been playing well for breakfast.",8.0,0.8196
10.0,No flawless room Infiniti pool is perfect!,4.0,0.7263
8.8,I visited the Christmas holiday!The tree was pretty and the pool was good to enjoy with Ocean View!,6.0,0.8715
10.0,"Jeju Island alone went to a cheap accommodation alone, and I chose to go with my boyfriend for the first time, but it was so good.",-1.0,0.6263
9.6,"It's a new hotel, so it's pleasant and good",6.0,0.7564
10.0,"The bedding is soft and there is no waist. If the hot water is warm and the hot water is a little cold, it will be jacupleted and play in the indoor swimming pool.",0.0,0.2732
8.0,"It was tied up in November last year, but it was so good that I went with the children again.It's clean and the pool view is so good, and the staff are also friendly.",10.0,0.9642
9.6,The friendly accommodation facilities of the staff were also very satisfied to use with their families.,4.0,0.7425
10.0,"The service with all the employees I met at the hotel from the beginning to the end was so perfect.If you do not know, I want to visit every season among the hotels of Jeju Island.",4.0,-0.0572
10.0,Everyone is satisfied with the wonderful hotel and the hotel service interior welcome hotel for the hotel.,8.0,0.8591
10.0,I took a rest while spending a very satisfactory time for 2 nights and 3 days.,0.0,0.4201
10.0,It's luxurious.,0.0,0.0
10.0,I booked only the hotel pool and I operated in the snowy and cloudy weather!(I'm glad to be overwhelming) I used it well in cold winter weather.Breakfast was mostly delicious except desserts.(Personally) I want to use it next time,7.0,0.8553
10.0,Remodeling feels new hotel than Silla or Lotte in Jungmun and Infiniti pool best !!!!I will definitely go again ~ ^^,3.0,0.8429
9.2,"It was a Paranas who was excited with the expectation, but it was more impressed than that expected.The breakfast was so disappointed that there are restaurant foods.The bone is smelly, and it seems that the fruit is also used to be used the day before.",4.0,-0.0509
10.0,"Location facility hygiene foods are all satisfied.I was able to go comfortably with my family.Especially snow came, and I thanked the staff a lot like their work.It is still memorable that all the employees are friendly and bright impressions.",10.0,0.9349
10.0,"I used it for the first time, but it was good.",3.0,0.5927
10.0,It is clean and I like the facilities and the staff are so kind.I want to return next time.,7.0,0.6983
10.0,"It was a perfect hotel than Parnas expectations.I received a kind and comfortable response and a room -upgrade of the staff, but it was not a touching ocean view with the open size and the perfect room condition as soon as I saw the room, but the ocean view of any hotel was really good to see the sea in front of me.",13.0,0.9436
10.0,Perfect in every way,3.0,0.5719
8.0,The hotel is not good at a glance.The staff are not polite.I don't ask for it.,0.0,-0.3412
10.0,It is the best,3.0,0.6369
9.6,"Quiet, the staff are kind and clean",4.0,0.7269
4.4,"The hotel check -in -si, which was booked with friends with friends, stayed well and was washed and prepared for the next morning check -out the next morning.I asked what my friend was, so I came to check. I haven't checked out yet.The Do not distub button is also pressed, but it's ridiculous ... I'm sorry to talk to the fry of the apology, but I'm sorry that the staff didn't even be familiar with the basic manual.This is the first hotel to be buggy. Including home and abroad",-4.0,0.3291
6.0,"I checked in and got a good room, but I was so surprised that there was a mop by the underwear next to the thumping bed.In the end, it was so noisy that it was so noisy.",1.0,-0.1373
8.8,"It was so pleasant and nice to have various facilities from the swimming pool!However, because I stayed in the old pavilion, the soundproofing was not good, so there was a noise between the walls.",4.0,0.7344
8.0,Swimming in the hot water pool was an unforgettable memory.,0.0,0.0
10.0,The facilities are good and the room structure is good.,6.0,0.7003
10.0,"It's just good to hokkans ~ The swimming pool temperature is also warm, so I played well.",4.0,0.8517
8.8,I like it because it is newly renewed,2.0,0.3612
10.0,The best place for hoced!,3.0,0.6696
10.0,The tree in Parnas was so pretty.,1.0,0.6269
10.0,"It is also remodeled even in the old building, and it is possible to use all the facilities, so you can go to the family.You can go to the entrance to the hotel by bus without renting, and you can use Soka at a discounted price in front of the hotel if necessary.",-1.0,0.0516
10.0,"I spent my first trip with my mother at the Parnas Hotel in Jeju Island :) In particular, the staff were so kind that the next trip would be with Parnas.Thank you for drawing a stroke for making good memories!",7.0,0.89
10.0,"Relax well!The swimming pool didn't go because I didn't have a swimsuit, but the breakfast is really awesome!",4.0,0.8633
10.0,It was a pleasant and comfortable day.,5.0,0.765
10.0,"The Hyatt Hotel was a honeymoon hotel 37 years ago, so I stayed for three nights and four days with Parnas.The hotel room was the best.It was good to fill the pool and the fridge every day, the staff was friendly, and the fragrance from the hotel was very good.Despite the anniversary, I thought it was good to use the hotel.",14.0,0.8402
9.2,Diversification of restaurants is required,0.0,0.0
10.0,"It was my first trip to Jeju for nine months, but it was comfortable for 2 nights without any inconvenience.",0.0,0.7972
9.6,"The child likes swimming, but he can play without a bump.",2.0,0.6124
10.0,It was a fun trip. Ocean view is steamed !!Cool lobby !!,3.0,0.7825
10.0,"It's been a while since my husband and Jeju traveled in Jeju, but I felt really healed.It was all good as a whole, but the room condition was better and the employees' services were so good.",8.0,0.9109
10.0,Ocean view was a wonderful hotel.It was nice because it was clean and the toilet and shower space was clean.Lobby staff are so kind ~ ^^ This is a hotel that I want to use when I visit Jeju.,12.0,0.9308
10.0,"I arrived at the hotel so early, but the staff helped me check in early, and it was good because it was kind.",5.0,0.8573
10.0,"It was the second stay, I want to go again",1.0,0.0772
10.0,The surrounding scenery is so good and the staff are so kind.,5.0,0.8445
10.0,"It's so kind from the door, and everything is kind, but the toilet was slightly yellow.",4.0,0.5709
9.6,Best breakfast and swimming pool,3.0,0.6369
10.0,It's April.,0.0,0.0
10.0,I like the accommodation so much. I liked the pool and the pool and I didn't have much people than I thought.,4.0,0.6786
10.0,Overlooking the sea and the hot water is so good.,3.0,0.5777
10.0,"Good service, location and view .. I'm so good at it!",6.0,0.7866
10.0,It's really the best view of Seogwipo because the beach is right next to it.,3.0,0.6682
8.8,There are many dust under the bed,0.0,0.0
10.0,"It's the second use, but is it here?I have a long swimming pool, so I like to swim long.Breakfast is delicious, clean, and full -out views and prices are perfect.",10.0,0.9639
10.0,"As the old Hyatt East and the new building were expanded to the new building, the beautiful space was increased.",4.0,0.7184
10.0,great,3.0,0.6249
10.0,The sunset pool view is just over ...,0.0,0.0
10.0,"This time I went to Jeju Island and experienced a very satisfactory hocance.The room was also clean, so it was amazing to be well maintained.The most amazing thing is that I want to leave again next week, not to say anything about 110 meters longest Infiniti pool.",10.0,0.9415
10.0,"It was very cool with the view of the sea and the view of the pool.It feels like a stomach.It's been a while since it's been built, and if you come to Jeju next time, you'll have to use it again.Complete satisfaction*",3.0,0.624
10.0,I had fun with 1 year old,4.0,0.5106
10.0,Very satisfied,2.0,0.4754
10.0,"After all, Parnas.",0.0,0.0
10.0,"The Parnas Hotel was a Heyat hotel before.Since the 1990s, I have been frequented with seminars, and I was always in my heart.I went last summer after remodeling and this is the second time.There were two children, so I took two rooms, but this time I got a sea view room where three people could stay.When I checked in, I saw the child and upgraded the room, so I went to the Pavedion Sweet Body Observation Room for the first time.It was the best, the room with the 10 -story body view was to wash the world's stress just by looking at the sea.In the morning, the sunrise on the terrace was spectacular.Everything was perfect, including room condition.If you go to Jeju, you will sleep at the Parnas Hotel and see the sunrise.Thank you for the hotel.",9.0,0.9209
9.6,It was kind and the pool was good and the bed was a bit uncomfortable.,3.0,0.5719
10.0,It has been a trip with good families.It is good to use the grass twice.Ocean view is really good ^^,9.0,0.8271
10.0,I spent it comfortably.,2.0,0.4215
10.0,"Friendly staff, wonderful views and room condition",6.0,0.7845
10.0,"I made a reservation for the old family room, but I don't know if it's a low season, but I was upgraded to the room where the sea and swimming pool were visible.It was a good room for a well -landed garden and its famous Infiniti swimming pool.Infiniti swimming pool water was also warm, so I was able to play water even in chilly winter weather.The next day, I made a reservation for the next day, but I didn't check in myself, but the staff checked in and moved the carrier to a new room in advance.It seemed that all of the staff were friendly and so that guests could be comfortable.I've been at a lot of hotels so far, but it was a great hostel.I want to visit again next time!",14.0,0.9682
10.0,The cleanliness of the location unit was also satisfactory.A simple free drink (2 cans of 2 cans of beer) was also useful.This is 100 doctors.,3.0,0.5106
10.0,"I spent one day in the old building, and I spent another day in the new building, and the room was very spacious and comfortable, and the bathroom was so spacious that it was very comfortable to use.And the scenery was really good, but it was so good to be able to enjoy the forest and the sea at the same time.It was so sad that I could only spend a day in this condition, and I would have enjoyed the hoccence all day long.I'm very satisfied!",16.0,0.9562
10.0,"All staff were kind and quiet, so the family was good.Especially in the winter night, everything was perfect.I spent two nights in Parnas at the Grand Hyatt, and I regretted to make a reservation for all three nights.After a long time, it was a Parnas that would be good for visiting Korea.",12.0,0.7717
10.0,"The other hotel had to use the connected room, but Parnas was able to use the Duplex Room so that the children liked it and I was so comfortable.",4.0,0.8901
10.0,"The Paranas Hotel, which I wanted to go for a long time because I wanted to make a happy and happy memories with my family for the 10th anniversary of my marriage, was not disappointed.I never praised my husband for a good trip, but I praised my mouth to wear out on this trip to Jeju Island ~ ^^ The child was a very pleasant time, and I couldn't forget the scent that I got as soon as I entered the hotel.I vowed to go again ~ ^^ It was a very pleasant trip.",18.0,0.9676
9.6,"I stayed with my baby for 27 months.You listened to your requests well, provided an amenity for your baby, and asked if there was nothing more.I think I'll use it again next time 👍🏻",0.0,0.2732
9.6,Too clean and cozy buffet is better than anywhere else.,4.0,0.6808
8.0,Pleasant trip,3.0,0.5106
9.2,"It was the best in terms of location and facilities and was very comfortable.However, I heard a little noise in other rooms, and the staff's attitude was a bit lacking in spring.Employees in overseas hotels were greeted first when they met or met, but they did not seem to receive it here.Still, the location and facilities were good.",9.0,0.7906
10.0,Swimming is a little small but comfortable and breakfast is the best ~ !!!,5.0,0.9141
10.0,Great scenery and swimming pool are the best.,6.0,0.8519
9.6,"It was renewed and the staff were neat and friendly.As soon as I entered the lobby, I had a good fragrance of Parnas.The pool was also available for free, but it was a pity that I didn't have a swimsuit in advance.I couldn't eat breakfast because of the morning plane, but I would have doubled my emotions if I gave these customers a snack or a benefit that I could use without paying additional costs.It was a satisfactory accommodation for the price and is willing to use it again next time.The staff are so kind!thank you",8.0,0.8718
9.6,It was clean and all the facilities,2.0,0.4019
10.0,I stayed at the Juniors Fit. The amenity status is also the best service for the top employees.,6.0,0.8176
10.0,"At the moment of entering the room, a wonderful sea view was greeted, and in Jeju's largest Infinity pool, it was comfortable to relax.This is a wonderful hotel I want to visit again.",12.0,0.9201
10.0,Can it be better than this,2.0,0.4404
6.4,"I changed it to one upgrade+ Ocean View and paid 290,000 won more than the room I booked in the field.;;;;The lobby view was so good, but the room ocean view was overwhelming, and the dinner was only a weekend, so I couldn't eat it. It wasn't bad.I've been to it hot these days, but it was the best of the 5 -stars I've been to.",4.0,0.8903
10.0,Both breakfast pool views are the best,3.0,0.6369
9.6,"Lotte Shilla Grand Chosun Parnas Tower in Jungmun, Jeju, especially in the swimming pool and premiere room",3.0,0.4588
9.6,"The Premier Room was so good, and the facility swimming pool was also a Jeju tower.",3.0,0.5777
9.6,"It was true, but I was satisfied.",4.0,0.6808
9.2,"The water temperature was also good, and the staff smiled smiles.",7.0,0.8591
9.6,"I really liked it !!! The best Christmas atmosphere is so good!Clean and friendly and really ... Good hotel atmosphere and exterior pipe, etc.",15.0,0.9442
10.0,The room is wide and the pool is the best,3.0,0.6369
9.2,"It was the best location for traveling to Jeju Island.The room is spacious and clean, so it is comfortable.View and additional facilities are also good.",11.0,0.8689
10.0,A good place to capture more than healing of family trips ~~,3.0,0.4404
10.0,"There was a concern about staying for three nights at the first hotel I visited, and I had a satisfactory vacation thanks to the wonderful sea view, clean and convenient facilities and friendly staff.The restaurant has excellent food quality and a friendly service.The facility was convenient for the swimming pool, the sea view was excellent, and the child used a professional mamcinder for two days and was satisfied.The next time I travel to Jeju, I will return to Parnas.It is a great hotel.",25.0,0.9829
8.8,"It's a good location on the beach of Jungmun, so it's good to walk",6.0,0.7003
10.0,"I was so satisfied from the entrance to the room. The staff were all kind and the room was clean, healed and checked out ^^",6.0,0.8479
8.8,"Sea Ocean GOOD!The outdoor swimming pool was so convenient to use because the water was warm and clean, and the breakfast breakfast was so good that I couldn't eat it.",9.0,0.824
10.0,I'm going to go to the wall,0.0,0.0
10.0,"It was quiet, the view was so good and the outdoor pool was good.",6.0,0.8168
10.0,It's so good that it can't be compared with other hotels,3.0,0.4927
8.0,"The pool is good.But that's only Dame 1. 2 people + sea views are only available in the deluxe room (old).(Remodeled and neat) After all, I want to cut 40 narrow rooms.Or 40, but you have to choose a parking lot.2. The pool is good, but the gym is real small + no equipment.It's just a format to get 5 stars.",5.0,0.1655
10.0,"The view was good, the meal was great, and the room was so good. The pool was really good !!!!I am willing to be accompanied by 👍",12.0,0.9321
10.0,"I'm going to go again. I like the pool, so when I see the hotel, I usually watch the pool first, but Parnas seems to be the best in Korea.",5.0,0.8201
7.6,There's a good scenery and it's romantic to swim while looking at the sea.,3.0,0.6808
10.0,The breakfast is so delicious that I don't know how many more times I ate it.,3.0,0.6948
10.0,"The Parnas Hotel Pool was famous, so I was selected for this trip.The outdoor temperature was cool and the temperature in the water was warm, so it was so good at night.I want to find it again if I have a chance.",10.0,0.8497
10.0,It can no longer be used.Swimming pool best.,2.0,0.4588
10.0,It's the best to use the club lounge.I only went out and only hoced ~ !!,3.0,0.6988
9.6,The location is so good and the landscape is so good.The pool is the best. The staff are very friendly.It's the best with Ho -Cancer,13.0,0.829
10.0,"It was a new facility, so it was as clean and good as expected.The staff were so friendly than that !!Thank you for actively helping me, guiding me, and a glass cup.For reference, the swimming pool is wide and the water is warm and good !!",15.0,0.9669
10.0,"The pool is good and the room is good, and I want to go again",7.0,0.7269
10.0,Room condition staff attitude hotel is perfect and the best thing is Infinity Pulse.,6.0,0.836
7.2,"For the first time, the additional cost of the family room is spacious and comfortable swimming pool.It's shorter than the hotel, and the 5 -star hotels are similar to each other.",3.0,0.5106
10.0,"As a child, I used the Jungmun Hotel “Silla” frequently, but this time, I used the Parnas, which was newly opened in Hyatt ~ It was so good that it was neat and bright from the lobby.In particular, the best outdoor warrants were the best to swim while looking at the sea.Next time, children who became adults are going to go together ~ ^^",8.0,0.981
8.4,It is the most satisfying accommodation in Jeju many times.,0.0,0.5095
10.0,"Friendly from the entrance .. Kind ... Even the kindness of all staff is kind to the effect of being kind to all the kindness of all employees ... Even children are kind to the staff, so they feel so good ...The breakfast I heard is that it's so delicious.",20.0,0.9852
10.0,I was recommended by acquaintances.It was a flawless hotel,4.0,0.6249
8.4,Best personality,3.0,0.6369
10.0,Very clean and kind.Room service is also satisfactory.It is a place I want to go again,5.0,0.5095
9.6,Good for family,3.0,0.4404
10.0,"It is the best accommodation for family trips!It's clean and good, and the food is delicious.",11.0,0.9299
10.0,"I had a happy day with all my family. The hotel was clean, the staff were kind and the sea view was great.I want to go again next time…",11.0,0.8779
8.4,great excellent pool,6.0,0.8316
9.6,"The location in front of the sea was so good that the swimming pool was checked every time, and it was very comfortable. It was a single family gathering.Infant is not in the bar.Prohibited mainstream with parily lounge infants.If you use another hotel, you can use a bar that you can simply drink in the evening.It's been a long time since I was in the room with my child at my family meeting.",5.0,0.8092
10.0,Please take care of the swimsuit and use it!I will rest well :) I'll go again next time!,3.0,0.8802
10.0,So good,3.0,0.4927
10.0,"Employees are the best service.The best view!Room conditioning best Infinity pool best ... Konfeti meals are the best.Hmm ... expensive accommodation?ㅎㅎㅎ Still, the service is the best service.I came with a high school son, but I was a deluxe king bed.I like my son so much.Infiniti pool is warm.It was so good at night.In April, I loved two nights to commemorate my friend's retirement.Be sure to have a breakfast package.My son had a lot of morning sleep, so I checked in and changed it to the lunch.There is an additional fee.It's so delicious here.The lunch was reserved and ate with five sisters in June and I liked it so much.This time, my son was so delicious.Parnas is just good for hocem.I wanted to use the club lounge ... I couldn't use it.I made a good memory with my son.It's so good to have a walk in front of you.I looked at the sea in the morning, took a little walk in the room, checked out and rested in the lounge and ate a lunch.Next time, I'm going to bring my eldest son ^^*",45.0,0.9957
10.0,"If the location is good and bad, it is not good, so we can enjoy a fantastic ocean view instead of going to the inside of the Jungmun complex.The price was satisfactory because I made a reservation with a promotion three months ago and made a reservation for almost 60%of the breakfast, but if it was a price specified in the lobby .. Maybe it was a little unfair ^^ All employees were very kind and hygienicIt was also very good.Infinity Pool, which was the biggest purpose of staying here, was so satisfying.My husband had a little cold, so I would give up.I told you that I went down right away and played well.^^ When I checked out, I had to come back with my wallet and clothes, but I gave you a confirmation call once more and handed it well without lost items.Personally, the Parnas Hotel Jeju was more impressive than the staff's kindness and kindness than Infinity Pool ^^ Thanks to this, it was a pleasant trip.I think I'll make a reservation soon",14.0,0.9897
10.0,"The third visit after the remodeling, the Infinity Pool is the best.",3.0,0.6369
9.6,It was so pretty and comfortable,3.0,0.8262
9.6,"My wife was very satisfied with his first trip, so I had a good time.",5.0,0.7408
9.6,"I traveled alone with my wife, but the pool was so good.",1.0,0.682
8.8,"This trip concept was to rest and rest, and it was the best Jungmun complex hotel that fits our purpose.The staff are kind and breakfast buffet was more diverse and tasty than the Lotte Hotel Brunch Buffet.However, it was inconvenient to fall asleep at night due to a certain noise of noise in the bathroom, and even though it was a low season (10.24), the front desk employee who helped check -in was assigned a room right in front of the elevator.It was somewhat uncomfortable",2.0,0.5984
9.2,"The pool was good and the breakfast was delicious.I only had two nights, but I thought it was free to fill it, so it was a bit unfortunate that I only ate only one can of beer.",7.0,0.34
9.2,"I went with a 5 year old child.We have left good memories with clean facilities and satisfactory services.There may be a disagreement, but personally, the Chinese restaurant in the hotel was not satisfactory, but it was so good.",6.0,0.872
10.0,1. I was surprised that the staff were so kind from the moment I came in. 2. The view of the sea from the lobby is so wonderful.3. The hot water pool was so warm and good.4. It was so good that there was a performance.5. The quality of the accommodation was so good and comfortable.The next Jeju will return to 100 %.,18.0,0.9463
10.0,"The staff were kindly greeted each time they met, and it was so good to respond.The facilities are also satisfactory.The gym is somewhat narrow, but it's not enough to exercise while traveling.I want to use it again next time.",5.0,0.6674
10.0,"I was impressed by the hotel staff and the hotel facilities and swimming pools.If you go to Jeju Island, it's a Parnas Hotel!I rested well and made good memories.Thank you 😊",8.0,0.8122
10.0,"The swimming pool is spacious, the peak season, the flavor, the breakfast is delicious, and it is good to go with the baby 👍",7.0,0.765
10.0,I am satisfied in all parts.,2.0,0.4215
9.6,I wanted to go too much because of the pool ~ I liked the children so much and played well until night ~ The rice was delicious and the room was clean and satisfactory ~,7.0,0.9378
10.0,Good hotel ~ ^^ ♡,3.0,0.4404
10.0,great,3.0,0.6249
10.0,The pool is great,3.0,0.6249
9.2,"Thanks to the wonderful ocean views and the friendly staff, it was a journey that was fun and good. ^^ The pool was so good and the breakfast was great.thank you",23.0,0.9578
10.0,"The accommodation I had with my mother and husband was so satisfying!Especially the accommodation hygiene and friendly staff were impressive and the pool was so good!Next time, I want to stay here when I come to Jeju :)",9.0,0.8921
10.0,The swimming pool is so good and everyone is kind.,5.0,0.7987
10.0,"I used it as a summer vacation, but it's completely satisfied. Room condition pool breakfast was perfect.",5.0,0.8804
10.0,Employees are really kind. The pool was warm and it was good to play in October.,6.0,0.8718
10.0,"I went to Parnas for 3 nights on a prenatal trip ~ I booked in an outdoor swimming pool and booked twice in a breakfast, but it was a bit high, but it was very satisfying and the facilities were so good.The temperature was also good, and in the morning swimming, I was able to have a good time watching the sea.I liked breakfast so much!",11.0,0.9526
10.0,"Personally, I loved the old Jeju Hyatt location, but Parnas Jeju ~!Very good ~ !!!I stayed in the new building, but the facilities were clean, the room was spacious and satisfied in many ways.",11.0,0.9405
10.0,It is limited to be kind through education. It is impossible for each employees to have a sense of mission and how kind of kindness makes the hotel's value.,3.0,0.8752
10.0,I am so satisfied with the staff and facilities.,2.0,0.4754
10.0,The facilities were good and the food was very delicious,6.0,0.7841
10.0,"The location is much better than I thought (it's close to the sea!) Clean, clean, breakfast, and the staff were very friendly and I liked the room!Next to Jeju Island will come again!",10.0,0.9406
10.0,The pool water was warm and the scenery was fantastic,5.0,0.6705
10.0,"I have been there elsewhere, but I think it's the best price for the price.In the future, Jungmun will only go here.The view is so pretty and it's good to take your baby !!",7.0,0.9578
7.6,I am willing to return to the pool,0.0,0.0
10.0,Staff service is fantastic. Thank you so much to F&B team manager Jung Soon-young. I am willing to visit again even because of manager Chung Soon-young. The hotel's swimming pool  facilities  and rooms are all perfect and I will visit again,9.0,0.8689
10.0,Staff service is fantastic. Thank you so much to F&B team manager Jung Soon-young. I am willing to visit again even because of manager Chung Soon-young. The hotel's swimming pool  facilities  and rooms are all perfect and I will visit again,9.0,0.8689
10.0,The facilities are clean and especially the swimming pool and so good. The pool is so pretty and cool.The staff are also very friendly ... Please go .... I want to go again,11.0,0.951
10.0,I have enjoyed the perfect vacation with my family for the Chuseok holiday.The swimming pool is also comfortable with three subtitles.Swimming Pool Sea View 👍 Breakfast Korean food is totally delicious.Lounge food is good and kind.It is completely recommended,17.0,0.9359
10.0,The breakfast is excellent and the promenade is also a name and good,6.0,0.765
10.0,The pool was not crowded and it was good. Infinity pool was so pretty.,4.0,0.7915
10.0,"I used several hotels in Jeju, but it is unconditional for the purpose of the resort of the sea.For those who like Hilton in Sea Mark Busan, Gangwon -do, Jeju is Parnas !!!",2.0,0.6281
10.0,"The breakfast is delicious. There is a convenience store in the hotel, so it was convenient to go to the pubs such as ice cream.It's a good idea to take it. It's a shame.",4.0,0.5423
8.8,"However, there are no tubes or kicks on the pool, and there are only wood tubs sold.",-1.0,-0.296
9.6,The facility is clean and the pool is ㅌ.,2.0,0.4019
8.0,"The room condition is clean, but the terrace is so dirty that the bathroom is not sat on the bathroom.",0.0,-0.6442
9.2,It's as expensive.,0.0,0.0
9.6,"It is a good hotel except the parking lot.When I came in late, I had no place to park or I had to park it far away.",2.0,0.1779
8.0,"Even though it was a low floor, the parking lot view was also good at the forest on the 4th floor.",3.0,0.2023
10.0,Go to the baby and care for the care service,4.0,0.7506
10.0,Cozy and convenient Small space of Full house for the breakfast though Nice view  good for chilling  Super friendly all staff Thanks !,12.0,0.9422
10.0,"From the entrance, very good fragrance service is spacious, the latest facility space, Halla Mountain and the Panorama View Best Swimming Pool Facilities",7.0,0.8122
10.0,The staff were kind and everything was good.,5.0,0.743
10.0,Couple family groups are all good,3.0,0.4404
