score,comment,afinn_score,vader_score
3.2,"The staff's incompetent guidance can't rest until the first day of the day, and the guide to the rooms that are not smelled and removed, and the second day will be replaced.I barely entered at dawn, but I couldn't sleep, I couldn't sleep, I couldn't wash my breakfast, I couldn't get a service.He said he would do it, but the staff said they could not be confirmed.Since the front of the front is an intern at the Tourist Hotel University, the students are beginners, so if they are not able to work, they have no flexibility, no flexibility, and if they are not able to properly check their instructions, it is difficult to manage the guests, but anyway, the hotel's problemIn the end, the rooftop could not be used.The hotel that had to sleep and rest was a service that was worse than the guest house, with the cost of the breakfast.",-8.0,-0.8338
7.6,It was a pity that the gym was not operated.,-2.0,-0.296
10.0,"The breakfast is delicious, the staff are friendly and the facilities are clean.",7.0,0.8625
8.8,The location was good and the room view was so good.It was good to use the rooftop swimming pool (paid).It looks good for a light beer at night.It is a pity to respond to the customer of the staff.,10.0,0.7579
10.0,It's excellent for the price,3.0,0.5719
7.2,"I booked a view+breakfast+rooftop pool.I came in in the evening, but the parking lot was narrow and I was sweating when I parked.If you rent a big car, please park it somewhere else.In the evening, an emergency evacuation broadcast came out and went down to the first floor, but it was said to be an five -way song.You have to notify you that you can't get anxiety ... The bed mat is so soft.I can't go to the rooftop.Morning breakfast.At first glance, it seemed that it seemed that it seemed to be a Korean side dish, and there were not a few types, but yogurt was good.You can use the previous accommodation using Sonokam.It was a bit unfortunate.",0.0,-0.568
10.0,There is also a souvenir shop to walk and the accommodation was clean and nice.There is also a swimming pool on the rooftop .. ?ㅎ,5.0,0.4019
9.3,"There is no need for anywhere.It's really hard to find this price anywhere.The interior of the room is a bit narrow, but the king size bed was so comfortable.Concierge and lobby are clean. The staff are kind.I applied for breakfast one day, but the dessert was a bit weak, but I think it's not bad.",-3.0,0.4721
9.6,The room condition was fine and the pool was good.,5.0,0.5719
8.0,"In the past, I came to Seongsan and saw this hotel shining in the sun in the store where I went to eat black pigs.It was good to go this time :) The pool did not go to the pool, but the sunrise view in the room is so good and the accommodation is moderately clean.",8.0,0.8847
7.2,The location is really good. It is easy to use the bus. The staff are also friendly.,6.0,0.8516
4.8,"The air conditioner worked to see if the accommodation and cleaning condition was in poor condition.It is described in 40 square meters of accommodation area, but there are few free space except for two double beds.",-1.0,0.5267
6.4,"The location and accessibility were good, but it was not good.",1.0,0.7003
6.4,"This is where I stayed one day before I went to Udo.It was good to travel to Seongsan, but it was a pity that there were no other facilities.",0.0,-0.5647
8.4,"The convenience store is close, and there are many local restaurants, so it's quiet and quiet.",0.0,0.0
8.4,"I traveled to Jeju Island to see the camellia with my husband.Hotel convenience facilities and parking were a bit uncomfortable, but it was okay because there was a food around Seongsan.",-2.0,0.1406
10.0,Lobby accommodation was so good.,1.0,0.5915
9.2,"I liked the price of the price, but the breakfast was more soft and good than the other lake.",5.0,0.7307
6.8,"Seongsan, which is visible to the terrace, was amazing.The accommodation was great, but because of the carpet floor, I could see dust.",7.0,0.3716
7.6,"The view was good and the facilities were clean, but I was embarrassed because the hotel was seized.The staff were kind and satisfied.",7.0,0.8338
8.0,great.Watch is good and tidy.,6.0,0.4404
6.4,"I visited for 3 days.The water at the bottom of the sink is accumulated to find the location of the drain.It was not one part, but overall.I asked for a change to another room, but I didn't apologize.After all, even if I asked for cleaning, the mold was as it was.Unfortunately, I can't attach a photo ..",-1.0,0.0
8.8,"It's all kind and good breakfast.However, I used only once because the swimming pool or the joint was not clean.I am satisfied except that.",9.0,0.6083
10.0,Be sure to do with Ocean View,0.0,0.3182
6.0,"Compared to the size of the hotel, there is a lack of parking space.I was embarrassed to use a nearby public parking lot.",-4.0,-0.5859
9.6,I stayed well with my family. Location price is the best,3.0,0.743
10.0,"The price was appropriate, the room was clean and faithful to the basics.Especially breakfast was good.",10.0,0.8176
7.2,"The hotel is narrower than I thought, but it is cheaper in terms of price, and if you are planning to travel, it is convenient to use.",0.0,0.0
4.8,"The hotel that I had picked up was so hard that it was really good for the price, but it was very narrow and the view was so bad.When you sit out and sit down, it will be hooked off.",-1.0,0.1688
7.2,"The water flows out of the bathroom, so the water flows out of the bathroom.",0.0,0.0
10.0,"It seems to be the best among hotels near Seongsan Ilchulbong.It's delicious, but I can't eat it.",6.0,0.6059
6.8,"Depending on the employee, the employee who responded when checking in asked to check the guests in a high -pressure attitude.How do you remember the date?Most of the hotels, when checking in, you can say the name and site of the reservation.The reservation e -mail is not deleted, and the Agoda app has been released, and the body is exhausted due to the heat wave.",-3.0,-0.5719
8.4,"It is a good hotel to spend a day lightly.If there is a schedule for Seongsan, the location is good",6.0,0.7003
9.2,I can see Seongsan Sunrise Peak and it's close and good,3.0,0.4404
10.0,Value Bee Hotel!The room is clean and wider than I thought.,2.0,0.6588
8.8,The memory that the picture was cleaner,2.0,0.1779
10.0,It's delicious breakfast. The rooftop pool is also good,6.0,0.765
9.2,"There are not many types, but it was good to be prepared as it was just necessary.",4.0,0.7351
6.8,"Compared to other hotels in the same price, the bedding was so damp that it was so damp that I was talking about the top -floor Chinese girls and the sound of watering down the shower room.... because you can see the kitchen work from the front ????;;;At the same time, breakfast was delicious, but I don't go again again.",5.0,0.5733
8.0,It was smaller than I thought ... It was hard to spread the carrier,-1.0,-0.1027
8.0,It was good because the Seongsan Ilchulbong Udo was close.Good value for money,6.0,0.6486
10.0,The breakfast is fine and satisfied.,4.0,0.5574
4.8,A hotel with a lot of rooms with a lot of rooms in front of the door.The rooftop swimming pool is also good for children and lovers,3.0,0.743
8.4,Convenience store rooftop location is very good,3.0,0.4927
8.0,I like breakfast.,2.0,0.3612
8.4,"The view was really good, but I felt a little dust, and the room was narrow, so the price was low.",3.0,-0.1415
7.6,"The location is not good, but it's windy, so I like a glass of beer on the rooftop ~ The pool building for children to play is old but satisfied for the price.",2.0,0.8875
8.8,"The rooftop, the pool was so good. The price is satisfied with the price.",5.0,0.7609
10.0,Good when traveling east,3.0,0.4404
9.2,"The room was a little small and the cleaning was not good, but it is a good accommodation.",1.0,-0.5875
9.2,"If you have a job on the side of Seongsan, I want to visit one more time ~ It's good to be a good price, especially the rooftops, so it's good to play ^^ The rooftop staff is more friendly than the counter and the meal is delicious.It is a satisfying accommodation!",15.0,0.9582
8.8,The water side of the shower booth is counted. I moved the room.,0.0,0.0
8.8,Water on the wall of the shower booth.,0.0,0.0
10.0,Breakfast is good for breakfast and is not bad.,0.0,0.6956
9.2,"In the past, I had a lot of memories that I went to, so I made a reservation. The view was okay and generally satisfied.",2.0,0.5719
8.4,"There are many restaurants around the hotel when traveling east of Jeju, and the location is well -established as a base camp.The premium suite room is a perfect score of Seongsan Ilchulbong, and the 1 Kingbed 1 Queen Bed is provided and a generous space, so adults can live enough.It is also good to be distinguished from the whirlpool bathtub and shower room, but the shower room hygiene is mold and I hope you care more about management.Breakfast has changed mackerel and meat stir -fried meat for three days, and the number of branches is over average and clean.In addition, the restaurant location is good and you can enjoy the Seongsan Ilchulbong.It was a satisfactory accommodation.",21.0,0.9799
9.6,I liked the breakfast so much.,2.0,0.4215
4.8,I don't have a doctor's intention.,0.0,0.0
6.4,"It is very close to Seongsan, and there are also seaside sashimi restaurants at 5 minutes by taxi.However, the facilities in the hotel have been underdeveloped, and the rooftop water warrant is narrow, and in the towel in the swimming pool, the hair is not one or two, but the towel.",0.0,0.0
8.8,"The rooms are very spacious and good for the price, but the parking space can be a bit uncomfortable because the parking space is small.",2.0,-0.3222
10.0,There is a convenience store on the first floor and it is recommended to sell black pork on the other side and sushi restaurant right next to it.,2.0,0.2023
4.8,"The restaurant that I want to go nearby has to make a reservation early in the morning.It was convenient to the restaurant, but it was unkind to respond to the staff during a four -day, five -day trip.It seemed to be just looking at the manual, and when I checked in that the swimming pool was not due to the weather, I was sorry to tell you more.When the parking lot is narrow, the message is to use the public parking lot.The parking lot was narrow, so I checked in early.The price was a bit higher than other accommodations, but I want to find out more other accommodations when I stay in Seongsan next time.",1.0,-0.5023
8.0,"I didn't know that I had no car in my first trip, but it was okay except for the parking space a little narrow!The breakfast was also delicious.",2.0,0.7959
10.0,Breakfast is also satisfied with good location,5.0,0.6908
9.6,"I like the price.It was a bit unfortunate because the lighting was dark, and the infant bed was a bit messy.",2.0,-0.4588
10.0,"The two were used in price, and the breakfast is delicious and the view is good.",6.0,0.765
8.8,I will enjoy everything in my early 20s and enjoy it at a low price.,4.0,0.6486
10.0,Seongsan Ilchulbong and Jeju Sea are very good in the Ocean View room.,3.0,0.4927
8.0,"The breakfast is just as cheaper, so the room is clean and the Seongsan peak looks far away.The family is very comfortable.Silla Stay was tied the day before, but Silla had a good breakfast, and the room was wide and the view was good.",10.0,0.8608
6.4,It was unpleasant because it smelled like sweating in bedding.,0.0,-0.1531
10.0,I used it well with my friends. The view is so cool. There is a restaurant nearby :),1.0,0.8804
6.8,I don't want to use it because it was erased.,1.0,-0.0572
10.0,The location room was good to breakfast.,3.0,0.4404
9.2,"I checked in late in the evening, but I didn't see it well.I thought I was assigned to the room and contacted the counter and changed the room from the 6th to the 10th floor, but I almost didn't have to change the room.Ocean View is the side of Seongsan Ilchulbong.(It is different from the ocean view, which usually feels like the sea of thinking. It is convenient to think that Seongsan Ilchulbong is the main view and the sea is a bridesmaid.)If you stay on the 10th floor, you can hear thumping sounds from the ceiling because of the noise of the swimming pool that runs until 11 pm.If you want a quiet room, you should be assigned a middle floor.The location is a bit on one side, so you need to use a nearby bus stop to go to the main tourist destination.If you walk to Seongsan Ilchulbong, it takes more than 30 minutes.It is quiet because there is a accommodation in a secluded position.The hygiene supplies provided by the hotel are shampoo Lins Body Wash on the wall of the bathroom.Disposable bath sponge is provided and you can prepare other personal hygiene products separately.Breakfast was better because there were more foods and types of food than expected.",4.0,0.6956
8.4,It's okay for the price.,0.0,0.2263
10.0,This is the second use.It's good to have a favorite restaurant nearby.,5.0,0.7096
10.0,"When I travel to Seongsan, I go to Golden Tulip.It's good because there is a rooftop pool.There are many restaurants nearby.There are many tourist attractions near Seongsan Ilchulbong and Gwangchi Beach.The room is a bit narrow, but I'm satisfied",7.0,0.7615
7.2,Good value for money,3.0,0.6486
7.6,"In the summer, the sun route early and woke up at 4 am, and I watched the sunrise peak, and I watched the accommodation and had breakfast at 8 am.",0.0,0.0
4.0,"The moan sounded so naked in the next room, so I kicked it with a wall.Foundation in bedding?There was a cosmetics.Eat breakfast and not clean the plate, so you have to eat it.",0.0,-0.4325
9.2,"I paid cash to the staff of 10,000 won and changed it to Ocean View ^^ It was good to see Seongsan Sunrise.I'm very satisfied with the price ~~ But the employees' service will be more enjoyable.",10.0,0.8637
8.4,Plain,0.0,0.0
8.4,"It's all good, but it's not like a year ago.",5.0,-0.1815
4.8,"I could see the traces of the bathroom niche mold covered with silicone.If it wasn't, I would have gone right away.The noise of noise between floors is also stressed on a trip.",-2.0,-0.34
7.2,"The breakfast is very good!I want to give a perfect score.By the way, the room ... No, how can there be a Chinese door next to me?I don't know if I have booked two teams, but how can there be another Chinese gate between the room and the room in the world?I did.I couldn't like everything except breakfast and breakfast.",8.0,-0.3133
7.2,Breakfast is the best.Hygiene just.Towel is a rag ... Towel is too old,3.0,0.0
6.4,"family trip.Compared to other accommodations, the room is too narrower and the parking lot is small, so there is a hassle of having to park outside.",0.0,0.0
10.0,Breakfast is also good!The best accommodation of good value for 1 ~ 2 days,9.0,0.8687
9.2,The breakfast is also delicious and cheap in Seongsan Sunrise Peak View.,3.0,0.5719
8.4,"The rooftop is also good and good!It was a little unfortunate because there was no bathtub in the room I tied up, but it's okay!",5.0,0.3465
10.0,The price is also good.,3.0,0.4404
8.0,"Thank you for the price, but I don't want to use it twice",3.0,0.1071
10.0,Seongsan Ilchulbong and the sea ~ The views that are well visible were good.,3.0,0.6124
7.6,The cleaning condition was not so good,3.0,-0.464
9.2,It was a little unfortunate because there was no coffee lounge,-1.0,-0.6003
10.0,Everything is satisfied,2.0,0.4215
5.2,The smell of mold as soon as it is open?I was aware of the body because it smelled like the toilet.,2.0,0.3612
9.6,It's good to enjoy one night in a triple room,5.0,0.7269
7.6,"The parking lot was narrow and it was a lot disappointed when it rained a lot when I arrived on the first day, but breakfast breakfast is not large, but it is tidy and worth eating.I don't think cleaning is just clean.",2.0,0.5927
7.2,"The location of the hotel was good and the breakfast was neat!However, there was a feeling of bedding a little damp.",4.0,0.5707
10.0,I like neat,2.0,0.6705
7.6,"Overall, bedding or towel is not smooth and a little bit of it.",0.0,0.0
10.0,Facility breakfast buffet rooftop all good good,6.0,0.7003
10.0,"In Seongsan, it is the best value for money and is also a hotel with excellent facilities, breakfast, service, and cleanliness.",6.0,0.8834
8.0,It is recommended except for the soundproofing of the windows on the road side.,2.0,0.2023
6.8,"1. Good price compared to room condition.This is a really advantage.2. Good view-If you don't see the sunrise in the morning ... 3. The parking lot is really narrow-I went in early (about 5 o'clock).4. Nothing around ... Go out and look around and just come back and deliver chicken.5. The worst is the bathtub.After a while, the water won't come out at all.I was trying to call the staff, so I took off my clothes.?ㅠ",8.0,0.1779
6.4,"Both parking lots are narrow, so I think it would be good to sleep.",3.0,0.4404
7.6,It's suitable for sleep,2.0,0.0
9.6,The location and morning were so good.It was amazing that I could stay at this good hotel at this price in Jeju.,10.0,0.8146
7.6,"The view is really good. There are children in the pool, but the skinship has a serious couple, and it is very unpleasant to have a swimming room.Seongsan Ilchulbong Buse is also a good place to go to Udo.",4.0,0.0891
10.0,"I don't know when the opening date is, but I feel the year.I know it's a 4 -star hotel, but it was smaller than the 2 -star hotel room.The angle of watching TV is a bit uncomfortable.It was a double bed, but there was an outlet in the center of the bed.",-2.0,0.0
10.0,Very good breakfast service quality.The friendly staff clean room complex is very old.,9.0,0.8439
2.4,It was evil if the carpet was too old on the floor.I slept wrong because of the smell. The breakfast is good for the price.,-2.0,-0.6808
7.6,"The other is fine, but it smells a little.It is inconvenient to open and ventilate the veranda all day long.",0.0,-0.4019
9.6,"The recommended person was talking about breakfast, so I thought it was good for this price.I ate it and climbed to Seongsan Ilchulbong.Next time, I will return to Seongsan.",5.0,0.5719
10.0,Breakfast is also good,3.0,0.4404
2.8,"The best view is to see the sunrise on the window without going directly to the sunrise peak.However, if you want a view, please check the outlook and make a reservation.",5.0,0.7783
6.8,Local Restaurant Good,3.0,0.4404
10.0,Already enough room to go to the second family destination.Breakfast.There is no lack of swimming pool ~ I recommend,-1.0,-0.25
7.6,Recommended for sleep better than stacking.Breakfast was better than I thought,6.0,0.765
9.2,"It's allocated on the road on the road, so I think I'm going to face with the driver on the car.I deliberately got five people because of the ocean view, but I got two rooms.I arrived around 5:30, but it was a pity.Seongsan Ilchulbong was seen ~ The rain wind blows, so the black mountain is not helping the weather ~ ?ㅠ next time I will go elsewhere.",0.0,-0.3252
6.4,"It was raining in the window of the room, so I changed my room, but it was raining in the room where I moved.I think it's a bad construction.The room was spacious and there was a good breakfast, and the accessibility was good.",4.0,0.4497
6.8,carpet .....,0.0,0.0
6.0,"The view of Seongsan Ilchulbong is fine.The room floor is made of carpet.The bed is quite hard.I was looking forward to the breakfast.There was no abalone porridge and the right level.It was so big that the thumping noise upstairs was wrestled because it was a school trip.The toilet cleaning is not really .. Red water is so full ... The lighting was dark, so it would have been more naked if it was bright light.If you are sensitive,",2.0,0.1779
7.2,The price is good and the location is good.It is a nearby sashimi restaurant and is close to the famous taste and breakfast.,8.0,0.4404
2.0,"Compared to the amount of use, the breakfast breakfast is too much to eat.",0.0,0.0
8.4,It was really comfortable and good to go to the tourist attractions and restaurants near Seongsan Ilchulbong.Convenience stores are also available on the first floor.,7.0,0.861
9.2,The price for the price is good!The staff are also very kind.,5.0,0.6105
10.0,"There is a hospital, Daiso, bakery, restaurant.Seongsan View is cool. It's raining.",1.0,0.3182
10.0,Location is good,3.0,0.4404
9.6,"The floor was uncomfortable with a carpetra slippers, but it was clean and good breakfast.",3.0,0.765
7.6,Good good good good breakfast while watching Seongsan,12.0,0.891
10.0,The breakfast is great and the view was like to eat in front of Seongsan Ilchulbong Peak Frame.,5.0,0.765
8.0,I see a real sunrise view.,0.0,0.0
8.8,great,3.0,0.6249
10.0,There are a lot of tourist attractions around me and the breakfast was so good.,5.0,0.7609
10.0,Very satisfied,2.0,0.4754
5.2,"The parking lot was narrow, so I wanted to be a little strange since I received a text to use the parking lot near Manche City.The name is a hotel, but nothing is called amenity, and I think it's just a motel.From the entrance, the rooms are all the same carpets, so there is no distinction between the entrance.So there is a lot of dry and dusty.It's a trip that I went with with my child, so I don't think this accommodation will be chosen on the next trip.",-2.0,-0.5345
9.6,"It's a little old, but it's good for it. There was no clean, kindness and inconvenience.",4.0,0.7469
6.0,The soundproofing is not real.,0.0,0.0
2.4,"I use it often when traveling together, but it's good^**^",3.0,0.0
10.0,exorcism,0.0,0.0
10.0,I stayed in the ocean view.It was nice to see the sunrise in the morning.The room is warm and I like it overall.,6.0,0.7351
9.2,I like it because there are many places to eat around in the evening and many tourist destinations,2.0,0.3612
10.0,Employees are so kind. The facilities are also good.,5.0,0.8056
10.0,"The view was good, the room condition was good, and the bed was especially spacious and comfortable.I recommend it as a value -backed hotel!",12.0,0.8777
6.0,I was satisfied with breakfast and there was no place to go around because it was so remote at night.Parking was inconvenient.It's okay for the price,-1.0,0.3612
8.8,The breakfast was so good !!,3.0,0.6514
8.4,It is the best place to go to Seongsan Ilchulbong Koji Udo.There are many restaurants around,3.0,0.6369
8.4,"I used it at an affordable price.It was inconvenient because I had to wear shoes in Korean emotions (because there were foreign accommodation guests), and it was a little weak in sound insulation.I can hear the sound of the water.It is said to use another parking lot because of the small number.Also, in the parking lot, the lobby finds a lobby-1 floor-second floor.I used a convenience store breakfast buffet in the lobby ... It was a bit unfortunate because it was not Seongsan View.The counter staff are so pretty but don't laugh ... ?ㅎ If you have a chance, I will use it again.Prospery.",-4.0,-0.4992
9.2,"Mom and Dad's 30 -month baby and my uncle traveled four people!It was good to be able to separate the bed from my uncle, and the bed in the room was the king size, so the baby and three were good. It was an old facility, but the location was good, and the Seongsan Ilchulbong and the rape blossoms were beautiful!It was good to see the sunrise in bed. The bathtub was spacious, but it was difficult to receive water. The bathroom was easy to access in both rooms.The menu was slightly changed for two days, so it was different, and the landscape of eating breakfast was good, and there were many kinds, so it was the best breakfast in price.",18.0,0.9421
6.4,Cleaning condition is unfortunate,0.0,-0.4588
10.0,The price is fine for the third time!,2.0,0.2714
9.6,"Ocean view was so pretty and comfortable.It was a pity that the rooftop use was limited, but thank you for the staff.I arrived a little early, but I couldn't check in early.",2.0,0.5801
10.0,"I ate meat at Seongsan late in the evening (like Seongsan downtown) and went to the hostel in some years.There was a convenience store in the building, so it was good and the parking lot went late.",5.0,0.4877
9.6,It is the best place to meet the restaurant in Seongsan!,3.0,0.6696
10.0,I was close to Seongsan Ilchulbong and I was satisfied with breakfast.,2.0,0.4215
5.6,"The location is good, but the cleanliness is not good, and the breakfast is just a breakfast, but the breakfast of Jeju Island is low.",1.0,0.4854
4.8,"It is a good place in a good location.But the condition of the room is the worst.There is no replacement of bedding, and cleaning is too rough.Go elsewhere",2.0,0.5574
2.0,Clean and Joa,2.0,0.4019
7.6,"This is a place located on the hill. The open parking lot is wide, but it may be used as a group sightseeing.",0.0,0.0
8.4,It seems to be optimal if it is accompanied by children.I stayed with a young son and I was a little disappointed.,-2.0,-0.079
10.0,Clean place to visit during the new day and the staff is also kind to visit.,4.0,0.7269
10.0,The breakfast was really awesome and the view was good.,7.0,0.807
8.0,I only have children .. Mom .... There are many nearby restaurants.,0.0,0.0
8.4,"Overall, the kindness of location and cleanliness staff was so satisfying.However, there is a lack of parking space ...",0.0,0.1779
8.0,It was nice to be in the room where I could see the Seongsan Ilchulbong.,3.0,0.4215
10.0,It is recommended!It was so kind and the room condition was so good ~,7.0,0.8555
6.8,I can stay,0.0,0.0
9.2,"I used the second.This time, I did it with Ocean View, but it was so good to see the sunrise!The facilities are also clean and good, but I was a little embarrassed because there were several things that didn't come in.Other than that, the traffic is good and the restaurants are well -established.",9.0,0.9683
8.8,"The price is good for the price and the breakfast is great.However, it was inconvenient to park in the parking lot of the public health center because of the narrow parking lot.",4.0,0.128
10.0,"If you use Ocean View, Seongsan Ilchulbong Bogu Boyfish was really good.",3.0,0.4927
7.6,"The bottom of the bed is just the dust, and the floor is all over ... I was surprised because it was really dirty and I was upgrading Ocean View.I did it",-2.0,-0.3167
9.6,"I made a reservation to visit the Dulle -gil 1 course and stayed a day.There is a food material discount mart nearby, which is a 5 -minute walk.",0.0,0.0
9.2,"The location is good and there are many restaurants around it, so it was convenient to use!The breakfast is also full and delicious ~",6.0,0.784
10.0,The restaurants walking around are quite good and have been good.,6.0,0.7496
8.8,I hope the room is a little wider.,2.0,0.4404
8.4,"I stayed in three places while I was in Jeju, but the breakfast is the Golden Tulip.",0.0,0.0
7.6,"I changed my room because of the noise, but the room I changed was the same, so I couldn't sleep properly.Others are usually good.",3.0,0.5927
10.0,"I went to a family trip, but the staff were kind and the view of Seongsan Ilchulbong was so good.",5.0,0.8936
7.6,It was clean and friendly .. It was good to have a variety of breakfast.,7.0,0.8316
9.6,I made a reservation including breakfast and the quality of the meal was good ~~,5.0,0.4404
10.0,"I visited each couple, but the room was good and the bedding was soft and I slept well.Breakfast was also delicious !! ?",6.0,0.8881
8.0,It was convenient because there were many restaurants nearby,0.0,0.0
10.0,There is a room where you can see Seongsan Ilchulbong and the sea.Use the hotel's door vacant lot and the public parking lots around,0.0,0.0
10.0,"The breakfast is good and the price is satisfied.The parking is a little unfortunate. I have to walk for 2 minutes, but it's happy",8.0,0.7308
8.4,"The breakfast is delicious and the atmosphere is served, and the breakfast staff are friendly but the front female staff is cheap",5.0,0.5346
7.0,"If you lie down right away, it seems to be hard at night.",-1.0,-0.1027
10.0,It's a great place to come with kids,3.0,0.6249
10.0,Sanitary state clean and friendly.We also recommend stewed restaurants nearby Starbucks.,6.0,0.6369
10.0,"It was one night to visit Udo. The location was good and the breakfast was delicious.If you go back to Jeju, I want to visit again",7.0,0.4939
9.6,Breakfast was great. Thank you for excellent breakfast at this price,8.0,0.8834
8.0,Golden Tulip Jeju Seongsan Hotel is very comfortable.,2.0,0.5563
9.6,"On the day of the day of Seongsan Ilchulbong on the day of Jeju's trip, the best place!",3.0,0.6696
9.6,It was good when I was priced at the price.,3.0,0.4404
10.0,"The lounge was small, so I didn't expect much.There is Hana Romart nearby, and there are sashimi restaurants and bakery restaurants.",0.0,0.0
10.0,"It was so nice to have a clean facility, perfect location, and everyone who worked was kind!My parents really liked it !! I want to stay next time",13.0,0.9358
10.0,Good price for good,6.0,0.7003
8.8,This is a suitable accommodation ~: D,2.0,0.0
10.0,Return.I rest well.thank you,2.0,0.0
10.0,"I had two nights and breakfast, and I liked the clean room and the excellent breakfast for 15 000 won.Compared to four years ago, I am so satisfied with the hotel.Seongsan side is unconditionally Golden Tulip.",12.0,0.9156
7.2,Cleanliness and hygiene are soaked. But breakfast is delicious!,3.0,0.7463
8.0,"It's near the Seongsan Transit stop, so it's a good fit for a bus traveler and there are many restaurants and bars nearby.The facility is normal and the staff are friendly.",5.0,0.7871
7.6,"It is scheduled to open convenience facilities such as a swimming pool rooftop from April.I had a reservation for a day and ate it, and I was worried about the table and the abalone porridge.It was good to be kindly provided with the requested services.",0.0,0.5994
7.6,Chadora was sleeping over the night.Breakfast is delicious,3.0,0.5719
8.0,"The breakfast Korean menu was delicious and the hotel is a good price. There are many restaurants nearby, and the convenience store on the first floor is remodeled, so it was unfortunate that it was unfortunate, but it would have been better if there was a convenience store.",8.0,0.5976
10.0,The location is good and the breakfast and the views are wonderful.,7.0,0.765
10.0,Price cleanliness is also missing.,-2.0,-0.296
9.2,It was good.,3.0,0.4404
10.0,It's near Seongsan Port.,0.0,0.0
10.0,The location is good and you can easily go anywhere in Seongsan.,3.0,0.6486
8.4,"Inexpensive and breakfast is good, but the soundproofing of the room",3.0,0.2382
6.0,"The difference between the basic room and the big room is big.I recommend Seongsan View Room.The other side is small and messy, and there are some broken parts and shine.If you upgrade your room to the view of Seongsan, you can see it from Sunsan.The breakfast is cheap and good.I like the restaurant view.lol",11.0,-0.1531
7.6,Premium King Room panoramic view fantasy bath is spacious and good,4.0,0.4404
2.0,"I was sleeping, but a man came in at dawn and went out.As soon as I was sensitive, I woke up and recognized that it happened.It is embarrassing that the door is closed and the lock is not properly.Besides, I told you when I checked out, but I didn't have an apology.I was so embarrassed and nicely, so I didn't want to shout out, so I just came out.",-4.0,-0.6448
10.0,"I stayed while traveling with a friend, but I am satisfied in all ways.",3.0,0.7003
10.0,It is a place where I sleep sometimes when I go to Jeju Island.are you okay,0.0,0.2263
6.0,Seongsan Ilchulbongga is the best accommodation for the course.,3.0,0.6369
8.4,"It's all ~~ It's good, but the parking lot is a bit unfortunate",3.0,-0.4678
10.0,"The four adults visited, and the eldest son had a bed alone and the other three had a large bed that could sleep in one bed.The Seongsan Sunrise Peak View was also good and it was good to see the sunrise.",4.0,0.5859
5.2,"I stayed to see Seongsan Ilchulbong Sunrise as a family trip, but I was guided to park in a place that was not a hotel because of the lack of parking space.And it's disappointing that the room is too narrow ... the rest was not so uncomfortable ...",-6.0,-0.5608
8.4,"The next day, I found out to go to Seongsan Ilchulbong, but I made a reservation because I liked the reviews. The elementary daughter and the three rooms were small, but it wasn't frustrating because it was blocked by the city view, and there was no inconvenience because there was a convenience store nearby.But it was a bit noisy because it was not soundproofing at all, and it was a little uncomfortable after 9 o'clock, but it was a little uncomfortable, but the restaurant view was so good ~ ^^",-6.0,-0.4118
10.0,"The view of Seongsan Ilchulbong and Breakfast accommodation is heard.For some reason, make a reservation with Premier Suite",0.0,0.0
8.0,Cauccia,0.0,0.0
8.0,It was uncomfortable because the bathroom walls of the youth and the old room were made of glass.It was an opaque glass but the silhouette of the shower was shown. The walls were side by side with the beds.I had to go to the nearby parking lot.,-2.0,-0.2023
8.4,Value Bi Hotel.I am satisfied,2.0,0.6369
5.6,"The location price was good, but the cockroach comes out",3.0,0.2382
10.0,It's so good,3.0,0.4927
10.0,This is the best breakfast buffet.,3.0,0.6369
9.2,Breakfast is good,3.0,0.4404
9.6,"I just like the Seongsan Sunrise Peak!The hygiene was not good ... the shower room was not good, the ventilation was not good, and it felt like it was in love.",1.0,0.5063
10.0,I am going to return to the next time.,0.0,0.0
7.2,The smell of the room is a little better.,2.0,0.3832
8.8,"Room condition was fine.Even with a city view, I was okay with sleep.Ocean View Room is also a spa and it was good to enjoy.It was nice to see it burned and floated.It was good to be in the room.The breakfast is just because there are only things to eat.",13.0,0.8591
9.2,A place with a doctor,0.0,0.0
10.0,"When three people travel, it's odd, so it's hard to make a reservation, but there are three single beds.The parking lot is narrow, but the public parking lot nearby was 1 minute.",-3.0,-0.2475
9.6,"The breakfast is delicious, the staff are friendly, and the Udo is close to Seongsan Port.",5.0,0.7845
7.2,It was clean and clean. The breakfast is delicious.,7.0,0.8442
7.6,There are also disadvantages.Joko.Facility aging.Staff,0.0,0.0
10.0,"Even if I did it, the breakfast was so good .. It tastes good and the view is cool and this is good.",10.0,0.9263
9.6,"Every time I go to Seongsan, I stay here every time I go to the room.",0.0,0.0
9.2,Breakfast restaurant.It is the price of the hotel on Seongsan.,0.0,0.0
8.4,Hotel to eat fish,0.0,0.0
9.2,It was so good that the Seongsan Ilchulbong was lying on the bed and it was so good.,6.0,0.6227
10.0,Breakfast is okay,0.0,0.2263
9.6,I like breakfast.The accommodation is managed,2.0,0.3612
5.6,I didn't feel much of the price.That wasn't an unpleasant level.It was just.,-2.0,0.3724
10.0,Both locations and prices were good.It is a good accommodation to be with your family.It was good to see Seongsan Ilchulbong right.,9.0,0.7003
9.6,It's so good for the accommodation type to see Seongsan Sunrise Peak !!,3.0,0.5827
