score,comment,afinn_score,vader_score,k10
9.6,"If you are a family traveler, you can use it comfortably.The room is big and the bathroom is comfortable, clean, and sink.There are other dishes, but I didn't eat food.The bed was spacious, comfortable and nice and the room view was good.There is no Elbe, the surrounding promenade is so good.Unfortunately, the number of breakfasts is small, but the price is good.",21.0,0.9331,7
9.2,Remodeling is wide and clean and bright inside.,3.0,0.6808,4
7.6,"It was clean and nice because it was a renewed room
It was hard to carry a baggage because there was no elevator
Breakfast was cheap, so it was a star.",3.0,0.4404,4
10.0,The staff were so kind and the accommodation was good.,5.0,0.8056,9
8.4,"The room condition is fine because it is remodeled.However, it is an old building, so there is an overall feel.The breakfast price is good, but it may be uncomfortable because there is no room service or restaurant.
I was satisfactory because it was cheap compared to Lotte Shilla right next door",2.0,-0.1531,1
10.0,Reasonable price and clean facility family trip was the best!,5.0,0.8016,0
9.6,"The price is good in the location, facility, and many ways.",3.0,0.4404,0
10.0,"The location was so good, clean and breakfast was so delicious and I rested well.",8.0,0.9268,8
10.0,It is not to be said to be a Chinese travel price for the family travel price that I have visited with my mother.I will use it again next time.,0.0,0.0,6
10.0,There aren't many highest hotel facilities to travel near Jungmun in cheaply at Agoda,0.0,0.0,2
9.2,Recommended for travelers who don't like loud and commercial feelings.,4.0,-0.0798,3
9.2,"I had a good experience because of the latest appearance and the interior of the room.Especially your parents like it ...
There is also a bakery inside the resort, so it was good to enjoy.",10.0,0.8885,3
10.0,"It's located in Jungmun, so it's easy to sight.",1.0,0.4902,4
9.2,"Price
It was a satisfactory accommodation
Clean
Quietly
It has become a comfortable family trip",4.0,0.8176,6
10.0,"Lodges that can be rested in Jungmun at a relatively low price
I like the beach Olle -gil course my parents very much on foot
Comfortable rooms",4.0,0.5719,3
6.8,"The room is spacious and the ocean view is good.The dust was inconvenient because of a lot of dust in the bedding, but the room
 It was good because it was warm and wide.It seems to be a good accommodation when many people travel than couples.It seems to be better to deliver it",11.0,0.9217,2
10.0,"It is located, service and satisfied.",2.0,0.4215,6
9.6,"It was a wise choice to catch the hostel in the Chinese gate.It was really clean and the view was good.It was the biggest because it was big.However, it was a bit unfortunate that to use a better view, I had to move more and more without an elevator.Even after 20 minutes of traveling nearby, it was the best choice for my parents and filial piety tourism.There were many restaurants nearby, so my parents were enshrined in the hostel and went alone and moved when the order came after the waiting.Satisfaction is the best ^^",12.0,0.9245,4
9.2,"The staff were thankful for the cold.
I heard the footsteps running from the upper floor, but I didn't hear any other noise.",2.0,0.3291,1
9.2,"I came to my family trip, but the facilities were clean and the staff were kind.",4.0,0.8462,9
10.0,"Located in the Jungmun Tourist Complex, the room is clean
Ocean View was so good!
The staff are so kind and if you like Korean food, please have a breakfast :) !!",10.0,0.9611,9
10.0,I liked it very much,2.0,0.4215,1
10.0,"The breakfast was so delicious than I thought, the room condition was the best, and the staff were so kind. 3 nights and 4 days I stayed in different accommodations during my trip to Jeju Island.",8.0,0.9361,3
10.0,"Employees are very kind and clean, the room is spacious and comfortable.",7.0,0.8737,9
8.0,"I have been cleaning and staying comfortably
The view is good and the overall view is excellent.",8.0,0.8555,2
9.2,"It is located in Jungmun, so it is convenient to move to both sidewalks, and it is located on both sides of the hotel.
Breakfast also has a suitable kind of food and taste (because I don't prefer a lot of numbers), so I want to recommend it to my parents who must have breakfast (mother was satisfied)",7.0,0.5431,5
10.0,"Before I went to my son -in -law, I planned a short two -day, three -day trip to Jeju, reserved a lodging, finding a good place for traffic or sea view, and booking it at Kensing Tory Resort Jeju Jungmun.
There is a breakfast, so the morning time is shortened and there is a promenade of the beach, so it was so good and the morning birds are comfortable.
Recommended as a resort to rest.",10.0,0.872,6
10.0,"I liked the hostel most during my family trip!
The location is good and the beach walkway is good
It was quiet and quiet, so I was comfortable!",10.0,0.9146,2
9.6,"The clean interior and the resort were also good to walk, and the sea was satisfied with all parts.",7.0,0.8126,6
9.6,"One room format.
Two beds are large and you can sleep generously.
It was clean and it was good
Even if you lie down, you can see the sea.",7.0,0.8126,4
10.0,"Even if it is remodeled, the building is old, so the route is very simple.
The staff are familiar with it.",0.0,0.0,1
10.0,"It was pleasant and I stayed well comfortably
I want to use it again when I go to Jeju ^^",6.0,0.8176,3
10.0,"It's so good that I don't waste time compared to rooms because it's an ocean view resort.
The sea is so pretty
Room condition is hotel.It's clean, comfortable and wide
You can also go along the walkway along the promenade.",7.0,0.9397,4
9.6,"It was a satisfactory resort.
My mother's sister was a girl's three trip, and it was a good room, a big and very satisfying resort.
There is a restaurant for 15 minutes walking for 5 minutes, so it's good to eat.I also like good walking trails.
One breakfast buffet stairs is dark and flat.",12.0,0.9432,7
9.6,Thank you ~~,2.0,0.3612,2
2.4,"The hotel I chose because of its good location.It was newly remodeled and there was no elevator, but there was no inconvenience because it was assigned to the 3rd floor of the lobby.And I was the most worried part, but it wasn't an ondol room, but I had a sofa next to the bed, so I was not anxious because I put the cushion between them.I went to eat breakfast, but the baby is in condition
I made a mistake to see if it was bad.The next day, I went to have breakfast, but the bread was not so diverse, but the bread was really delicious and it was suitable for breakfast.The most unfortunate part was the noise between floors.",-8.0,-0.8168,1
9.6,"I like the view, the interior is new and clean",4.0,0.6369,3
9.6,"Location and convenience were good accommodation.
The sea view was wonderful, breakfast was good, and there was a convenience store and a bakery on the first floor.
step.It was a pity that there was no dining that was not a breakfast.
Still, you can heat up simple foods at the hostel
That was good
Do you have the same packaging or management in the bakery?It was difficult to connect the front on the weekend.
I hope you complemented a little more
I have been resting more than a luxury hotel at a tourist complex. Thank you.",15.0,0.8979,2
9.6,"There are not many clean and stylish rooms, but there are not many types of location, but have a delicious breakfast and lack of additional facilities.",3.0,0.3551,7
10.0,It is the best hotel in price.Location room condition staff's friendlyness is the best ~,6.0,0.8555,4
10.0,Recommended as a family trip.,2.0,0.2023,6
10.0,"If you go to Jeju Island, you can choose to choose to choose from 1 well.
I hope you keep managing it as it is now",2.0,0.6124,3
8.8,Location is good and relaxed. The location is good,8.0,0.8402,8
10.0,"It was good to find only two double beds with two teenagers, but it was good to have a good price and space.It's Jungmun, so it's easy to be surrounded by a restaurant.",10.0,0.9315,2
10.0,The first floor Franceli bakery and the surrounding coastal promenade are established so I enjoy it and enjoy it ^^ I was able to see the sea a lot because it was Ocean View.,4.0,0.8494,7
8.4,"I was generally satisfied ~
I slept with a comfortable bed ~ ^^
Breakfast was also satisfied with that ~ ??
Unfortunately, it was rough because there was no shower bubble towel ~
It was a pity that it rained in the veranda and came in and the floor got wet ~",3.0,0.5362,6
8.4,"Recently remodeled and clean and tight
But breakfast has nothing to eat",2.0,0.2144,4
10.0,"I caught a hostel for sightseeing in Jungmun
The room was very spacious and simple, so it was so good to have children's snacks.
It was convenient because I had a lot of luggage
The room was clean and the floor was not a carpet, so it was clean and good.",11.0,0.9167,4
10.0,"The rooms are very large and have a lot of cooking instruments.In addition, the sea is well visible in the room and the location is good!",3.0,0.6476,8
10.0,"Location and views are the best and good prices.In particular, there are four rooms than the hotel, making it suitable for family travelers.There are not many types of breakfast, but the menus are delicious and the price is not expensive.",11.0,0.8625,1
10.0,The facilities are clean and the surrounding trails are good.,5.0,0.6808,7
10.0,"The first trip to Jeju with a baby!Warm at Kensington Resort
It was comfortable ~ It was cold because it was cold, but it was really warm.
The breakfast menu wasn't a lot of money, but the dishes were delicious ~",7.0,0.8829,1
10.0,I went to Kensington Resort Jeju Jungmun.The location of the accommodation is fine and the view is good.The staff are very kind.The apple bread purchased from the bakery in the resort was really delicious.,10.0,0.6997,3
7.2,"It seems that soundproofing is not good, but the staff were kind and wide",0.0,0.599,9
10.0,"The staff are so kind
The rooms were so clean and nice",7.0,0.8984,9
10.0,"If you are staying in Jungmun when you travel, you can use it.Just a suitable menu is the best ~ The coastal walk is possible, and above all, the price is good and more satisfied ^^ ~~",10.0,0.8805,4
9.6,"It was noisy if it was a group guest in the next room, so I asked for a change of the room.
The bakery's apple bread was the best",2.0,0.5423,4
9.2,"I reserved four middle school high schools, but I was a bit uncomfortable in the bed, but the satisfaction was about medium.If you just go down the price, it will be okay.",-2.0,0.4215,1
10.0,"I used to be comfortable until late because the chogijang was also wide.
I was worried that I had a good break from the two daughters and the four families.",2.0,0.6124,6
9.6,"It is wide and clean.The bedding was also good. ~ ^^ The room is very satisfying.However, it would be nice to have a more variety of breakfast foods.",8.0,0.6908,1
10.0,Very the best.,3.0,0.6682,4
10.0,"It was a little absurd to carry the luggage on the second floor, but it was renewed, so it was clean, nice, wide and comfortable.
Soundproofing of one refrigerator
The sound of the refrigerator is a little big",8.0,0.9201,1
9.2,"It is a trip with a child for 2 nights and 3 days
A wide and viewing place
I found it, but it was a perfect place for family trips.The room is very spacious and easy to cook, so it was easy to eat at night.It was convenient because there was a convenience store and a bakery cafe on the first floor of the hostel.
I did not.Overall, I was very satisfied and I would like to visit again around May-June.",10.0,0.9717,6
10.0,Relax and relax.,0.0,0.7003,1
10.0,A good location where you can see Jungmun Sea.Jungmun Saekdal Beach recommends walking at sunset.Spacious and clean rooms.Terrace.Two double beds are the family travelers.Breakfast is clean and good.I want to return to the wall.,14.0,0.8591,4
7.2,"4 It is suitable for family families to stay
It's good to walk along the promenade on the back of the hostel
Ocean View Landscape is good
There is no elevator and there is no additional facilities.
Can be cooked",6.0,0.34,2
10.0,"The resort located in Jungmun was comfortable, clean and friendly.
All rooms are sea view and the scenery is admired.
If you have a chance, I want to go in summer.",12.0,0.93,4
10.0,"All the employees I met in Hosel were very kind ~
It is a clean and good price hotel!",7.0,0.862,9
8.0,"It's been a long time since I went to my family trip.The 4th family was spacious and clean, so it was pleasant.The staff are also kind..Thanks to it, it was a pleasant trip.I want to go to the wall again.lol",17.0,0.743,6
9.2,I recommend it.,2.0,0.3612,5
10.0,"Jeju I found in just a year
It was great to be able to travel great family trips in Kensington Resort Jungmun.",6.0,0.8481,3
10.0,"There were two big beds, so I took a good rest when I took it.Clean and quiet.",6.0,0.4902,7
10.0,"The location is good, but it was a pity that I didn't have an elevator.",1.0,-0.2144,8
9.2,"It was an ocean view, but ... some Ocean View ... There is no perfect ocean view.
The double bed was generous and the interior was clean.
But it's unfortunate .... The TV was too small and there is no room service.I could not be a resort, but I was looking forward to Jeju, but I didn't have it at all.",5.0,0.6652,4
7.6,"It wasn't bad and the room condition was fine, but the inlet of the inlet was so narrow that it was frustrating and uncomfortable.When the family goes, should I wait for a line when the carrier enters?It was so narrow that it was frustrated
It was okay except that.It's a resort, but it's an open room, so I can't eat meat and there's no rice bowl in the resort.I had a two -person breakfast, but I ate something that didn't suit my taste, so I had an upset stomach and I had a pharmacist at the convenience store next to the front.I think I just want to go back, thinking that I just use the room.",-9.0,-0.8984,1
9.6,"I was able to enjoy my trip comfortably and comfortably.I woke up every morning and had an ocean view outside the window, so I thought it was better than going to a cafe.
The location of the accommodation is also located in Jungmun, so I could enjoy various experiences without far away and it was easy to find the restaurants around.
The staff were kind and breakfast was as good as it was.My children ate one side every morning. I was waiting for breakfast.",16.0,0.9652,4
9.2,"There are a lot of restaurants near the hostel, and there are promenades going down the sea.",0.0,0.0,2
10.0,Everything is perfect ~ ??I came to rest comfortably like a house for 2 nights and 3 days.Coffee and bakery were too impressed.The next one is to use 100%.,10.0,0.8541,6
10.0,"It was clean and comfortable.The view is so good and the location is the best.I was very satisfied with the remodeling!Also, if I go to Jeju, I will return to return.",12.0,0.8698,4
9.6,"I went to a family trip with my parents' family, and the staff were kind and remodeled.",2.0,0.5267,9
10.0,"The building is annual but clean with remodeling.
The staff are also kind and the bakery on the first floor is delicious.
Most of all, the room was spacious and the sofa was able to look at the window and chat with the family.
It was comfortable because there was also a parking lot",10.0,0.962,9
8.8,"We are using the facilities such as sauna and massage ~
I think the massage was especially good to receive",3.0,0.4927,2
8.4,I tried to go to Seogwipo Kensington. The conclusion was nice to remodel a neat accommodation. The breakfast was also clean.,5.0,0.8176,3
8.4,"It's so good inside the hostel.The view is good.The location is good.I'm so satisfied.Thanks to this, the fatigue of the trip has also been relieved.",13.0,0.5849,2
10.0,"The room is also wide and clean, so it is recommended for families with infants.
There are two queen beds and a sofa structure, so I was able to rest comfortably.",6.0,0.7624,4
10.0,"Four friends used two nights and three days.It's not very spacious for four people, but there's no discomfort at all and it's closer!Ocean view breakfast was satisfactory.",-2.0,-0.3595,4
10.0,The room is spacious and the bakery bread is delicious.I like the view too!,6.0,0.4199,3
8.0,"The staff were kind, spacious, easy to use toilets, and even the microwave in the room.However, it was hard because the room refrigerator was noisy.",2.0,0.6369,1
7.2,"The interior of the hostel was remodeled and clean
The exterior of the building is strong
Because it is an old building, there are quite a few noise between floors
The soundproofing is not good.
And I was remodeled, but it was a pity that there was no bidet.
The breakfast was not really good on the first day, and the second day was more satisfying than the first day, but overall, the number of food was small.
It's a bit unfortunate to say it's delicious ...
But the location was good and not close, but it was a bit unfortunate that I could see the sea far away, but the ocean view is correct.",8.0,-0.7637,2
8.0,The room condition is good and the view is good ^^,6.0,0.7003,2
9.6,It was a resort with no lack of family.,-3.0,-0.5423,6
9.6,"I stayed in the Ocean View Premier Deluxe Room.
The inside of the hostel was clean and cleaned.
Above all, the bedding was pleasant and great.
I was happy to see the sea and watch the sunrise by lying in bed.",11.0,0.886,4
9.6,"I felt comfortable because the room was clean and the diffuser was good.
The rooms were spacious and I liked the sofa and bed.However, because there was no elevator, I stayed on the 3rd floor other than the 4th floor, but the view was not bad.
I want to return next time",7.0,0.8268,1
10.0,"The location is good for the restaurant and tourist destination, and the inside of the room is renewed, so it is very clean!It seems to be good for family members !!",8.0,0.7701,8
8.0,"Warm, clean, cozy and okay",3.0,0.6705,4
6.4,"I was looking for two King beds because I had a four -family family, and I had a family room in Kensington.
There was no modernity, but there was no inconvenience to stay for two days.
Breakfast was a simple menu in a small space
There was a bakery on the first floor.
The Nespresso machine is available, so
I liked it the most.If you knew it in advance
Take coffee capsules to my favorite taste
I think you drank ~",0.0,0.5064,1
10.0,"Remodeled and clean and comfortable.
The staff are also kind and breakfast is delicious.",9.0,0.9201,9
8.8,"The remodeled Kensington Room condition is good and quiet, so the view is cool and cost -effective.It's really good to choose as a family trip",9.0,0.7964,2
10.0,"Room condition is good, the sea is good, and the beach trail is good.
Especially the employees are friendly",11.0,0.8979,8
9.2,"I visited with my friends.The staff are very kind and the facilities are good.The bread sold by Brangeri was also very delicious!However, the cleaning was not good.There was a hair in the bed and there were many dust under the table next to the bed ?ㅠ (I removed it with tissue ?ㅠ) And the soundproofing is not good ..
But it was okay enough to visit next time !!",4.0,0.6404,2
10.0,"The room is large, the bed is large, the sofa is large, and the veranda is so good and the room is more likely to be colored.It was too easy to move in the same floor. I made a lot of apple bread.",4.0,0.7678,1
8.8,"Ocean view was really fascinating!
The staff were so kind and the rooms were comfortable.

If there is a bad thing, the electric charging station is still before the installation.

Still, if you think about it as a whole, you've been doing well with a clean and good view while you're there!",9.0,0.9455,4
10.0,The location was great.The sea is close to the sea or the coastal walkway.It was also good to use the surrounding facilities.The room is also big ~~~,7.0,0.4404,7
10.0,The space is pleasant and the price is good.It is winter but a good place to enjoy Jeju!,11.0,0.8908,8
10.0,There are many nearby sightseeing spots and the kindness of staff is very satisfactory.,2.0,0.6997,4
10.0,The accommodation was very clean and the bathroom was clean.It is also satisfied with the convenience of the facilities!,6.0,0.7257,7
9.6,"I stayed for two nights for a family trip, but I am satisfied overall.
I think all of them were good at accommodation hygiene and employees' attitudes and breakfast.",5.0,0.8201,6
10.0,The staff are kind and good breakfast,5.0,0.743,9
10.0,"It was a place where I was worried and picked, but I was praised by my family that I was really good at catching this place in Jungmun.The rooms are clean and breakfast tastes good",8.0,0.9504,8
10.0,"There is no elevator, so there is a disadvantage of using the stairs, but it was good for the staff to clean the accommodation.
The view is good and the promenade is good, so I think it's good to come to the family.
There is a bakery in the lobby and it was delicious !!",12.0,0.9753,2
10.0,The view is good. There is a beach nearby and Olle trails!I recommend it,5.0,0.69,5
10.0,The room condition was good and the scenery was good.Especially the staff were so kind that they stayed well,8.0,0.8543,9
10.0,The ocean view from Kensington Jungmun Store in Jeju was really nice and the bed was good.The hygiene is also the best and the breakfast was delicious,12.0,0.8999,4
10.0,thank you,2.0,0.3612,2
10.0,thank you,2.0,0.3612,2
9.6,"The room was good and the location was very good.The staff were also very friendly.If you go to Jeju next time, I hope you keep this condition well!",10.0,0.8016,8
10.0,"There are many traces of time, but the internal remodeling is very clean and the Ocean View Room is the advantage.",4.0,0.7572,4
10.0,"I urgently traveled to Jeju Island, but the location was good, the inside of the accommodation was clean, and the size was large, so it was highly satisfied.",7.0,0.9107,3
10.0,The view was good and the sofa was really comfortable. It was so good for the adult meal family trip.,8.0,0.8553,6
10.0,"This year, we recommend Kensington, who completed the memories with the families who were happy with each other this year.",5.0,0.7351,5
8.0,"As soon as the accommodation is not good, the kids like it.
Overall, it's clean, but in the corner, dust is piled up.
Still clean and quiet as a whole.
I don't know because breakfast is not selected",4.0,0.6648,3
10.0,"4 Family 1 Familiarity.
Just in front of the beach,
You can walk along the promenade (The Cliff).

I have been resting clean and comfortably with remodeling.
There was no elevator because the floor was low.",3.0,0.296,4
10.0,"First, it was quiet and the sea view was so good
It's Jungmun, so of course the location is also good
There is a convenience store on the first floor of the building, so it was much easier to use than other accommodation.
In the morning, there was a cafe on the promenade behind the hostel, and it was good to see the sea.
There was even a table in the hostel, so it was good to have a drink.",12.0,0.9569,2
10.0,The staff are kind,2.0,0.5267,9
10.0,"Cleaning is clean and the staff are also friendly.

The breakfast menu is delicious
It was good to have baby dishes and chairs

There are many things to see and there are many restaurants near Jungmun Tourism Complex.",10.0,0.91,8
10.0,"Located in Jungmun Tourist Complex, it has a good access and there are quite a few places to play around (The Cliff, etc.) The accommodation was wide and clean and the breakfast was satisfactory!",5.0,0.8687,4
7.6,"I was worried about hotels and resorts?I went to Kensington by selecting Ocean View !!

The view of the accommodation overwhelms all the inconveniences or complaints ^^*

It's a bit uncomfortable because there's Elbe, it's a bit more.The taste of the bakery is excellent
The kindness of the staff is very good !!",1.0,0.5805,2
8.8,"It's a lot more customer, but it's a pity that I can't take a walk
I was embarrassed because I didn't know that there was no elevator, but I was satisfied with the staff.",-3.0,-0.631,8
9.2,It is not easy to make a reservation for accommodation because it is accompanied by 4 family and high school students.,1.0,-0.3412,1
10.0,"It was hard to move the baggage because there was no elevator
It was good to have a beach if you follow the room state ocean view and promenade!The apple bread was also delicious ~",4.0,0.6476,4
10.0,"It was a wonderful resort that I could see the sea right away.
 Two double rooms have been spacious and four families.
The entrance to the room was a bit narrow, so it was a bit uncomfortable to take off and open the shoes, but I was satisfied with it.",5.0,0.6428,1
9.6,"It was a good place for four adults to stay together!
I was worried about the exterior, but all the lobby rooms were remodeled, so I used it neat and very satisfactorily!
However, it was mentioned in many reviews, but if the porch is narrow, the door is not a leader.

We used only one night breakfast out of two nights.
The number of food was not so diverse, but I was very satisfied with the taste of each food.My family especially ate salmon egg tarts!
It was a satisfactory accommodation that I would like to return to Jeju next time.",2.0,0.9709,3
9.6,"It was so clean, spacious and comfortable, so the location was good.",8.0,0.8655,8
10.0,"I went to a four -person family.It was close to 10 o'clock after dinner, so I couldn't see all the facilities, but it was a cozy feeling to walk along the coastal forest road.Breakfast wasn't a lot of menu, but the quality of cooking was very satisfactory.In particular, the cream pasta was really good and light like Outback's Tooumbi pasta.",8.0,0.8515,6
10.0,The staff are all kind and good to stay with their families,5.0,0.743,9
10.0,"It's been a while since I've been renewing the bedtime.There is no old dust, especially the beach walking course is so good.",2.0,0.3697,1
9.6,"Located in the Jungmun Tourist Complex, the first location was the best, and the rooms were Ocean View, but it was so beautiful and peaceful outside the window that I woke up in the morning!There was no elevator, so I had to go to the stairs, but I didn't have to go up.However, the toilet door was sliding, so it was inconvenient for soundproofing.I was glad that it was a family trip^_^;;;The kitchen is under construction during the period I used, so I couldn't eat the buffet and apple bread, but it was a happy journey to relax and quietly relax^_^",11.0,0.9755,4
8.8,"The room was wide and the bed was great.It was pleasant because of the floor floor.The sandwich of the cafeteria on the first floor is very delicious.When I entered the room, the porch was narrow, so it was a bit uncomfortable.",7.0,0.1779,1
3.2,"Except for the location of Jungmun, there are not many breakfasts, and there are no menus that children will like, and there is no menu to go to hand, so it is a serial and bread, so I regret why I added breakfast.No.
It was too wasteful",-3.0,-0.3218,3
9.6,It was a good location to move to other tourist destinations in Jungmun.The staff were kind and the accommodation was wide and it was good to stay in the family.The facilities were clean and the view of the sea was good.,13.0,0.93,9
10.0,The interior was spacious and the room condition was good.The staff were kind and it was good to look around.I think it's just good to use with my family.,12.0,0.8481,9
9.6,"I visited a couple trip, and the room was wide, all kinds of bowls and dishes were provided, and the induction was also a microwave.The coast was close and the Olle trail course was connected around the coastal road, so it was so good to walk.The next time I visit Jeju, I'm going to end again ~",3.0,0.5777,1
10.0,"The view is so good and the promenade is good, so it's good to walk to the beach.",9.0,0.9047,2
10.0,"The bed is big and wide
The facility is good and the facilities are good
I was with my baby for 8 months
The soundproofing was good and good
The breakfast was also delicious ~~~",16.0,0.936,2
9.6,"I booked a night trip for my mother and daughter, but the room condition was good and wide!It was a space that would be enough for four -person family, and it was clean.Overall quiet and Ocean View is the best healing view!The swimming pool was small, but it was not crowded, so it seemed okay ~ I was assigned to the second floor, but I had to go up with the luggage because I had no Elbe, but I could go back and forth with the luggage!It was good to go to the nearby colored beach for about 15 minutes, so it was nice to have been walking for a walk. My mother was so satisfied :)",15.0,0.9845,4
10.0,"The rooms are convenient, the location is good, and the staff will be so friendly.",5.0,0.7915,8
10.0,"The location cleanliness was also good, but thanks to the very kind employees, it became a happy family trip.",10.0,0.9508,6
10.0,It was easy to approach in Jungmun and relaxed with the children.The soundproofing was good and the pool was good.It was a hotel that I liked except for the absence of an elevator and the entrance to the room.,11.0,0.8957,1
10.0,"I was worried about various hotels and chose
Satisfaction is the best
The next time I travel to Jungmun, I think I will go here.",0.0,0.7096,4
10.0,The view is very good,3.0,0.4927,2
8.8,"The room is spacious and clean, so it's good to take the children.
Good location in Jungmun Tourism Complex.
Employees are kind.
It's a coffee shop hot place on the beach trail.Observation Good Good.",17.0,0.9515,8
9.6,"I've been traveling to Jeju Island for the first time, especially my parents went with me, so it was important to catch the accommodation.It would be good to go to healing to the hostel, and it was good to come out immediately if you walked around the promenade and Jungmun Beach nearby!In particular, it is good to have an apple bread.I was so satisfied that I wanted to use it next time!",13.0,0.9321,3
10.0,"I make good memories in Kensington, Jungmun.I was able to manage it cleanly every day on a low floor with the consideration of children, and the breakfast was also satisfactory ^^",3.0,0.5106,4
9.2,"The view is so good. If you stay in the lodgings for a long time, choose high floors!
The bed is also wide, so it's good to sleep.
The bathroom was also clean. Microwave Coffee Machine Port Induction Cooking Dishes dishes have a simple breakfast for breakfast.
The swimming pool also had a different kind of water, so it was easy to play. The 1.2m section was a little wider.
There are some reservations with a swimming pool..If you use the pool, please check!

The sad part was too narrow.
Breakfast was too bad for the price. It was 2 nights, but the menu changed a little.
There was only three families in the breakfast restaurant.
There are one strands of long brown hair on the new towel and the sofa, so it's a bit annoying.

I walked to 8 Olle trails to the colored beach, but I had a lot of stairs and was quite far, but I think it would be good to use it.",6.0,0.8163,1
8.4,"Advantages:
Recently remodeled and the room is good.There are two large double beds, so four adults are enough to stay in one shot.There are spacious tables and sofas, so there is enough space to drink in the room.
The breakfast buffet is also cool and there are not many gaps, but I personally satisfy it.
It is located in Jungmun Complex, so there are many beach hip view cafes and pub restaurants.
It is easy to move to Jungmun, west or east.
disadvantage:
There is no amenities except the convenience store in the resort.That is, there is no fitness or sauna.
If there is no elevator and there is a heavy carrier, it can be inconvenient to move.
If the room door is opened inward and the entrance is narrow, it is inconvenient to open or enter when the door is opened.",0.0,-0.6597,1
9.2,"It is connected to the Jungmun Beach and the promenade, so it is possible to use the pool and beach at the same time, and the surrounding promenades and gardens are well -established, making it feel like a small resort located on the coast of Saipan, Guam.You can see the details of each coffee machine, such as a large amount of bottled water drying rack.I went to the polarity weekend and the fee was a bit expensive, but I was doing various events, so I received various benefits and went well.I will use it again when I have a chance ~ ^^",6.0,0.8223,7
10.0,"It is remodeled and the facility is clean and the room is spacious.Above all, there is a kitchen, so it's easy to cook it.The pool was not crowded, so the kids enjoyed it.location.Sea view is also good.I want to come again",10.0,0.8671,0
10.0,"It was a four -family family including two elementary schools, so it was narrow and uncomfortable to add extra bed.
The location is good and clean
Silla Lotte Pool Booking, I chose Kensington, but the price was good and I was so satisfied.",8.0,0.8951,6
9.6,It was clean and good!,5.0,0.7088,7
10.0,"Pleasant, clean and quiet
The accommodation is good and the breakfast is good for the price
Franceli bread is also delicious!
The air conditioner in the lodging is also good because it is good and the beach is at a glance.
I think I'll come again in the wall!",20.0,0.9678,2
10.0,"There are many tourist destinations that can be done with children in the Jungmun Tourist Complex in Jeju Island.
It was an old accommodation, but it cleaned the remodeling and had no old smell.",-1.0,-0.4215,3
10.0,I like Jeju Island accommodation,2.0,0.3612,3
9.6,"It is a property where four families can stay in the scenic location of Jungmun.This is the value of the choice, but it was recently remodeled, so it was clean and the staff were friendly.",4.0,0.8734,8
8.4,I had a comfortable trip !!The accommodation is clean and friendly!But it smells like a sewer on the balcony.The room is spacious and good!,12.0,0.9112,3
10.0,"The location was also located in Jungmun Tourist Complex, the room was clean and the bed was spacious and comfortable.
The staff were also kind and breakfast was so satisfying
I want to visit again next time",8.0,0.9306,9
10.0,The location is good and it is a good place to stay in the family.,6.0,0.7003,8
9.6,"Children grow up
The room size was always unfortunate
2 double beds and sofa spaces
It was convenient because it could be used relaxed.
The breakfast menu is simple, but
Originally, it's easy to eat breakfast
Types and expensive breakfast
It was free and good.
Overall, it is a small and comfortable atmosphere.",9.0,0.9565,1
9.6,"The more the kids grew, the more it was not easy to make a reservation. The hotel is hard to catch at all.
Kensington Jungmun relieved my worries.
The exterior has an old trace, but the inside is renewed and the bed is very wide, so it was perfect to stay with the children ^^
The pool is small, but the depth is different, so it was good to play with the children and it was good to see it in our room ~
Breakfast changes little by little every day and it's good to eat.
In a word, I think it is a good place to be good and good in all ways, such as facilities, views, hygiene, kindness, and meals.
Benefit, a new member, also applied it right away and all the sides were so good while staying.",27.0,0.9937,2
9.2,Room. Outlook.Thank you for the kindness of the staff.,4.0,0.4588,2
10.0,The staff are kind and the accommodation is clean and good.,7.0,0.8402,9
8.4,"It was convenient for four -person family to use a good bed and a simple meal.There is a bakery, so you can taste the drinks and breads of Cancillton Jungmun, and you can enjoy breakfast while watching the sea view.Still, the comfortable sleep in the bed was one of the best trips.",10.0,0.9274,4
10.0,"Room condition was so good.Remodeled and everything was clean.The view was so good.
Breakfast was also small, but it was okay.
The staff were also kind, so there was nothing uncomfortable during the accommodation.
I will use it again next time.",8.0,0.9021,9
10.0,"After remodeling, my parents were very satisfied.
Robbie Bay Curry is also delicious !!",5.0,0.8114,6
7.2,"Six families went with their parents -in -law.I booked two rooms with two queen beds. The biggest advantage is that the room size is large.I had to stay in three adults, so I put the bed size and room size first.It was good.And four microwave and capsule coffee were provided in the room.The sink is quite large, so it was convenient in many ways.Seeing the bakery next to it.It would take time to have a time ~ The door service? I couldn't expect the same thing.I went to visit and opened it, so I could barely wash and check out.The pool also went to 10 o'clock, and the worms were floating a lot, and I said that I would get rid of it.??It wasn't too short of service.The image of the Kensington Hotel was good, but I was disappointed with this visit and I don't know if I will continue to visit.",6.0,-0.5007,1
9.2,"It's newly renewed, so it's clean.
I went with a baby and it was a little uncomfortable because there was no baby goods at all, but it was clean and the floor was wide on the floor!
And breakfast is not diverse, but it was all delicious!
I think it would be better to go with children a little bigger than a baby
Good night!",9.0,0.9603,1
10.0,"This is a good resort located on Jungmun Olle 8 -gil.
The family was well done and especially the morning breakfast.",3.0,0.6124,6
