,score,comment
186,10.0,It was nice because there were so many places to see!Breakfast is also a variety of menus and a good swimming pool.
187,7.6,"I went with the children and it was good
However, it was a little hard because the road to the room was too far."
188,9.2,"In the winter, I found a hotel that is free to use hot water.
It was a bit uncomfortable because the hot water was not connected indoors in the room, but the dressing room and shower were neatly managed.
One thing is unfortunate.It was a bit unfortunate that there was no sauna market to take a bath.
Breakfast will be discounted by 20 % when you make a reservation the day before.
I was curious about it.It's a sincere place for this hotel food.Salad vegetables and fruits are so fresh.There are many kinds of bread and there are some broth craftsmen.The breakfast is also satisfactory.
The hotel's bakery is so expensive, but it tastes!Every morning you can see patissiers making bread in an open kitchen.
The canteen is a bit expensive.It is recommended to come in in advance of beer."
189,10.0,The hotel condition was good and the surrounding environment was good
190,9.6,"I like to use the kids zone playroom bookstore.
It's also good for walking in eco -land.
If you have a hitting train, you can only go to the windmill, and you can take a 50% discount."
191,8.8,"The first staff's response was kind, so I checked in!I was with my parents, so I paid attention to the hotel, but the room was wide and clean!The toilet is divided into a toilet and a shower.Even if I opened the carrier, I had enough seats.And the second reason to choose this hotel was the swimming pool !!It was good to be warm even though I used it in winter evening!However, in the case of outdoor jacuzzi, the size is small .. The smell of the rock was so bad.And the shower facility was also good.I had a very comfortable and good time, but the biggest disadvantage is ..!The location is a little far from the road.It takes more than 5 minutes even if you drive from the road to the hotel.I was so satisfied except for this point."
192,8.4,The hotel is good to relax quietly ~ It is a shame that the floor is washed (?) And there is no border of shoes.You can have a good time in the outdoor hot water pool ~
193,10.0,Room condition buffet service is all satisfied ~
194,9.2,I like it so much that I am visiting every winter.Hotel meals are good and the pool is good
195,8.8,It was clean and good to play
196,10.0,"Everything was sooooooo perfect !
The hotel looks like a castle within the lake sothat it was soooo pretty!! :D Plus  It was so cozy and clean ! The most impressive point is that each room was large enough to stay in whole day without feeling any inconvenience
I really want to recommend registers to visit the restaurant ☺️"
197,9.6,I've been using it clean and comfortable.I think it's better to use Eco Land next to it.
198,8.0,"I make a good reservation at a reasonable price, so I play well ~
I used only Sonor Resorts nationwide, but when I visited Eco -Land, I saw a hotel building, so I came to see it.
First of all, the outdoor pool was operated with a proper temperature hot water in Gyaul, so I used it well for two days.
Compared to other places, the pool is spacious and the beach towel is free of charge.
It's a very good quality hotel without a clumsy.
The staff are good and kind ~
However, at the dawn of the last night, our room lighting system broke down and the entire room began to blink.
Eventually, I wrapped up my luggage to another room at 2 am, but it didn't seem to have been delivered when I checked out the next day.
I was sleeping at night, and on the last day, I was going to get a claim for a claim.
I only heard a word that I was sorry when I was taken over. I wouldn't have come out like this.
Still, there is a doctor in Sashing."
199,8.4,I enjoyed it more because the view of the pool is like Southeast Asia.
200,9.6,Friendly and pretty and everyone was satisfied again
201,8.0,"Room -not bad
It was called View -Lake View, but I only see a little lake
Nearby Restaurant -Need for about 15 minutes by car
Pool -Best
Eco Land -The scenery is so pretty and good"
202,6.8,"Usually satisfied, but lack of food
Not diverse, you can see amazing prices at convenience stores"
203,9.2,We are satisfied with the price for the price and the room condition.
204,9.6,I have been resting well
205,9.6,"Interior, cleanliness, and Infiniti pool
Healing magnetic body"
206,8.4,"It was good because it was clean.I chose because I wanted to stay in a good hostel for the first time, but I liked it, but I also liked it.The warm outdoor swimming pool was also impressive.I had a personal idea that the water would be a little warmer, but the pool itself was good.Also, if you travel to Jeju, you want to stay. ^^"
207,10.0,"Even though it was a pleasant hotel environment and the end of the year, it wasn't too crowded, and the food I ate with room service was really delicious 😊
It was a Christmas season, so I had children's cooking classes, but I participated in various classes so that 30,000 won felt too cheap ~
The swimming pool is not a lot of people and warm, so I have been playing full until the day the children check out.
Next time, I will use Eco Land Hotel 🙇🏻‍♀️"
208,10.0,"I want to use the pool
Reservation here in advance and I expected it for a month ago
Room clean and lake view is pretty
Like Europe
The pool is also good
Dinner buffet was really delicious
I had the best anniversary
Sublime"
209,8.8,"There is no food around the hostel, so I take a little star.It was good to have a lodging grade, but it was too far from the pool."
210,10.0,"It would have been better to visit in spring
Even in the cold winter, the lake and the forest were so cool that it was beautiful and nice!
Lake view is truth.
It is good to have additional facilities in the hotel
I especially like swimming
But too young children are cold in winter to swim outdoors, so only indoor swimming pools are available :)"
211,8.0,Clean and the staff are kind
212,6.0,"It's a big hotel because it's a big regret because you can't enjoy 100 % in winter.It seems more like that because you can't use 100 % of a wide and cool swimming pool.I took a five -year -old child, had an additional cost of hotel, and used a hotel dinner buffet.In the case of 36 months or older, it is the same amount for the age of 12, so the amount is more expensive than the number of foods that can be eaten.If you subdivide the price or have more food for kids, it will help you to increase your home tourists.In the detail page, the cost of the number of people under 12 years of age is listed at 2,000 won, which seems to be necessary.In the season other than summer, I recommended it because I wanted to visit it in the summer or in the summer.ps.The view of the Super's Twin Room (upgrade) was a road view.You can see the road coming to Ecorland.I had to walk for 5 minutes to the lobby, and I heard that the same rooms close to the lobby are not recommended because they are the cheapest rooms for building wall views.However, because almost all facilities are on the lobby, family travelers will give up the view and assign a room close to the lobby."
213,10.0,It was the first time there was no humidifier in a 5 -star hotel.
214,9.2,"It is a facility at this price, so I think it would be good to go with parents."
215,8.8,"I didn't expect much because the price was cheap
I was so satisfied
Free hot water pools were also the best.
I had a child, two queen beds, and a free space."
216,10.0,Best
217,10.0,"First of all, it was the best in accommodation contact.
It was useful for this, but it was useful.
Best price ~ 👍"
218,9.6,"The year -end trip to the end of the year
I liked you
Dinner buffet was also a gamer.
Bedding is also very satisfying
But the water temperature of the pool is too low
The hot water pool was not high, so it was difficult to use the pool."
219,9.2,"Too good value for money
It was a hotel. Dinner buffet was also discounted for a discount period."
220,9.6,"It is a clean hotel located inside Eco Land.
It was very quiet without even a car, but it wasn't not the facilities of the unit, but I had to swim, eat in buffet, sing in karaoke, and have been really comfortable.
Of course there is a return doctor"
221,10.0,"It was a hotel that I wanted to go to, but the staff are friendly, the pool is good, the room condition is good and it is a good place to live with the family."
222,10.0,It's good to be quiet and feel nature in the mountains!Outdoor pool hot water pool is also good.The rooms and toilets are also spacious and so satisfying.
223,10.0,"The property is very good
Satisfied with both breakfast dinner"
224,10.0,"Good room size and Simmons bed good
It was also convenient for the structure where the bathroom and the bathroom were separated.
100% doctor back to return"
225,9.6,"Families with children for more than adolescents can be a very pleasant trip with a living room type.
I used the pool three times for 2 nights and 3 days, but it was so good and the evening buffet was good.
Colkiji is full, so I came to the wine company and ate it.

The golf course next to it is also possible, so the couple rounded it while the children were sleeping and the children ordered the breakfast room service ~
I was able to eat two American breakfast.
After rounding, take a 30%discount coupon for dinner ~"
226,8.0,"I used the warm swimming pool well and played well and sleeped well ~ The lake was so pretty and good and the room was good !!
However, there is only a buffet restaurant in the hostel, and 8,000 won for one croissant was a bit burdensome.Next time I have a lot of food to eat ~ I think I was satisfied with all.Breakfast buffet was also okay ~~"
227,8.8,The best lodging in Jeju was the best in Jeju.The buffet was above average
228,7.2,"It was a pity that the water temperature was too lukewarm and only one swimming pool was operated in the hot mountains, and it was a pity for the price."
229,9.2,"Winter hot spring swimming was a great experience.It was beautiful to see the hostel, but it was more cozy.The heating facility was also warm to the floor, so it was like ondol ~ ^^ Recommended"
230,10.0,"Go once and keep going here!
Enjoy and eat comfortably with children
Dinner is so good and breakfast is good"
231,9.6,"I've seen more expensive hotels, but I want to be the best hotel in my experience.
The atmosphere like a fairy tale and the spacious room high quality amenity was so good that I could take a walk and walk around Eco Land.If you go, at least 2 nights
And come."
232,10.0,It was a very satisfactory trip.
233,7.2,"I chose the room because I was so quiet that I slept.However, the unfortunate thing is that there are no facilities to be used late around, and restaurants have many places to close the door early.The outdoor swimming pool was a lot disappointing ㅎ ;;If the sun goes down, there is no place to go around, so it would be better to replenish the facilities in the hotel ~"
234,10.0,"I stayed in Eco -Land for climbing Hallasan.First of all, the staff were all kind and the accommodation was very clean.If you have to go nearby next time, I would like to use it unconditionally."
235,8.0,I used it as a accommodation I found for rest in 2023.Especially swimming pools and buffets are recommended ^^
236,8.4,"The facilities are good, quiet and tidy."
237,10.0,"The facilities are clean, comfortable and good.
Children are also very satisfied with
Restaurant food is also very satisfying."
238,9.6,"It's a new accommodation, so it's clean and fun."
239,9.6,"Quiet night
In the forest
Drinking cool air
It is good to play in the warm hot water pool.

Good bed
I like breakfast

Substrate toothbrush toothpaste
Take it"
240,9.2,The room was spacious and the pool was good haha
241,10.0,"Facility hygiene, etc.
It is good to be families and couples.
Next time, I will visit again if I go to Jeju Island."
242,8.8,"When I was with my child, it took me a little longer to swim, but I used it well.I got a discount on Ecorand and enjoyed it and it was close to the surrounding ride and horse riding.The room is wider than anywhere else and there is a shower gown for children.
It is also convenient to separate the bathroom and the bathroom.
Swimming Pool Cafe Art Souvenir Shop ... I'm satisfied.
It would be better to have a slippers for multi -use so that you can go to the pool."
243,8.8,"Located inside Ecorand, the location is somewhat inconvenient, but it is clean and very good.

It seems to be a good hotel for families to enjoy leisurely."
244,8.4,I like room condition.The location is in a remote place.
245,9.2,It's a good place to be a good value for money
246,9.6,"It was in the theme park and it was so quiet and good that it was rich in the mountains.
I've been healing.
100%doctor return."
247,8.4,But the location is too far to go and Hana Romat is far away.
248,10.0,"It was good to stay because the facilities were well done.
Especially the pool was so good !!!Recommended 👍"
249,9.6,"The price is so good and the pool is especially pretty
It was nice to have a clean accommodation"
250,9.6,"I did a night at the Eco Land Hotel.The road to the hotel was full of snow on both sides.
The rooms are spacious, the bathroom is spacious, and the breakfast is delicious.
Next time, I have to go to the pool and go to Eco Land.Hotel with beautiful night view ~~ ^^"
251,9.2,The swimming pool is a bit cold and the difference is satisfied because it is winter :)
252,9.6,"Really ... literally it was so good !!

Looking at the snow piled up, the feeling of being in a warm Infinity pool can't be explained in words.I think summer is so good.

The breakfast was so delicious.It was so good to be able to taste fresh and diverse foods!When I eat breakfast, I think it was one of the gods to eat while watching the window.

The hotel itself was like a fairy tale castle, so I could get concentric.Especially on the 25th, there was Santa, so you took care of jelly and candy !!Overall, it was clean and the room was spacious, so it was comfortable.I think it's good to come with your family.

You may be worried about the hotel's location, but don't worry because the shuttle is operated from the airport for a certain time!The knights were really kind and good !!

The staff were kind and enjoyed it.The next time I go to Jeju Island, I will make a reservation for the Eco Land Hotel!"
253,7.6,The hotel that had a good stay when it was cold and had no place to go in Jeju's snowy weather
254,7.6,"There is no place to eat, but there is no place to eat"
255,10.0,The snow was so fantastic in Jeju.No matter how grateful you were to pick up my family even when it was snowing and no longer go by car around the hotel.I'll visit you again
256,8.8,"It is so good for golf exercise or resort.It is a family trip accompanied by a preliminary college student, so there seems to be a limit to the place where the MG generation can share around."
257,9.2,"It was the best Christmas Eve
The pool is very good ~~"
258,10.0,"Room condition is so good
Infiniti Pool & Jacuzzi Best
Located in Gotjawal, the air is so good
The Eco Land Theme Park was also good for a 50 -ferr discount.
Gallery Cafe Bakery is completely delicious.
I recommend breakfast and dinner a little bit more than I thought.It's a hotel buffet, but I think it would be nice if the Jeju menu was added.
Recommended for a rest in the forest.
I have a doctor of return."
259,6.8,"I had to buy up to two water in the amenity, and it was a pity that the blanket was not available at all.I stayed for two days, but the next day, the mat cover was not replaced.I had a lot of snow, but the snow removal was not properly, but when I entered, I moved to 10 ~ 20 kilometers, but the car was sometimes vain and the car was in trouble for 10 minutes.I think it's better to avoid it when it comes to snow."
260,10.0,Don't be famous ...
261,10.0,"Travel like a Christmas family, enjoyable taste and food dinner buffet ... Really good ..."
262,9.6,"It was so good to use the family unit
The buffet is also delicious and romantic.
The children's pool was also used.
But it's cold when moving 😂 It's a bit unfortunate
That tastes in winter"
263,8.8,The pool is good and the scenery is pretty
264,8.8,"The day I visited was Christmas on December 24
At the same time, the road that snowed a lot was a little blocked and I had to be nervous because of my eyes.However, employees were able to enter safely because they were good at snowfalls or guidance.
The reason I chose this place was that unlike other hotels, the landscaping was located in a beautiful forest, a room and a spa in the pool.
In the evening, it seemed like I came to another country while watching the forests swimming and snowing in a hot water pool.The entire site and area are spacious, but it's small in hotel.But it was like a warm feeling like a Smurf village."
265,9.2,The hot water pool is also suitable and the buffet is the best price.
266,9.2,"I struggled on the snow and arrived.
It was the second visit this time.
The room condition is comfortable and the room toilet is spacious and easy to use.
Above all, it is the Christmas season
Dinner Buffe staff also suffered too much.All of the kitchen staff were in the hall and were very busy and busy moving.
We went to our trip and enjoyed eating deliciously, but I felt the hard work of people who worked.
The service is better than the Chosun Hotel and be kind ~
Breakfast buffet is also delicious
Everybody is delicious.
The glasses who seemed to be the chief chef who were in the kitchen at the time of the dinner were cooked and cooked, so the jjajang was too bad and so wonderful.
I leave good memories."
267,9.6,"The room was not a carpet, so it was good because it was good and I liked bedding.
All of the facilities, hot water pools and karaoke breakfast buffets, have been satisfactory."
268,9.6,"I visited when it was snowing, so it was muted until I arrived, but the snow was so beautiful.I didn't visit the pool because of my poor condition, but I was also in the hotel thanks to the Christmas Cooking Class and Gallery Cover.The room is spacious, clean and warm, so I rested well.If you loosen me, I have to visit once more :)"
269,10.0,great
270,10.0,Eco Land -chan
271,9.6,"It was a very comfortable accommodation.It was hard to come down too much, but the accommodation itself is so satisfying.When you arrive, it is cold and you can lower your luggage one by one.
Hotel ~ Dinner was burdensome, so I had breakfast and it was so delicious."
272,9.2,"On December 7, he stayed at the Eco -Land Hotel beyond the crowd of friends and Jungmun Tourism Complex.However, the surrounding area was dark because I was on my body and moved too late than scheduled time.In response to the difficulty of walking travel using public transportation, I asked the hotel front to pick up at Dol Culture Park.The hotel car is already over, but he will find out more and contact.About 10 minutes later, the vehicle has been prepared in an emergency.It's dangerous, so don't cross the street
A male hotelier article even a guide to get off the bus.Thank you so much.
I was grateful for the ms.whang (?), And UP Grade with a nice room.
The breakfast was delicious, and the first hydrangea car was good.
In the spring, we will travel to Noksan -ro and visit the cherry blossoms and rape flower flowers.It is a healing rhythm of Jeju Island travel."
273,8.4,"The hotel itself is so pretty and the rooms are very clean
It's only in a remote place, so it's ambiguous to go out and the convenience is expensive. It's already known ... but it's okay to be free.
Breakfast is not expensive, but there was nothing to eat"
274,9.2,"It was a bit dangerous to visit and come and go on a lot of snow, but there was no problem because I kept doing snow removal!It was nice to feel like a village in Europe!lol"
275,9.2,"It was clean and good
Everyone is kind
It was a day when the day 2 nights came.
The pool was the best"
276,10.0,It was so good to stay at the Eco Land Hotel with my daughter before college.
277,9.6,I am so satisfied
278,9.2,"Clean and comfortable.
I want to come even in summer."
279,9.6,"It was one of the places I really wanted to go to Eco Land, but it was so good to come."
280,10.0,"You can solve it all in the hotel
To go to the pool, you have to cross the outdoor bridge.
There's a little distance, but not when it's very cold
It's worth going !!
To the fitness room!If you like sports, recommend here 👍"
281,10.0,"The staff were so kind
I am relaxing thanks to the clean ROOM condition.
Please leave only one water purifier at a convenience store ㅠㅠ .."
282,10.0,"I slept well because it was soft and loved
The swimming pool was not very warm and the location was far from the swimming pool, so it would be a bronze statue, but it was good because it was a different experience."
283,10.0,"I wanted to be isolated due to sudden heavy snow, but I was worried that I would be isolated because I didn't go to the hotel hotel, but I was worried that I was worried that I would be isolated.The staff were very grateful for clearing my eyes from time to time.Despite the cold ...
It was the second visit, but the hotel room was clean and ondol, the floor was warm, and the swimming pool was in operation.
And if you are an extra guest, please try Eco Land Tour ~!I didn't expect much, but in the winter, the train is on the train.

I have been relaxing in many ways.Recommended five stars"
284,9.6,It was good to be able to rest and play at a reasonable price
285,9.6,"All of the staff are friendly
I took my child and the hygiene was good!
Neat ~

The food around the hotel condition was good
I want to go again because the staff are kind 👍🏻"
286,9.2,"The four -season swimming pool was so good
The pool is the best"
287,8.8,"It is such a space where you can get out of reality and rest quietly with nature.
There is no room for rooms, so it's so good to spend your time in any remote place."
288,7.2,"The room is good, but the quality of the room service is frozen milk kit, and the breakfast room service is in a remote place where there is no restaurant around the hotel location.The meal level is worse than other three -star hotels, while the price is 5 stars.Small pizza at the level of frozen foods is high, but only pickups are available."
289,10.0,"If you want to swim in winter, please go here!Nevertheless ~"
290,5.6,Small -scale facilities compared to size
291,9.6,There are many things to enjoy in the hotel.You can see everything while riding the train.
292,8.4,"I didn't use the swimming pool on a rainy day, but there were a lot of people who went to the swimming pool even though it rained.We were assigned to the inner room of the Forest -dong, but the forest dong is a separate elevator and the distance is too far, so it was inconvenient to use the facilities.It would be better to plan and enter the hostel.Other than that, the ROM condition was good, and the restrooms and the shower were separated, there was a balcony, the curtains with thick blackout curtains and chiffon curtains, and the ondol heating was better."
293,8.8,The price is good and kind and good !!
294,9.2,"Nothing was good. The facilities were clean, the staff were injured and the food was delicious!However, it was a meal that was comparable to the room price."
295,9.6,"I felt like a fire, and the facility was good and the swimming pool was so cool.The room condition was good and the price was cheap and so good.However, the convenience stores and restaurants operated by the hotel were a bit expensive.If you buy something delicious around you, it's a good hotel."
296,9.6,"It was a hotel that I chose to stay at the pension for two days, and the pension was so good, but the pension was so good, but the room was good, the room was so clean, quiet and spacious, and the swimming pool was a little cold, but it was a little cold.
Next time, if you go to Jeju, I will stay here."
297,8.4,"The pool scenery is wonderful ^^
I used the dinner buffet, but it was warm until I finished.
Buffet staff are also kind and I want to go back

It was a pity that the water was broken.

There is no convenience store and there is an expensive supermarket
And it was good except that there was not much TV channel!"
298,9.6,It was the best in Jeju Island.
299,8.4,I hope there was an additional facilities and restaurants in the hotel.
300,10.0,"The environment such as the pillow blanket mattress is comfortable, so I want to use it next time."
301,10.0,The facility is so clean and the staff are so kind.
302,9.2,"Okay! Return to the wall 10000
%Of the employees are very kind!"
303,9.6,"I heard that it was made in 21 years
I've been to Ho -Cancer because I like Ho -Cancer, but it's not as gorgeous as a famous company hotel (it's good to be that part).It was comfortable every day for the person to clean it every day.I would like to express my sincere gratitude to Kang Ok -bun and Kang Ok -ja.Even though it was a basic room, the bathroom was spacious and comfortable.
It was good for the lodging to come and feel Jeju. The pool was wide enough and deep.
It was really annoying to spit that only the uncles could do it in the pool, wearing ordinary clothes.
Anyway, the second thing to talk about like that
It is clear that the hotel is a very good hotel from the customer's point of view.What I felt while using it was not empty words
I really thought about it for the real customers.
If you go to Jeju, now here ~~~~"
304,10.0,The staff was friendly and the atmosphere was good
305,10.0,"I went to the Eco -Land Theme Park, but I have the first hotel.If you stay, you will also give you a 50 -professional discount on buffet 20 Pro theme Park."
306,9.2,"The buffet is a bit disappointing, but it's good
Clean and employees are also
Pool the best"
307,9.2,"There were not many people on weekdays, and the room condition and facilities were so neat and good!However, there is no toothbrush toothpaste, so if you have anyone else !!!And the reason I came to Jeju Island was the biggest winter swimming, but I really enjoyed it without real regret !!!I have a doctor in Eco Land.
However, it was a pity that the location was not around, but the other part was satisfied."
308,10.0,"The bedding was good and the soundproofing was good
Next time, I want to come to Ho Cance ~"
309,10.0,"It's a hotel that seems to come to a fairy tale country.
I think it's so good to travel with funny young stories like a maze"
310,8.8,"It's a resort -type hotel, so it's a pity that the restaurants are far away, but the facilities and rooms in the hotel are satisfactory.It was good because there was no warm water pool, but there were no people.It is a better hotel for those who use Eco -Land to stay."
311,10.0,"I went cheaply, but the room hotel feels neat in the fairy tale
Swimming pool hot water pool
There was no person

The road to the pool is good and at night
Lighting is also awesome
5 -star seems to be right
Being excited"
312,9.2,"Unchi -chan in the forest.It was spacious, toilet and good overall.The accommodation is so pretty.Mom also likes it"
313,7.6,"The golf course is cool and the hotel is clean
Balcorny too.It's wide.I felt peaceful"
314,10.0,The staff were also kind and breakfast was delicious
315,9.2,"I saw a swimming pool view rather than anything else and I reserved it at a glance!
 But I couldn't swim….
Outdoor hot water grass is good, but
It's raining and the weather is a bit cold, so it's a pity that I couldn't swim.

Above all, the staff are so kind
The buffet of dinner was a little price
Still, I am satisfied because it is so good in terms of taste and quality.
The staff were so kind to thank you.
Recommended for those who enjoy hocs
However, if you are trying to go to a tourist destination, I think it was a little difficult to move the path in the middle of geography.
But next time I will go again to enjoy it."
316,9.6,"Once you enter the hotel, it's hard to come out.The advantage is that the facilities and restaurants are so good that you don't have to come out, and it's time to go to the mountain road.However, the staff were friendly and the accommodation was good enough to surpass this shortcoming.I plan to come back to Jeju Island next spring or summer, and I will stay at the Eco Land Hotel."
317,8.4,"Clean and kind
Everything is perfect except location
Especially the pool is all -time class"
318,9.2,The pool is also good!But the internal convenience store is too expensive.
319,10.0,Satisfaction with the price was also good for the hot water hygiene.
320,9.6,"It was a family trip with the children, so I looked for a lot of reviews and decided after my hard work.Thank you to the hotels and hoteliers who have made good memories for both children and our families!"
321,9.6,"It's good to do it.It's small, but there's a playroom and the pool is shallow.The hotel dinner buffet was also satisfactory."
322,10.0,The swimming pool facility was operated with warm hot water and it was so good to be able to enjoy the winter water.The rooms are clean and the view is so good that I have relaxed.
323,10.0,"I had a home page, so I had a very good time in Ecorand.The accommodation was really good and the eco -land theme park experience was good.There is a plan to travel to Jeju next year, but I will also catch it as Eco Land again ^^"
324,10.0,"I like it here so much
I used it for 3 nights and it's a shame today.
The staff are very kind.
Thank you for your help when you request it.
If you are cleaning, please be kind.

My family didn't like the buffet, so I used only breakfast breakfast.
It was finished with one or two plates, but that's because of our camouflage.

I used it in the hotel, but it is fresh and delicious seafood.
Defensive Dome Beef Cypress Steamed Set Set Set Bride and Seafood, even though it doesn't like seafood, it is delicious.
The karaoke room was also clean, so I used it comfortably with Lee.
Free swimming pool for guests!The water quality was clean and warm so I used it pleasantly.

The front staff allocated the room close to all the facilities on the first floor of Castle -dong, so it was close to the swimming pool and it was easy to go to every convenience store.
And another .. It's close to the bakery, so I'm asleep in the morning with the smell of baking.
I felt so good about this ~~
I like the smell of bread !!!!!Bakery is delicious here !!

I haven't used the lodging in Jeju Island and I have never written a review, but it's a hotel that made it possible to stay comfortable and enjoyable during the raining Jeju 3 nights.

Thank you for the employees of the Eco Land Hotel ^^"
325,9.6,Everything is good for the interior or pool!
326,8.4,"In some cases, I was worried that I couldn't clean the room room.The front response was very kind and bothersome to ask me.Cleaning on the night is also clean.
But in winter, the room was so hot that it might have risen to 20 degrees.It was too hot to open the window.I would rather turn on the air conditioner in summer, but it was hotter because only the heater came out ..."
327,10.0,"It's a family trip, but four rooms stayed ^^
The buffet was a bit unfortunate for the price
The outdoor swimming pool was in operation in October and it was quite big and good."
328,10.0,Overwhelming
329,10.0,"I was so good at it during my trip to Jeju, so I played well and rested well!The air was good, the atmosphere was good, and the facilities were good, so there was nothing dissatisfied."
330,10.0,"The pool was good
The breakfast was so delicious, including Jangguk, Korean food was so delicious and the location was good.
The heating is so good that I dried up so I woke up several times
It was okay to sleep in the door, and it was good to be clean and soft. I wanted to go again."
331,7.6,"As clean as it is new and it's still so in the condition, Samdasoo is a good room
There is no kindness of the desk staff
The operation of Eco Land is not active yet ..
The hot water pool was good, but the water temperature was a bit lukewarm, so it was a little cold and the road to walk to the pool
But it was fun to have a hot water pool
Clean and meticulous room condition is the best"
332,9.2,"The weather was cold, so the pool was used very short, but it is a place I want to go back when it is good."
333,9.6,"All rooms are satisfied with both convenience facilities!I liked a lot of children from 6 years old and 3 years old ~
However, it is a bit uncomfortable because it has to be externally when using the pool."
334,4.8,"There is an Infinity grass, but there is no reason to go out of the grass with a desolate mountain view.The location is ambiguous, so it's inconvenient to go out and it's difficult.Even the convenience store is very uncomfortable because it has to go for more than 5 minutes.There is a souvenir shop to buy simple things in the facility, but there are no types of things early and there are many types of things.I asked if there was something for emergency medicine at night, but the staff didn't have any digestive agents, so I went to the convenience store.The resort was big and the copper line was inefficient, so I had to walk a lot inside.I don't seem to go again.Rather, mythology was better."
335,10.0,"It was a little unfortunate because of the inland side
 As you enjoy the scenery around you from the entrance, the family feels satisfied and relaxes comfortably.The viewing of the gallery in the basement of the hotel is also impressive, and the hotel market is also very cute.When I saw the swimming pool, I regretted that I didn't prepare for a swimsuit, and at the same time, I wanted to use all the convenience facilities of the hotel.It was uncomfortable because it was not set if it was forbidden to use the knife for breakfast.It was too hot in winter because the room temperature was not smooth.It will be promised to come back in the summer, and then use the eco -land package at that time."
336,10.0,Winter night is so good
337,10.0,It was really good and the pool was good
338,9.2,"Neat and good facilities.Except for the ambiguous location, it is satisfactory for the price."
339,10.0,"Honestly, I was very surprised to keep a big swimming pool like Eco Land during the winter season, and I had fun with my child.It was good to do it ~~ There was a place where I could exercise, so I stopped by for a while, but the facilities were well managed.
The room was basic satisfaction haha"
340,10.0,I'm so satisfied ~ I want to go back ^^
341,8.8,"Fit for water play
The facilities are good and the resort is a bit vague."
342,9.6,"It was so good and my parents
It was a large family trip with my brothers, but it's too much
It was good"
343,10.0,It is one of the most recommended accommodations when traveling with a child ~~ ^^ The kindness of staff steaming and the hygiene of the hotel are the best ~ I have been enjoying the hotel's hotel pool next door ~~ I am going to travel here too.
344,8.8,"It's relatively new, so it's clean
The price is also cheap, but the location is a bit too bad!
And it's a twin room, so the room is smaller than I thought."
345,9.2,"The feeling of the appearance image is in the European village
Perfect as a transition course.
The Infinity Pool was also so fun to play in the winter.I stayed a day, but I felt tired!"
346,9.2,exorcism
347,9.2,"Due to the nature of Jeju Island, there are many roads without streetlights when the sun goes over, so I checked in late time.But it was also quiet and good to walk in the morning.
The breakfast was also delicious, so I ate enough to burst, and it was the best because it was both noodles and Korean soup.
The staff were friendly and floor heating, and it was warm and at the end of October.
However, it is not a convenience store, but there is a store that sells convenience goods, and there is nothing around, so I thought it would be nice to be late even if it was operated unmanned."
348,8.8,The Eco Land Theme Park was also good and the pool for children to use was impressive. Thank you for taking care of the gown.
349,9.6,Too warm and comfortable hotels are clean and good
350,7.6,"Location 늨 It's far from the busy street, but it's good.The breakfast is a bit expensive and there are few guests on the rain?I think there are many stores inside, there are many empty spaces and fewer employees.However, there are only two swimming pools to be satisfied with the price."
351,9.6,"The rooms are clean and have been able to use various facilities such as hot water pools and breakfast buffets at low prices.

One thing that's unfortunate is that people who don't stay in Eco Land don't know if they use hotel facilities, but there were employees who asked if they were guests.But 'Are you not staying here?'I didn't feel good because I asked in a doubt and way of saying.The rest of the staff were all kind and good."
352,10.0,"I was in a remote place in Jocheon -eup and I was worried about the poor weather, but it was fun enough to relax through the swimming pool or internal facilities.I used all the buffet meals, but the food was not so diverse, but the quality of each food was high, of course."
353,7.6,have to find a meal inside the hotel site. but not many options. convenience store is definitely needed to open there. in-house shop is just rip-off!!
354,7.6,I think it's clean and the air is good.
355,8.4,"It has been a long time since I traveled to Jeju Island with my mother.
 It blends with the beautiful nature to enjoy it in a nice and clean resort -shaped hotel.

 Twenty years ago, when I swimmed at Lotte World Swimming Pool in high school with my mom, I swimmed outdoors at night for the first time.

The hotel breakfast was fine and I recommended Eco Land.
 
There were a lot of complimentary reviews about bedding, and it was really soft, duck hair blanket, and I was surprised at the generous investment when I saw the mattress and bed Simmons.

The floor is also tiled, so I slept warmly because it was clean and ondol floor ^^
It was clear and clean without the bathroom and the shower booth.

If there was a regret that did not fit the 5 -star hotel, the male manager of the unkind and manner -free expression and tone of the restaurant.
If you are more concerned about the service education of the staff, it will be a great and perfect healing hotel while staying."
356,8.4,It was all good except location.
357,8.0,"I traveled alone.
The hotel is pretty and good"
358,8.8,"The price for the price is good.I'm satisfied.The swimming pool is far away, but breakfast is good for the price."
359,10.0,"Especially winter super recommended
The pool is so cold that you can swim like a hot spring water in the cold weather.
The accommodation is also very clean
Anyway, because of the swimming pool, just go up here
If Jeju tourism is the purpose, cheap breakfast will be a business hotel, but if the purpose is to resort, it is recommended here."
360,7.2,"The hotel is low and wide, so it's far from the lobby to walk from the lobby, and it's far from the gym or swimming pool in the room."
361,10.0,"First of all, the room condition is very good.
Infiniti pools are a bit narrow, but they're good.If you are the purpose of using the pool, ask you to assign it to your nearest room.It was hard to take a 10 -minute walk to the swimming pool."
362,10.0,You can use four seasons and the scenery in a pretty building that looks like a fairy tale.It was the best life accommodation.
363,9.6,Here is the best place for money.
364,10.0,The snowy landscape was really the best.
