score,comment,afinn_score,vader_score,cluster
7.6,"It was right in front of the Haenyeo experience hall and there was a place to eat around.I had a baby guest, so I changed the room to the double floor room.The stairs were too steep and climbed, hitting the corner of the bed, so both bridegrooms and both bridges were hurt.
It was good to give toast and coffee for breakfast.",1.0,-0.128,6
10.0,"I really liked it because there was a sea in front of the house, and I was happy because I had a lot of taste.
Thank you so much for taking care of the morning and coffee.",9.0,0.9099,6
10.0,"It was so good that I felt the feeling of Jeju Island, and I wanted to have one more day here.",4.0,0.6418,6
8.4,"It's a pension located in Seogwipo Sea.
I made a reservation to travel with my mom, but the view was so good that I was satisfied.I see the sea at a glance in the room !!I think it's good to take pictures on the grass in front of the room and come with your family!I was able to cook, so I bought seafood from the market and cooked it.But the unfortunate thing was that the blanket was a little stuck when I was sleeping.",6.0,0.7929,6
9.6,Kind and location is overwhelming! Ocean view right in front of you,2.0,0.5707,6
10.0,"Wow, the sea view was not a joke.I went to Jeju a lot, but one scenery is the best.
 Take care of toast coffee in the morning
(I didn't know if there was a free breakfast.) .. It's not a luxury hotel, but it's the best price for price.",17.0,0.977,6
9.6,"The scenery looks so good than I thought.
 It is the best of Saeum Munseom Sae Yeon Bridge.
It was good to organize it, and most of all, the bedding was clean.Simple toast and coffee, but the taste of eating while watching the sea is excellent.When I go to Seogwipo, I will try it again.I miss Jeju again.",12.0,0.6642,6
4.4,"It was hard to breathe when I showered with a smell of a toilet like a septic tank.I woke up and was bitten by ticks for a week.The location was good, but I tried to buy a sashimi and pointed out that I shouldn't eat food indoors!It's ridiculous that you shouldn't eat at the pension !!",1.0,-0.3871,6
10.0,"You can see the island in the room right in front of the sea and you can see the sunrise in the morning.
It is a place where you can feel Jeju!
In the morning, I gave you coffee in the toast and recommended the tourist destination around you so well.
I am willing to go again",2.0,0.5904,6
10.0,Kind and room condition is so good ??,5.0,0.8177,6
10.0,The interior was clean and the blanket was soft and good ~~ The owner of the owner was very friendly and delicious ^^,10.0,0.9195,6
10.0,"The boss was kind and as soon as I got up, it was a very beautiful house with the sea.",5.0,0.8221,6
9.2,"I stayed with two friends and women.The sea scenery right in front of me was so beautiful.But the toilet looked a bit old, and it was a little scared because it was a visit to the roadside.I want to go back with my son and husband in the wall.",2.0,0.2006,6
2.8,"The view is similar to the picture.However, the room was more old and was messy whether it was not cleaning the floor.The bedding is more than seeing.And in front of you, the yard is just a pension front yard and people are baked and sitting on an outdoor table in front of our room.It was difficult to enjoy the view because I was embarrassed.Please note that it is not a private front yard.",0.0,-0.2023,6
10.0,"The owner is kind and the facilities are clean ~
Venue is good for convenience, good walks and views.
The room size is a bit small, so please note it ~",11.0,0.9312,6
3.2,"Bugs on the pillow, as well as the mold in the smell of the fungus of the cumcum ... The best thing is that the best thing is that I wanted to sleep in the bathroom.I feel like it's frustrating and good .. ^^ ... I don't have a gel in my trip until this time.",9.0,0.9186,6
9.6,"When you open the window, you can see the sea!I chose the landscape, but it was the same picture and the accommodation was so good !!",3.0,0.7898,6
8.4,"I stayed on the first floor, but the view is really the best.
And I was able to see the dolphins that came to play in the morning!
Sometimes I'm coming to play :)",3.0,0.9566,6
3.2,"Nothing except the view
At the same time, it is a waste of price
Sanitary cleanliness messed up
The bridegroom is thin and I have an eye.Dust in the pillow.I feel like I don't replace bedding",-1.0,-0.4019,6
8.4,There is no restaurant nearby ...,-1.0,-0.296,6
9.6,"It was a sensitive to the smell, and I was more concerned about hygiene, and I was close to the Olle Market and I was able to see the stick when I climbed Halla Mountain for two days.",-2.0,0.0,6
8.8,"It was cold because the boiler didn't come in quickly, but it was so pretty !!",1.0,0.8052,6
10.0,"It wasn't a new building, but the old feel was inevitable but clean.
The towel is like a hotel towel.
Above all, the view is so good ??",7.0,0.9227,6
8.8,"My parents went, but there was a toilet on the first floor, so I was a little scared to go up and down at night, but I was so good.",1.0,0.3195,6
9.6,"It was already the second visit, but it seems to be better than last time ~
There is also a cafe, so it would be nice to use it.",5.0,0.8201,6
10.0,"BBQ facilities are also good
The coast view was so pretty and good",7.0,0.8725,6
9.2,"It was so nice to see the octes of the lodgings immediately and open the window.I was very good at seeing the sea in a pleasant accommodation.In addition, after checking out, the person who rides to the nearby bus stop was a pleasant trip thanks to the boss.I want to go back!",14.0,0.9403,6
8.4,"First recommended!I had to cancel my accommodation because the schedule was suddenly changed, but the boss changed for free.It was a double floor room on the second floor, but the view I sat in bed in the morning was really pretty!It was great to wash and walk in front of the pension.But it was a little old in bedding and chassis.There was a Japanese home restaurant nearby, but it was really delicious !!",9.0,0.9349,6
5.6,"If you only consider Oni View, it is recommended.The pension is the 7th Olle -gil Kosos view.It is so good that the garden is connected directly to the balcony.
However, it is light for those who are neat.You must have cleaned it clean, but it's too old than the picture in the room and the overall pension facility is too old.I was also sick of bedding.
Recommended for those who only consider views.",7.0,-0.0076,6
8.0,It's really good,3.0,0.4927,0
7.6,"We went there without expectation.
I'm going to sleep and come out ~~ ^^
But there was a completely anti -war
There was a picture in the picture that I didn't expect
When I opened my eyes at dawn, the red sun rising from the east was so cool.
I vowed to go back to the wall, and I diligently came out because of the next schedule.",-2.0,-0.7327,6
9.6,"The view I saw in the room was so pretty.
I went to when it was really cold in the middle of winter, but ?ㅠ
I still can't forget it !!!
Recommended for couple family trips !!!! ^^
The day was not so good, so I couldn't use the facilities.
The boss is so kind ~",7.0,0.873,6
10.0,"I was really very friendly and kind, clean and completely satisfied ~~
The view I get up in the morning in the bedroom on the second floor is so fantastic.Next time I want to go to the hostel here ~ There is also a full kimbap near the accommodation, but it was so good to eat while watching the pretty sea in the stone table and chair in front of the pension ~ ?ㅎ",17.0,0.9539,6
9.6,"The weather is cloudy and it's raining, but it's a shame, but I came to rest comfortably.
The room was bigger than I thought, and it was good to take care of it.
It was a pity that it smelled a bit in the bathroom.
Still, the other parts are good to be satisfactory.",6.0,0.9186,6
10.0,"There is a beach right in front of you, close to Sinseo Gwipo, and the Jungmun complex is close to family travelers.My mother was so satisfied.It was recommended for those who come to Seogwipo!",4.0,0.3304,6
8.0,I liked the ocean view and it was nice to be neat!,5.0,0.8356,6
6.4,"The sea view from the room is good.However, I don't think cleaning is very good",6.0,0.4927,6
6.4,"It's quite far from the airport, but it's good to come out cheaply.
The picture is the same in the past. It's clean and the view family is really the best!
If you have a chance to go next time, I want to go back.",11.0,0.9575,6
6.0,I don't think it's bad for a couple to stay.,-3.0,0.431,6
8.8,"It's a pity that it smells a little in the bathroom.It's a bit unfortunate that the owner is not always waiting, but the view is a great place to go to Olle trail.",1.0,0.6187,6
9.6,Real Jobs here are going to know me again,0.0,0.0,6
10.0,"I canceled my reservation early and then caught it again.
So I was a little nervous about how many times I was confused, but it was really nice to see you.
The landscape was good and the room was clean and pretty.
I caught three lodgings to move, and it was the best of them.
This is the only place I want to use again next time.",9.0,0.9716,6
9.2,"I've been to a rainy day and it's really good.
But it smells too much on the air conditioner.It was perfect except that ~ The view is the best.",8.0,0.93,6
10.0,The view is good and the garden is finished in front of the balcony.The staff are so kind and strong,7.0,0.8963,6
8.8,"I stayed in a double -layered room.On the first floor, there was a living room kitchen toilet and a bedroom in the attic.There is a simple cooking instrument in the kitchen, so it was easy to disinfect.The child could not sleep in the attic because of his childhood.Instead, the living room was spacious, so I could sleep with my child in the living room.The rooms are clean and comfortable.A little far away is visible on the window and there is a small garden in front.It is good to stroll around the beach and Olle trails near the hotel.There are a few restaurants on the dock streets near the hotel, and it is expensive and ordered for more than two people.It's a good idea to search for a place to eat.",12.0,0.8925,6
6.0,I like it in front of the beach,2.0,0.3612,6
4.0,"Employees evade wrong when something wrong happens.In the end, I was upset and slept elsewhere.",-6.0,-0.8316,6
10.0,"There is a beautiful road where you can walk quietly while thinking with your family or alone in front of your pension.

  It was also good to be able to quietly view the dawn of the red sun that comes to mind at dawn and at dawn.

  The village atmosphere is quiet ...
 Morning walk along the surrounding coastal road
Walking while watching the sunset losing
Joys seem to be unable to change anything
 I would recommend you to walk as much as it is a happiness course.

 Solar Sido Pension that made a good time ...
Thank you, be rich.",11.0,0.9661,6
9.2,"I went with 3 friends
It was a double -storey room, but it was so good ~
It's clean and the view is so good ~
The boss is so kind ^^
My friend was suddenly sick and had to go to the emergency room.
Even if I go home, please contact me and boil it.
Thank you for being so good ~
When I woke up in the double floor, it was so fantastic because the sea was seen outside the window.
It's enough to go back ah ^^",17.0,0.9909,6
8.8,All were satisfactory.Friendly boss and open view!I rode a seesaw and a drink and walked right in front of the beach.I like any scenery in the morning and evening :) I recommend it.,6.0,0.807,6
10.0,"It was a hostel who looked at the conditions of the observatory location, but it was quiet and quiet and very satisfied.The first floor living room view is also good, but the bedroom view of the multi -floor is very excellent.
The cleaning state in the facility is very good and the product (to the hand tax purification and cleansing foam) will be particularly satisfactory for women.
There is also an outdoor table with barbecue, especially comfort and swings.
The owner was also very friendly, and I talked to the party that I wanted to stay at the hostel next time.
(The only thing that's a little unfortunate is that the refrigerator was a little small)",15.0,0.9856,6
8.0,"In Jeju Island, Seogwipo has a lot of nice and good hotels.While looking for, I was looking for the introduction of the acquaintances.

The advantage is
The scenery is really beautiful.If you walk three minutes right in front of the sea, you can see the beach created naturally.
If you use the accommodation double layer, the view from the 2nd floor of the hostel is really awesome.
Rather than I really came to a tourist destination, I feel like I've seen a hidden alley that only Jeju people know.
There was a hammock in the yard, but it was a pity that it was not cold yet.
The beach in front of the house also led to a low puddle, but I really liked it because I could swim and play safely.
It would not have been nice if it came in summer than in winter.

The downside is ...
I didn't think it was like that, but I might be especially busy on the day we visited.
I was sorry to contact you.
I also contacted you in advance.
Since heating is a system that returns to hot water, it stays at 25 degrees even if it takes 2 hours.
It wasn't warm .. Cold air is not as much as a stone, but the floor is cold.(It is amazing that the latest air conditioner is installed in preparation for summer.)

Also, I don't know if all the accommodation was booked on the day we arrived.
When I went out at night, the rooms except our room and one room were turned off.
If I hadn't had a schedule, I would like to see you in a room where you can see a better view.
We used the double floor of the left building .. The building is blocked right in front of you.
It was a pity to see the ocean view.
It was said that only the blinds were stuck in the bathroom window.It is good to show you the outer scene, but I hope you will hide it more steadily.
Lastly, it wasn't unpleasant in the blanket, but it smelled.
When you don't know, I think you can misunderstand when you wash the blanket.

Here's really good.
The scenery was beautiful and all the surrounding landscapes were able to feel Jeju Island, not tourist destinations.It was warm and warm.",32.0,0.9896,6
10.0,"When I first entered, I had no smell, clean, and most of all the scenery was so good. I was going to walk to the bus stop on the day I left.want to do!",4.0,0.516,6
9.6,"The biggest advantage is that the sea is seen outside the window ~
There are all the default pensions ~
There is no dining table, but there is a sofa table ~
Careful details with foam cleansing and toothpaste ~
I want to go again next time ... If it's more expensive ... I can't go ... ?ㅠ",4.0,0.3071,6
8.4,"First of all, the sea view was good and the facilities were all clean.",5.0,0.6808,7
4.4,"I went to 4 people with my friends.
Location view is very good.
The cafe red bean shaved ice on the first floor is good and the staff is warm.
However, it smells like a strange curry smell in the accommodation.
Even if I sprayed the fragrance given by the staff, all my head hurts because of the strange smell until the next day.
And the toilet window was broken, so the mosquito came in and bitten mosquito overnight.",4.0,0.6232,6
10.0,"The owner is very kind
All home appliances are new and the facilities are so good.",5.0,0.8143,6
10.0,"The room was small but all that was small and comfortable.
There was a yard, so the ocean view with barbecue and Beomseom was very nice.
There's an Olle trail 7 course in front of you, so it's best to walk in the morning!It's great for the price, so I have a willingness to visit later.",13.0,0.9795,6
8.4,"Everything was good.
We haven't checked out yet, but I opened the door twice ... Everything was perfect and good except for this.",9.0,0.8968,6
8.8,"It was a beautiful accommodation with Beomseom.When I opened my eyes in the morning, the beautiful sea scenery made me happy.There were many atmospheric cafes and delicious restaurants around, and the Olle 7 course was right in front of you.The pension wife was so kind and the accommodation was prepared!One thing that's unfortunate is that it would be nice if there was no carpet at all!",17.0,0.9437,6
10.0,"Even though it was late because there was no restaurant that missed dinner during sightseeing, I asked for it.
Thank you so much for preparing.
The room was so clean and the view was so pretty.
I reserved only one night, so I was so sad with my boyfriend, I wanted to look around and make a reservation again, but it was a pity.
The view of the very kind boss like the picture clean after the pension will be here. ^^",4.0,0.9234,6
6.8,"The view is the best.Needless to say.
But the interior was a hot summer, so I smelled like a smell as soon as I went in, and the paintings on the walls have a mold.Feeling good and not managed well.But that price was not bad.Oh, if the curtains are double the sky, I don't see it outside.I'm sitting on the bed, but I see a person walking outside.",6.0,0.8185,6
6.8,"The boss is kind, but during the accommodation, he does not take care of cleaning and towels.",4.0,-0.3054,6
10.0,"The photos on the app or the Internet are different from the actual appearance, so I often disappointed when I went to the scene, but this time it was better than the picture.
My first trip to Jeju Island with my mom was the first day of stay, so I chose it when I made a reservation.
The inside of the property, the tenderly tidy cleansing tools, the shower that comes out, the lawns with the smell of Jeju Island, and the sea that surrounds the landscape over it.

Besides, the boss was a woman, and he was very kind and well treated.
He also recommended a restaurant for dinner nearby and guided me in detail where the location was.

Solar Sido Pension is a place to stay again if you have to go to Jeju Island later.
I want to recommend it to acquaintances!

If you are thinking about booking this pension now, please make a reservation immediately.I won't regret it.",9.0,0.979,6
9.2,I want to go one more next time,1.0,0.0772,6
10.0,I like it so much. The boss is kind and the view is good.,7.0,0.8316,7
8.4,"It was close to the beach, so it was good to walk with children and enjoy nature.The owner was kind and did not inconvenience.
There is a little regret that it was well cleaned even in the invisible place.",3.0,0.8877,6
8.0,"Just in front of the beach visible.
The double -story stairs are overwhelmed, so it can be dangerous with the child.",-2.0,-0.4404,6
7.3,"The neighborhood was quiet and right in front of the sea.It's quiet because there aren't many rooms, but I can hear the upper room.^^ Clean cleaning and bedding and towels are good.",5.0,0.8126,6
9.6,"Beautiful location by the rocky shore. We had the ground floor room that overlooks into the sea. Practically able to start hiking from the front step along the shore for miles if you want. Restaurants and cute cafes are peppered around the vicinity so honestly you don?t need to leave the area if desired. 
Room is very clean. Comes with a decent basic kitchen. Bed is firm and comfy. 
Hosts are incredibly friendly. Always asks if we are alright and has a notebook in English in which she has notes in English to recommend restaurants within walking or driving. Even has a massive map of Jeju in English to try recommend what suits us for that day (weather dependent). Their dedication and enthusiasm is charming!! 
Parking is free in front. 
Wifi is good. 
Simple breakfast of various breads  coffee and fresh orange juice is provided.",25.0,0.9907,6
9.6,"The ladies are super helpful and lovely! They will try to help in any way they can with your request. 

The room is clean  well maintained and the view if just heavenly. There are lots of shops albeit local shops  around the property. There is a walking trail just in front  by the waters that is awesome for an early morning or evening walk. There?s a haenyo place right in front of the pension too. You can get fresh raw fish (hoe ??) from them in their little restaurant. 

Location is down south  it?s Jeju?s ?original??first village apparently. But you would need a car or taxi to get around to the other places of interests on this island.",22.0,0.9549,6
10.0,My family of 4 stayed here for 2 nights and it was one of our best experience. The 2 lady staff were very hospitable and kind and really made our stay feel like home.  The pension is well located . Very near to the sea  we had best views of sunrise from our unit. Breakfast is very nice. Restaurants and convenience store within walking distance . This is a very pretty pension and I highly recommend it !,16.0,0.9784,6
10.0,Great view  great host who recommended nice scenic famous destinations around jeju to us! Love this cozy place with a great view :),19.0,0.9761,6
10.0,The views are remarkable  rooms are clean. The lady in charge was super helpful! Beautiful  beautiful sunrise and sunset. You wont regret it.,13.0,0.9733,6
10.0,The pension staff were friendly and kind. They provided a list of places to visit and eat  helping us plan our itinerary for the day. They helped to call in and check if certain tourist attractions were open too.,9.0,0.9136,6
9.6,"Had a relaxing time during our stay at this place. We booked 1 single studio and duplex studio. So we managed to see the outside view from the G floor and 1st floor. The view is beautiful  especially when the sun is shining down.

The staffs are also very kind and polite. Recommended places for us to visit and also provided breakfast daily for us to fill our tummies before we started our daily trips.

There are also some nice restaurants within 10 minutes walk. The fried chickens restaurant nearby is nice as well

Overall  very happy with this place and would definitely stay here again during our next visit.",18.0,0.9776,6
10.0,"I visited jeju 9 years ago alone and came back with my husband and twin 7 year old
Children. They fell in love with jeju more than I did my first time and it was because of this pension  the location  the atmosphere. It has been a perfect getaway from mainland Korea. We?re coming back in a few weeks!",4.0,0.8016,6
10.0,Nice room  friendly staff  wonderful stay  will come back again when i visit.,9.0,0.8658,6
10.0,"The foothold of friendly and enjoyable travel
Please tell me the tourist attractions around you. Thank you",9.0,0.9136,6
9.6,The house was clean  tidy and fully equipped kitchen. The view of the sea is great and guest will get breakfast in the garden with sea breeze.,5.0,0.7783,6
10.0,Great view from the bedroom. Friendly host. She suggested places of interest for us to visit. Highly recommended.,8.0,0.908,6
9.6,Pension was warm and comfortable for our family of 4. Located near many food options and central to numerous attractions. Owner lady was super helpful and caring  and provided a simple breakfast every morning. Highly recommended.,14.0,0.9583,6
10.0,The host is very helpful and friendly.. she helped us mapped out places of interest! Will definitely go back to again.,5.0,0.8436,6
8.8,"It?s not a luxurious accommodation but it?s not a crash pad either. 
Pros  located next to the ocean  very quiet  walking trails on the coast  coffee and food minutes in either direction  hostess super nice  complimentary pastries with fresh juice or iced coffee in the morning. Simple and clean with beds for 3 adults. You have the optional floor mat for a fourth. 
I consider this a neat little hide away with fresh air. 
Cons; it takes over an hour to get here by car from the airport. Very slow  drive to the opposite side of the island  no indulgences  not a lot of counter space for toiletries  towels   anything really and headroom in upstairs loft is low making it necessary for a 5??0??man to have to duck. 

I would stay again but I?m really curious to see what the other pensions and hotels look like to compare.",9.0,0.9867,6
9.2,Beautiful view from room. Staff very friendly and provided us free breakfast. Rooms sparkling clean and cosy. Plenty of shops and some eateries nearby. However is best to rent a car and travel there.,14.0,0.9628,6
10.0,Location is good. Room is clean. Nice scenery.,8.0,0.8126,6
8.8,You get to wake up beside the ocean! Breakfast of simple pastries and coffee prepared by the cheerful and friendly host! Can dine by the stone table and stools st the outdoor area. The location is beside a port with almost no activity during my visit in early Jun. Pls note pension at 2nd floor has no lift  so prepare to carry luggage up and no shelter. This is common in Jeju. I would recommend this place for its price and helpful host who even shared with us itinerary for 4 days to cover the 4 areas in Jeju  for my family.,7.0,0.9093,6
9.6,Just like in my previous review ;) (27-28 Apr),2.0,0.5267,6
10.0,Great ocean view and breakfast!,3.0,0.6588,6
8.8,The place was pretty and the lady there was very friendly!! We checked in late and she was waiting for us. The next day after our hike  as we missed breakfast  she even prepared a takeaway for us. How lovely!! Thank you  enjoyed my stay  only if I could stay abit longer!,9.0,0.9528,6
9.2,Beautiful views  clean facilities  and friendly owner,7.0,0.8689,6
7.6,Amazing breakfast by the sea!,4.0,0.6239,6
9.2,Really nice pension. Got the feeling of a beach house. Very kind owner. However  not really suitable for small kids due to very steep stairs to the master bed. Overall it was good.,11.0,0.8803,6
8.8,Pension has great view and very relaxing.  Area was quiet during the night.  Lady host every morning prepared breakfast(western bread crossiant cake  coffee) and recommend itinerary for the day. The Pension is at Seogwipo area access to most tourist attractions are nearer.  The night end early during winter season the room was comfortable to stay in.  Convience stores (GS5) nearby too. Few good restaurants was walking distant.  Will definitely stay again in this Pension when choosing staying at Seogwipo area.,13.0,0.9718,6
10.0,"We recently had the pleasure of staying at Solarseado Pension during our family trip to Jeju  and it exceeded all our expectations. From the moment we stepped into our accommodation  we were struck by the pristine cleanliness and inviting atmosphere. The rooms were not only clean but also incredibly comfy  providing a relaxing haven after our days of exploration.

One of the standout features of our stay was the amazing views we enjoyed from the balcony. It was the perfect spot to unwind  with picturesque scenery that added an extra layer of magic to our Jeju experience. The complete kitchen was a fantastic convenience  allowing us to prepare meals and enjoy family time together.

The amenities provided at Solarseado Pension were top-notch  catering to our every need. Mi Young and Jennifer  the hosts  were not only accommodating but warm and friendly  creating a welcoming environment that made us feel right at home. Their recommendations on places of interest to visit were invaluable  helping us make the most of our time in Jeju.

Breakfast served was simple yet delightful. A spread of coffee  juice and toast awaited us each morning  setting a positive tone for the day ahead. It was a thoughtful touch that added to the overall charm of our experience.

Having stayed in four different accommodation places during our visit to Jeju  we can confidently say that Solarseado Pension is the best  hands down! The combination of cleanliness  comfort  breathtaking views  well-equipped kitchen  thoughtful amenities  and the warmth of Mi Young and Jennifer made our stay truly memorable. We highly recommend Solarseado Pension for a perfect family getaway on the beautiful island of Jeju.",65.0,0.999,3
9.6,The staff are really friendly and warming. The view is wonderful and the breakfast is various baked bread. The neighborhood is the quiet sea side without any noise. A little far from town center  but perfect for vocation.,9.0,0.8773,6
7.2,A quaint ?inn??with a scenic view near the beach. Very friendly lady that manages the place who took initiative to recommend sight seeing locations. Simple but nice breakfast prepared every morning.,8.0,0.862,6
9.6,This is our second time here and we still love it. Great views of the ocean. Quiet surroundings. Friendly owners. We find the duplex more spacious for 3 people. You'll need a car to get around through. Not very convenient with public transport.,9.0,0.91,6
9.6,"It is such a refreshing experience!
The ladies were  so friendly and helpful. The best experience was to wake up daily to beautiful sunrise. Definitely be back!",10.0,0.9616,6
9.2,The staff was really nice and provided lot's of information regarding Jeju island. The facility is good and comfortable.,8.0,0.8516,6
10.0,The place is great and near to the sea. Quiet place. Accommodation also comes with heated floor(good for winter). Cozy place and free parking just behind the place. As there is another bed at higher level makes the place roomy. Lady boss is very friendly and helpfully.,9.0,0.9377,6
8.4,You need to have a car to get to this place.  If you like quiet and relaxing place  this is the one. We came as 4 (2 adults and 2 teens) and because the room is not big  we end up having our 4 big luggages on the floor (note : there is no wardrobes but just a clothes stand to hang your clothes).  The owner provided extra foldable mattress and pillows so my teens slept at the lower floor and we slept on the top floor. About 5 to 10 minutes drive  you can get to so many shops nearby...starbucks  mcdonald   mart etc. Overall  i will come again to this place.,5.0,0.1655,6
8.4,nice staff  prefer driving to the pension  wonderful seaview,7.0,0.7579,6
8.8,If you?re looking for some peace away from crowds  this is the place. We wake up to beautiful views each morning  close to an short olle trail with many interesting cafes. Hotel owner was very kind.,9.0,0.9299,6
9.6,I love the place since the view from the room is amazing. highly recommended,9.0,0.8777,6
10.0,"Came with my cousin and stayed here during our 5 days stay in Jeju. 
The place is a little off but should not be a problem if you are driving. Lovely place with lovely view!
The owner is a nice lady and welcomes you well (: Will come here again!",9.0,0.9835,6
10.0,I'm going to have to choose this next time  and the lady is very good  and the sea There's food nearby  prices are expensive and delicious,6.0,0.7841,6
9.6,Quaint place with super nice and quiet view,6.0,0.7717,6
9.2,Great location to view sun rise!,4.0,0.6588,6
9.6,The view is same as the photo and the room is clean. The host is very nice and speak English.,5.0,0.6997,6
10.0,The owner are very nice and friendly. the location is perfect. easy access to beach. good service and tidy. very nice cafe downstair. Enjoy the time to stay.,17.0,0.9696,6
10.0,"very warm owner and always smiling. 
the place is just so nice  with view to sea from the room.
room was very clean  same for the bathroom. all amenities were furnished.
we stayed only one night but we really liked.
if you have a car  it will be more confortable.
some nice restaurant close to the pension
gamsahamnida",13.0,0.9429,6
9.2,My family and I thoroughly enjoyed our stay at Solarseado Pension. The location was a little far from the main city  but we loved the beautiful view that we woke up to every morning. We even got to see dolphins! The pension itself was very clean and well-maintained. The staff there was very helpful as well  assisting us to order in food upon our request. The overall experience was great!,15.0,0.9866,6
9.6,We really loved this place! Not just the view  the owner was so welcoming and the facilities was superb! Cleanliness was top notch too. This will be somewhere we will come back to if we go to Jeju Island again in the future. However  you should drive  the place is all the way till the side of the sea :),10.0,0.9546,6
8.8,Location is far from airport  but the view is worth the drive! Quiet area too which is a good place to relax for a holiday trip. Check in was simple. Will stay here again if ever going Jeju!,5.0,0.9347,6
8.0,"very nice view in front of the beach. the owner so helpful.
nice quiet place for couple.",8.0,0.869,6
8.0,Unfortunately we just manage to stay one night and we arrive in late  if not we may able to enjoy more for beach walking,2.0,0.2023,6
5.6,Smell in the room,0.0,0.0,6
10.0,A very nice view?Jennifer such a wonderful owner?We made good memory there?Thank you!,12.0,0.8891,6
10.0,The owner of the place was very warm and helpful. And also made sure all our needs were taken care of during the stay. The pension was located right next to the sea and the view was awesome.,9.0,0.9307,6
5.2,Owner was friendly  the duplex room was spacious.  The only thing that got to me is finding dust on the pillow  dust on the bedside lamps.  Finally the bed made me itch all night.,3.0,0.4939,6
8.0,Jennifer was very kind. Place is peaceful. should have stayed here for the second night instead of shilla jeju,4.0,0.7841,6
8.0,Nice hotel but you must selfdrive.,3.0,0.2263,6
8.0,location is far  great place to stay unless u self-drive. Excellent & impressive service from non-English speaking lady boss. Make 100% effort to assist in getting a cab driver for me through out my 3days there. Hotel sea view is as shown in pictures - beautiful sunrise & sunset. Overall stay is excellent and nearby restaurant serve fantastic food too. Will visit again,19.0,0.9729,6
8.4,Owner was great! Place was really clean  waking up with the cool scenery just right beside us. Please be reminded to rent a car  it takes an hour to reach the pension though. But  everything's good!,11.0,0.8842,6
9.6,This pension is so beautiful with a magnificent sea view just right infront of you! Spacious  clean and well maintained exactly like the photos. Great host who's very accommodating. Location requires driving to reach  not difficult to find. A lot of nice cafes nearby.,17.0,0.9773,6
9.6,While the location is away from Seogwipo but it's seclusion as with most pensions is its strength  especially those with a car/rental. Jenifer was a great host during our pension stay  she was very attentive and was even so kind enough to give us a lift to. nearby attraction so we could take advantage of walking the olle trail route. The room was great (we had the lower level double bed suite)  and view was perfect from the room itself and even better a few steps outside. You can hear the sounds of the waves all day. Great stay  lovely host  would recommend for anyone visiting Jeju.,27.0,0.9949,6
7.2,quite and comfortable place but driving is better than public transportation to reach this place,5.0,0.7422,6
6.4,We got the duplex double with 4 of us. There was 1 proper bed and 1 mattress. Place could fit 5 or 6 pax if you don't mind sleeping on the sofa or on the floor and sharing 1 washroom. Big space! Toiletries were provided  except they provided face towel instead of bath towel. We arrived at 7pm so was a bit tired to do our own bbq  but yes... they have bbq pit but you need to buy and bring your own ingredients.,1.0,0.2168,6
10.0,we love this pension very much. Fall in love at first sight when we reach there. Owner is very friendly . the view is extremely perfect . very peaceful . location is very convenient. convenient store  Emart   restaurant  posoofice  starbuck are just nearby. however  u must rent a car to reach here.,15.0,0.9676,6
9.2,Very nice view! Fresh seafood jus a few steps away. Owner is very helpful and friendly!,8.0,0.9152,6
8.8,"On road trip. Location is less critical but still a nice one. Close to town and comfy by the sea. 
Nice apartment and good amenities. If not available  can always request. The lady boss is really nice and keen to provide if she could. 
Can consider BBQ by the sea. There are grocery store nearby where you can buy food  e.g. eMart / meat shop nearby.

Family trip or couple trip - good place I would recommend.",18.0,0.9781,6
10.0,"You can walk to the seaside behind the homestay.
Although a bit remote, it is worth it
The room is big and clean
There are supermarkets, several restaurants, and two souvenirs nearby
If you have to choose more, go to the urban area
The boss is very kind to prepare coffee juice and simple bread in the morning
I really like this if I have a chance to live",11.0,0.9019,6
9.2,"Suitable for vacation, if breakfast is better to supply foods, it is better",6.0,0.7003,6
10.0,It was great  both for the view  hygiene and space.,3.0,0.6249,6
9.6,Spacious apartment with nice ocean view.  The rooms are clean and equipped with basic facilities. The owner is very helpful and provides stuff for BBQ in the garden. It is very enjoyable stay.,10.0,0.8953,6
8.0,Nice host  clean environment. Wake up and see the nice ocean in front of you. Nice restaurant and cafe nearby.,11.0,0.8779,6
10.0,A good place for those who would like a relax trip!,5.0,0.8221,6
6.4,"Wanghai Hom Best Environment, there is something to eat nearby, there are convenience stores nearby, but there is no arrangement of clean room garbage to clean it by itself.",5.0,0.7845,6
8.4,"The three of us chose a two -storey small suite with cooking tools in the room.Adjacent to the supermarket and restaurants (walking for 10-15 minutes), the homestay owner will provide services to the restaurants or supermarkets and stations as much as possible.",0.0,0.0,6
9.6,"You can have a barbecue at night, the location is the best!",3.0,0.6696,6
7.6,"The employees were polite and pleasant.He was happy to take the barbecue from around 8:30 in the night!There is also a large mart near the hotel.
The room was beautiful and the scenery was beautiful.",14.0,0.9151,6
9.6,The owner is very cute. Good service. Pay attention to customers.,4.0,0.7245,6
