,score,comment
247,9.6,"The staff are so kind
It was clean and good
Because everything can be solved in the hostel
2 I think it would be better if it was night ^^"
248,9.2,The breakfast is excellent and the rooms and beds are larger and more comfortable than other hotels.
249,10.0,Convenience is also good and I rest well
250,10.0,"I was worried about what to do for a long holiday season, but I made a reservation with a landing hall with a water park and a amusement park.
I was going to use the water park, so I didn't have to use the pool, so I booked it as a landing hall without a swimming pool.
It was a pity that TV was not smart TV, but I didn't have much time to see TV.
All of the landing officers were very comfortable and well -known, making it a very comfortable trip.From doorman to front housekeeper, I thought how many hotels could work with.Thank you for making good memories ^^"
251,10.0,"This is the fourth place in mythology.
I feel it every time, but the staff are so kind.When I checked in, it was so good to see the children and take care of it and look for any inconveniences."
252,9.6,"When we arrived, a beautiful friendly staff welcomed us in front of the door.It is very clean and there is a shopping store and a restaurant in the building.If I had stayed more day, I would have wanted to get skin care there.

I would like to express a special gratitude to Jacob.He was upgraded to the room and was professional and kind, giving advice and information on how to visit Jeju.

I have no doubt that I will stay here next time I visit Jeju."
253,10.0,"Shinhwa World Facility is clean and the bed is comfortable. There is no theme park water park shopping bowling food in the mythology world.
Shinhwa World Location takes about 40 minutes from the airport and Aewol is about 30 minutes by car.It's so good. It's not too expensive and perfect."
254,10.0,"I lived in Jeju, but I used it for a vacation because it was a word of mouth to the citizens.I inquired a lot to Agoda and Shinhwa World Reservations because I was in a hurry to make a reservation the day before.
And I have been so well that I can enjoy the water park theme park meal shopping in one place."
255,10.0,"I was happy to buy a better room cheaper than the ball home, and it was good to be a plus for traveling with my parents.In particular, the basic service of the hotel was very satisfied and thanked for cooperating with the employees' kindness and inconvenience.If you stop by Jeju again, it is a hotel you want to use.I think it's a better place to do it.I asked for a request because I lacked drinking water.It was a happy Jeju trip."
256,10.0,"First, I was impressed by the staff's kindness to help check -in.In the first visit, the first visit was to explain the advantages and disadvantages and the feeling of assigning it to the customer's needs was grateful for adding a friendly smile.
I was assigned to the sixth floor, but the view to the sea was more than expected.Most of all, the room is well organized, so I have a good time and I can shop.This is a return plan."
257,10.0,"Employees were very kind, come first, greet and explain the location, and have a different kind of kindness than other hotels.There were so many facilities, so I could stay in the hotel and it was good to go to a nearby famous tourist destination."
258,10.0,"Last week, I went on a family trip to Jeju and stayed in Shinhwa World.In addition, the restaurant shopping mall amusement parks were so convenient.When I go to Jeju, I have to go to Shinhwa World Landing Museum.It was a pleasant trip to Jeju."
259,10.0,"It was nice to be clean and the staff was so kind ~
It was so sad that I couldn't see it late and I couldn't see it all."
260,9.6,"The landing hall accommodation was not included in the water park and the hotel pool.If you are planning to play in the water, you must book it as a myth.

Nevertheless, I got a theme park ticket and ride the ride (surprisingly fun) and ate a delicious meat because I didn't get out of the restaurant.Everything was convenient and good inside.

When you check in, enter the number.

The accommodation was spacious and clean.When I use the accommodation, it is a lot of cleanliness.However, there is a Parisian noise."
261,10.0,"I sent you all with relatives and parents, but you praised the staff so kind and breakfast."
262,10.0,"It is a complex resort that is almost solved inside, and the facilities are clean and the staff are kind and competent.However, it takes more than 1 hour to check the check -in, so it is not recommended in the high season."
263,10.0,"My mother was alone, but the accommodation was so good that I stayed in the hostel.
The breakfast is really good and the fruit is really honey fruit."
264,10.0,"Because of the water park, I decided to have a lodging here, but I had a reservation as a landing hall because I didn't have a mythology seat.If you have a water play, you must book it as a mythology and check -in Hanni Amusement Park.
Evening fireworks are not too big, but I think I did everything.
The location is close to the experience hall or Jungmun around."
265,10.0,"The hotel itself is also luxurious and resort format, so there are many things to visit or look around.It's a must -see place."
266,10.0,The clean and pretty facilities and the environment were so good. We used the landing hall and plan to use the Myths Hall Marriott Hotel. The friendly guidance was good.I ate it .... Winter is a good time in the season.
267,10.0,"It was a connecting room, so it was a good structure for the party to pass.The cost of price was also very good for the 4 people's accommodation.Except for this, it was a very good hostel."
268,10.0,I asked for a humidifier or baby guard before using the room.You took good care of it.The room is very clean.It was pleasant.I will use it again next time.
269,10.0,"I was surprised by the size and the room was great.It was a little complicated and the middle between the resort and the hotel, but it wasn't bad.There was a lack of cohes, but it was clean and comfortable."
270,10.0,"Special events are often
Compared to the price, I think room condition and size are fine.
Especially in the summer, I recommend the package combined with the pool.
In fact, the swimming pool is large
There are many things to use in the resort
Employees are also friendly"
271,10.0,It's just a good facility without any inconvenience.It is also good to go to Kono in the hotel.The restaurants in the facility are regrettable.It would be better if it was changed to a more recognized menu or brand
272,10.0,"Additional facilities are the best
Shopping Center Restaurant in Resort
Water Park Cinema Play Garden
There is nothing back and the staff are very friendly
Pleasant and clean"
273,10.0,"I am traveling around Jeju Island
In Sky On Five Dining while relaxing
Deliciously eaten until evening
I enjoyed traveling
It has a comfortable rest
thank you"
274,10.0,"I heard that it was not a Korean accommodation and I haven't been there ...
I had a chance for one night.Prejudice is broken.
It's so kind and well -being, and it's good enough to go elsewhere to send it with a child.Because it was a family of 4 nights with a sense of Jeju feeling
It was great to stay for a day"
275,10.0,"I couldn't even have a seven -year feast with high school 3 dilam and corona after the SAT
It's a pity to pass it, so three women are funny trips.
The accommodation is so good for a happy trip to Jeju.
My mother liked it very much, boasted to his friends and liked it so much.
It's good to catch the hostel, but thank you for grabbing it.
In many ways, it was a pleasant trip because I could relax in mythology world."
276,10.0,"It was good that there were so many facilities available to use.
It was nice to be able to solve all of the restaurant cafes and the choice.
I stayed for 2 nights, but it was so comfortable"
277,10.0,"It's good because it's a new place.I didn't spend a long time at the hostel, but it was clean and good.There will be all there.If you do it with a deluxe King Room, there is no table/chair in the room.

I was assigned to the first floor because I checked in late, but it was okay because the first floor was not a structure that people looked right.Rather, it was good to open the window in the morning.

But ... The door <> corridor is not really soundproofing.Wherever you go, the entrance is not soundproofing, but the corridor is long.

ah!And when I stayed, it was too noisy to talk so much that several people gathered in another room after 10 pm, but in this case, I called it with a desk and asked me to do it quietly.This was good.

Overall, I was good, so if I go to Jeju again next time, I think I'll go to myths world again."
278,10.0,"There was a lot of fun to see such as amenities and amusement parks in the lodgings, so it was so good that I spent half a day in the hostel.It was great because there were a lot of people, but it was not crowded.
When I checked in, it was a pleasant start with the staff's friendly and delicate service, and all the employees I met were so kind that I had finished the trip to Jeju!"
279,10.0,"A trip to Jeju where the 8 -year -old son left
The property was so good and the staff were so kind and good
It was convenient because it was easy to play in the amusement park and the water park in the Shinhwawol or the meals.
Especially sleeping well, so I slept well ^^"
280,10.0,"It was a fun and exciting trip between my family because I wanted to go to Jeju Island.I want to go again, and the theme park in Jeju Shinhwa World was so good.
I have a child, so I think it was excellent for choosing accommodation.
There was a lot of things to see, the accommodation was clean, the staff were friendly and the cost was very good."
281,10.0,"It is a very satisfying accommodation.You have upgraded the coffin itself, but you have a good feeling thanks to the friendly staff from the check -in!The room condition was good, the breakfast was good, and it was a satisfying accommodation.It was also possible to use the pool free of charge, and it was also good to visit Shinhwa World, so it seems to be a really good hostel for family visitors.However, the door didn't seem to be automatically locked.This seems to be required."
282,10.0,"It was a resort where you can do everything with great and comfortable facilities.I felt like another city in the talent as a space where I was eating, playing, playing, and shopping."
283,10.0,"I visited 2 times.
The facility itself is excellent for the price.
It's a resort format, but I personally stayed because of attending the society.

The first was a personal trip.

As you know, it is difficult to move without a car rental.Even if there is a resort complex, it is a little difficult to solve in it.

I took a bus this time.

The quality and facilities of the room itself are satisfied."
284,10.0,"We also enjoyed the holidays for checking the theme park in Shinhwa World.Garden Seogwipo -ro Garden Garden Road is just halfway, so the location is also very good."
285,10.0,"It was clean, kind and delicious. Above all, the upgrade room service was good."
286,10.0,"The day before the day before the vacation, I added my mother's mother, but I added a room to the room next to me, and I had a birthday in my companion's family.I was impressed."
287,10.0,"The staff are kind
I felt clean"
288,9.2,"There are various facilities, making it easy to solve everything inside the resort.The rooms are clean, but the employees' services were in especially compared to any hotel.However, it is difficult to recommend to those who are sensitive because the corridor soundproofing sounds too much."
289,9.2,"It is very perfect for the accommodation selected as a resting time for a tired trip.The facilities were available for unpaid rates and shopping.Most of the children's amusement facilities are a bit unfortunate, but I used the rides for fun."
290,4.8,"If I went to Jeju Island, I wanted to go to Shinhwa World, so I read a lot of reviews.I was so disappointed that it might be an advertising team.
The hotel cleaning status is too high, and the room is small, the floor is small and the old is felt, and the veranda glass has food on all kinds of hand -made Deokjideokji bed seats.
This means that you don't wipe the glass at all when you clean it.I used two rooms and both were in that state.Is this a 5 -star hotel?Is it 5 -star in the lobby?The ride is also called the deadline at 6 o'clock, and I ran over 5 o'clock, but there was no ride.There is no reason to come here."
291,10.0,The hotel unit was good.
292,9.2,"This is the second visit.It's kind, clean and good, so it's good to be able to do a lot inside the hotel.It's winter, but the sun is built early."
293,10.0,Friendly service and clean room for 1 night and 2 days.
294,9.6,Friendly response and restaurants in the hotel were easy to use inside
295,7.6,"The atmosphere of the resort is an additional choice for family tourists.
The facilities such as the water park private theater resort are excellent.
The room is also good, but there is a lot of dust whether it is a problem of cleaning.Even though the bedding and the floor were cleaned, the dust was blown a lot.
Other than that"
296,10.0,"It is also possible to use the play facility, and above all, the staff are friendly."
297,8.8,"The price is good for the price and the hygiene is clean.
The convenience facilities are excellent and easy to use mythology."
298,9.6,"I was worried that I could see it properly during the trip to Jeju Island, but it was so good that it was so good that it was enough to use the facilities in the hotel."
299,10.0,Employees are so kind and have fun during their stay.
300,10.0,"When I come to Shinhwa Hotel, I always do it at the landing hall."
301,10.0,It's so good !!
302,10.0,"The restaurant was so good that the staff's friendly convenience facility restaurant was so good.
I recommend it."
303,10.0,"I liked the convenience and staff friendly restaurant.
I recommend it."
304,10.0,I was satisfied with clean and comfortable facilities.
305,8.4,"It feels less like Jeju Island, but you can relax
The resort is so big that I want to have a parking guide."
306,10.0,I had a baby bed and a bed guard so I had fun and safely.
307,8.8,Satisfaction
308,10.0,Good value for money
309,7.6,I enjoyed traveling to a good accommodation for cleanliness.
310,9.6,"Swimming Pool Water Play Play Garden can be solved everyone.
The accommodation is clean and the facilities are excellent.
Breakfast is delicious."
311,10.0,"It is a beautiful accommodation that has been visited for a long time and is still luxurious.
The landscape of the lobby will start the new year more happily in the 24 years."
312,10.0,"I made a reservation because I was accompanied by a baby and a little bit of money, but when I checked in, I paid an extra cost and paid a room upgrade, but the price was not a waste and the staff was so kind!"
313,8.4,It's good because there are accommodations where you can easily access it in many places !!
314,10.0,Culmination
315,10.0,"It is a hotel that is always comfortable.
Breakfast is also a promotion period, so I used it very cheaply."
316,10.0,"I was very good
There are many things to see"
317,8.4,Clean and staff is kind
318,10.0,There was no shortage of hygiene and employees.It's better if you don't have a mirror like Netple.
319,9.6,It's good to see while walking around
320,10.0,There are many things to eat clean and attraction
321,8.8,"I enjoyed it in the hotel because it was snowing, but the restaurants are delicious, tidy, and many facilities.
But I heard the noise between floors and the sound of the other room.
I called the front and asked the towel replacement, but it didn't deliver it for more than 30 minutes."
322,8.0,"It is the best for children's companions.
Swimming pool amusement park.It was comfortable because everything was equipped with a restaurant."
323,10.0,"It was sad because the Kakao store was disappeared, but various facilities and light theme parks were good."
324,8.4,It's comfortable and good!
325,8.8,"Room condition and surrounding facilities are great.The theme park or water park is smaller than I thought, but the lower grades are good to play.But the only thing that sells inside the water park is the fish cake and call pop, but the price is evil ...."
326,10.0,This is the price
327,10.0,"The rooms were quiet, the staff were kind and the convenience facilities were so good"
328,9.2,I think it would be better if you only cleaned the internal cleaning
329,9.6,"The room is clean and the interior amenities are well convenient.The staff are also kind.
However, there is a lack of captains.There is a long waiting time for dinner."
330,10.0,"It's a hotel going every time I go to Jeju.
It is good to move around between Jeju and Seogwipo
The price is good, always good room condition, and the staff is kind."
331,10.0,"I don't have time to swim, but I'm worried about mythology.There was also a robot convenience store, so the robot delivered some products and was so warm that I was wearing a thin long arm."
332,10.0,The view was good and the accommodation environment was so good :)
333,10.0,A good accommodation that can be done perfectly in the resort without having to go far!
334,10.0,"The accommodation is quiet and clean
A place where you can solve everything in it
I want to go again if I have a chance"
335,8.0,"I went to rest with my friend, but the staff were kind and the use of the facilities was very good.Next time I have to come with my family"
336,4.0,"The 5 -star hotel is never absolutely lol, but the location is not good, but the price is cheaper, so it would be better than the motel.When the oil is buried in the remote control, the toilet pink mold and dust on the floor of the room ..
Even so many people are so many, and they are in elbow, and they have a bad breath when they talk, and why are they open to the hotel?I knew it, but it turned out that I had a lot of people on the floor where I was, and I enjoyed the hoccence while I was able to open the door and fixed it.
It was a crazy experience. There are a lot of chain stores, so it looks good to eat. There are no other advantages.It's right to go.I want to get back the money.Hasser"
337,10.0,"Myth World is a comfortable break every time I go.
I like it so much"
338,9.2,"It is a place that does not need words.
The breakfast was also very good.
It was so comfortable because there were a lot of amenities.
The pool water was messy."
339,10.0,"The facilities are good, so if you are accompanied by a child, you can stay without any inconvenience."
340,10.0,"4 high school students 4 adults
Direction room 2 nights really rest.
Everything in the resort is solved.
Only one thing?In fact, it is not a disadvantage, but there is a little shortage of bedding compared to similar levels.
It's not much except this."
341,8.8,"There are so many people to use it, pleasant and comfortable
Okay ~
However, it was a little difficult with the child because it was spacious.
It was good"
342,9.6,"Above all, the staff were so kind
It was soaked that the next day, instead of cleaning, it was required for towel water, so I took care of it more than the number of people.
It is the best facility and amenities."
343,10.0,"Clean rooms and internal and external facilities and surrounding environments are beautiful and well managed.It is well equipped with facilities such as convention center and shopping mall restaurant, so you can solve a lot of things in the resort.The English education city infrastructure is adjacent to the own car, so it is easy to access external restaurants."
344,7.2,"Deceived
What is the landing hall?

Reserve a place where there is a swimming pool
I was deceived"
345,10.0,It was nice to have an amusement park water park close to the hostel ..
346,9.6,I was really satisfied with the price for the price!But it's a pity that the soundproofing is a little bad.
347,10.0,"It was a trip with a 5 -year -old child, but it's really a good hostel. I used it so well."
348,8.0,"Room condition is good, especially the bed, so I have been very comfortable.
The facilities are also close to the family trip."
349,10.0,It's great
350,10.0,"I was reluctant to be so big that I was reluctant to use the mythical activity Kids Camp for 2 nights, and I was completely satisfied and went to Jeju again next month."
351,10.0,"I liked it because I had a theme park in a water park where elementary daughters liked so much.
The restaurant was fine inside the resort
But the water park, which operates only indoors, was too small for elementary school to play. And the water was too cold ㅡ ㅜㅜ"
352,10.0,I went with two elementary school students.The facilities and the environment were good.
353,10.0,great!!
354,10.0,great
355,7.6,"You can solve everything in the resort.
Rights Garden Water Park Restaurant Kids Play ~
However, if it is not a myth, other benefits or mobile movements are a bit uncomfortable.Next time, I need to make a reservation for mythology ~"
356,9.2,"The facilities are good
It is good to stay in the resort
It is good to come with a child
Cleaning is normal
I rest well
I have a doctor for a resident ^^
I wrote a theme park ticket well
Breakfast is tasted, but it is a little expensive
Have a nice trip to Jeju"
357,10.0,great!
358,10.0,"This price is not expensive at this price ~
My parents were so satisfied too ~"
359,8.0,"After all, there is no place like a myth world on a family trip.If you are going to play from the west"
360,10.0,"I am alone, but I wanted to take a rest on the first day, so I was a Jeju landing myth.The staff are also kind and the condition is great.There are a lot of facilities/food around you, so you can see and walk."
361,10.0,"At the end of the year, I stayed for two nights.
The breakfast is delicious, the rooms are clean, the staff are friendly, and there is no place like this.
The resort was so big that it was good to have a lot of fun even if I didn't go out while staying for 2 nights."
362,10.0,"The staff were kind, the facilities, and the playlets were enough to enjoy children.It was convenient because there were all the facilities inside.
The best thing was the connection room with the children.It was so good to stay together."
363,8.8,"There are many clean and convenient facilities and stayed well!If the price is only level, I think I'll use it next time."
364,10.0,It is a myth that I always love because it is uncomfortable.
365,10.0,Places
366,8.0,It's good except for the smell of the toilet backflow and a lot of foreigners (Chinese).I don't think I will consider the next trip
367,6.4,It's so spacious that you can wander inside.
368,8.8,It's nice to be able to rest well
369,10.0,"On the 3rd day of the trip, I had almost all sightseeing, so I played the hotel dog dog.
It's a pity that I can't see the firecrackers, but I have fun."
370,8.8,Clean and good.
371,8.4,"The room is not large, but the room design is clean.The toilet bed is also satisfactory."
372,4.0,"1. I made a reservation in advance during the holiday season, but when the price was check in, I was upset because it dropped 2.3 million won.
2. The room was also cheaper, of course, but a narrow one carrier was narrow.
3. The TV was broken and I went back and forth three times for an hour.
4. Busking noisy. Until evening ... even the song sounds from 9 o'clock in the morning
5. The festival of gold soil light that you have always been coming to singers?Late of the lighting show.
I went to see this, but I didn't feel better because I didn't

When you look at the room condition, Seogwipo Business Hotel is also better than this.

Give this money and for this
I regret what I went
I use it often, but I leave it for the first time."
373,10.0,I have a lot to see even if I'm here ~ ^^
374,9.2,"It is not flawless, but personally, I don't feel good"
375,8.8,Literally the best
376,6.4,"It was a Christmas period, so there were quite a lot of guests.
I wanted to park the parking lot, but I couldn't use it because it was only for Marriott Pavilion ..?
I couldn't register the underground parking lot and I parked outdoors.
You can choose the ride with the big 3 pass, but I think kids will like it.You shouldn't expect Lotte World or Everland.
Since the room is close to the elevator, I can hear the voices passing by the corridor (soundproofing)
I stayed for two nights and three days, but on the second day, the chair from the upper floor?table?I woke up because of the sound of moving."
377,9.6,It was a water park and a variety of restaurants and karaoke.
378,10.0,"I didn't want to go out because it was cold, but it was good because I could play in the hotel and have a lot of food."
379,8.8,A hotel without worrying about it
380,8.8,It's so good. The staff are so kind ^^
381,9.6,"It was difficult to park and it was so spacious that I had to use the elevator 2-3 times when using the facility, but even in winter, it is well equipped."
382,9.6,"The rooms were clean and friendly
Even though I checked in late time, it was good to use the room more wider than the rooms I booked."
383,5.6,I couldn't sleep at the sound of the wind
384,10.0,I really like it
385,8.4,"The male staff who moved the baggage bag were also kind.Of course, it was a pity that the stiff response was a bit unfortunate.Perhaps I was educated hard, but I didn't seem to have a badge.But the female employees of the reception desk, who asked if they didn't have a hard time, were grateful to show off kindness.It seemed to me that I was asking questions while thinking about the customer's point of view, and it was a good idea to sympathize with my story that it was a pity that it was difficult.It was very hard in my eyes.Compared to the staff of other hotels I visited, I was very friendly and I have a doctor who wants to visit again."
386,7.6,This is a good value for money!
387,10.0,"A good hotel to visit with young children and old parents.
Shinhwa Hotel is the only place where the staff are friendly among the hotels I booked and visited in Agoda.
There are a lot of children's food.The hotel buffet was much better than I thought.
The hotel is clean.The outside landscaping is also a lot of attention, so if the wind blows, it smells fresh."
388,9.6,"I like it because I have a lot of fun to stand in the hotel
It's a place I want to come next time
Okay, good, good, good, good, good"
389,9.2,"If you are with your family, you have a lot of amenities and have a lot of fun."
390,9.6,"It's good because there's a lot to eat in the hotel
The facilities are clean and the staff are friendly
Okay, good, good, good, good"
391,8.4,"I felt less like a trip ;;
There are many amenities, but because of the atmosphere of Chinese
I don't think I will return"
392,10.0,The amusement park swimming pool and various restaurants and shopping spaces were so large that it wasn't boring.
393,10.0,The atmosphere came
394,10.0,"I traveled to Jeju Island for a week alone and made a reservation for the line.
At first, the staff responded kindly with a double -bedroom and changed to the king bedroom.
The food court is good, so I have no inconvenience and I liked the accommodation that can be quietly spent.
I will use it next time"
395,9.2,"There are well -equipped water parks and restaurants inside the resort, so I was able to build good memories with children."
396,8.0,"The facilities are so well, and the staff were kind, very satisfactory and good."
397,10.0,"Shinhwa World in the second use ~
Next time, I am looking forward to it because it is scheduled to be a myth pipe"
398,10.0,Play Shopping Convenience Facility Restaurant
399,10.0,it was amazing
400,7.2,The facilities are good and everything is solved in mythology ~ The disadvantage is that the location is a little far from the airport!
401,9.2,"Strong recommendation
Goodborn"
402,9.2,Strong recommendation
403,10.0,"The room was clean and all the staff were friendly.The well -established garden
It was good to receive another persimmon, and it was more enjoyable because there were various foods by type."
404,9.2,"The swimming pool must pay a separate cost
There was no table
Still, it is available
The restaurant inside is not expensive, so you can eat something delicious
The parking lot was great and comfortable.
But I pushed the auxiliary table next to the bed
There was a disposable artificial tear barrel.
It was usually clean and clean
It was a bit unfortunate that the trash came out"
405,9.2,"All of the staff were kindly treated well, and the room was not in the room, so I replaced the room and everyone was good."
406,9.6,It is a condition that is not much pushed by the Summer Set and the Landing Hall and compared in the field.Neatly large beds and toilets were spacious than I thought.but.I was worried about the smell of sewers in the bathroom.
407,9.6,The environment around the hotel condition was perfect
408,10.0,I want to go again ~ Best
409,10.0,"Clean clean, quiet"
410,9.6,"The first Jeju Island in my life was married in 19th in Corona and married Marriott on a honeymoon.
The wide site and the various kinds of friendly employees were very satisfied, but the gowns with the old interior of the landing hall were a bit of a hair.
Still, it was a satisfactory trip overall."
411,8.4,"The view is better than I thought.The beach is not right in front of me, but the coastline was good."
412,9.6,"I thought it was a neat cost -effective accommodation, but the surrounding facilities are the resort.The staff were also friendly and enjoyable."
413,6.0,Narrow room for the price and no service
414,10.0,The accommodation at Shinhwa World Landing Resort was a time to recharge life.
415,9.6,I spent the last night of Jeju Island at the Shinhwa World Landing Museum.It was better because there were many facilities in the resort.I want to come again next time.
416,8.4,"It's a 5 -star hotel ....
The hotel is too big to go to the parking lot or convenience store."
417,8.4,"A day of life with people of life, and in order to live a life with a person in a community, today's work hard tomorrow and work hard tomorrow.And in the future, it is more relaxed than in Jeju, and once again, the family shares together once again."
418,8.0,It was clean and the facilities were well organized.I have been comfortable with 2 nights.
419,9.6,"Employees responded best
Good facilities
It's a really good choice with a child
It was nice to be able to do it again"
420,9.2,"It is good for the hotel due to the large accommodation, but there are many Chinese tourists, so if you take the time to enter the group, the check -in is delayed."
421,10.0,It was nice
422,8.4,It's been a long time since I had a comfortable and good time at Shinhwa World Landing Museum.
423,6.4,"The weather is cold, so it is regrettable to use the theme park"
424,8.4,It was comfortable and good
425,8.4,I used it comfortably
426,10.0,It was good.It's a low season.
427,10.0,It was so clean and the room condition was good
428,10.0,"I always use it when I go to see it for a while because my child school is nearby.It is easy to buy clothes or miscellaneous goods that are urgently needed from the outlet
I have a lot to eat, so I always satisfy it."
429,7.2,It was fine for the price and it was good to take a walk.
430,8.0,"The soundproofing weakness (enough to hear the ring of the room) + the Chinese voice combo suffered noise.
I called the staff and told me that the Chinese people next to me were so embarrassed.I couldn't help it because the default tone was so stupid.
For those who are sensitive to noise."
431,10.0,"I recommend it!
I heard it was old, but the room condition was fine
There were a lot of children for a lot of families, but the accommodation was wide, so there was no feeling of Busan and it was okay ~~
The mythical hall and landing hall are the same, so if you don't have a water park, you can go cheaply to the landing hall!
Breakfast is not very good but it was delicious!
You can just have breakfast and have a breakfast
The restaurants are all delicious
Especially recommended house to bake black pigs!"
432,8.0,The facility is also clean and often goes.The kids play well at the theme park.You can think of it as a playground for kids.
433,7.6,"It's an adult 2 child 1, but it's a King bed.But if you are bigger, you'll have to be twin.I was in good condition."
434,10.0,"Breakfast is actually a sooping Jeju, so I don't know if it is necessary to have a lot of breakfast.
The bathtub is also big and good."
435,9.6,"Water park amusement park inside, etc."
436,5.2,The sound of the toilet is too big and the shower is inconvenient.
437,10.0,The facilities are good
438,9.6,"All -in -one resort
There is no need to go outside
Comfortable and good"
439,7.2,It was nice to have a lot of facilities that the site was wide and there were many facilities that could be used.
440,6.8,"Ajae, who is too many Chinese and knows in Chinese, is a horse.
It was clean but it took about 30 minutes to check in .... ㅠㅠ instead
If you have a baby, it seems good to go.
I also give you a ticket"
441,9.2,"The location was ambiguous, but it was good to go around and it was good to play inside.
But it's hard to find a room location ...
Except for the stories of people passing by in the hallway, the noise with the next room was good.
 
* A couple who had a 19 -karat gold sound for two days and heard it, and the Chinese who heard it reported it, but even though they were warned, the couple who deliberately came out in the evening."
442,8.7,"The facilities were so good, but the sound of other room chairs and the sound of foreigners in the hallway was so noisy that it was so good in the room.I think you need to attach an anti -noise pad on the chairs in each room."
443,8.8,"I went with a friend but there is no category. I was informed of the room I booked after upgrading to the balcony room after checking the mail.If I didn't confirm it, I was uncomfortable in the same bed as my friend.The breakfast felt more poor than last year.
There were so many Chinese tourists that I had to wait a long time to ride the elevator."
444,8.8,"It was a trip with my friends, but it was a hotel that was satisfied."
445,10.0,"Suitable for family trips because there are many facilities
I'm just going to do it.
It's so wide."
446,10.0,Amazing View  Great Facilities  Perfect Location
447,10.0,Shinhwa World is always satisfied 200 %
448,8.4,"The parking lot in the property is too long
Elevator in the special season .."
449,8.0,It's nice to be able to use it well in the resort
450,2.0,"The amusement park is too small.
The pool is too small.
There are many people.If you take a few, guidelines.
Not breakfast.
Overall, it is not good."
451,4.4,"Air conditioners are not used even in hot weather like ideal temperature.
I asked, but I shouldn't block it in the center.The customer center cannot be connected except once.
I was bothered by sweating in the room.
I'll upgrade the room next time.
I was uncomfortable with the money.
I hope you don't do this to your travelers."
452,7.6,"Room condition was good
But when the air conditioner does not work at 24 degrees or more,
It was hard"
453,9.6,"Employees are kind, located, and other facilities are good, so they can be solved at the hotel."
454,9.2,"It's definitely a big resort, so it was so good that there were many play facilities and amenities inside the coin karaoke room.I think it would be better to come by family."
455,8.4,"The water park and the theme park

Employees' kindness and room condition is good.

I'm going to rest well ~"
456,8.8,I stay with a good image for the friendly response of the FD staff.It was a bit unfortunate that the smell of the rock in the bathroom
457,9.2,"The facilities in the resort are also good
The environment and the staff were kind and good
I'm making good memories"
458,9.6,There are no inconvenience because there are additional facilities and shopping center restaurants.
459,6.0,"The facilities are well -equipped, but I felt a bit slightly."
460,8.8,I was satisfied with this time on a trip to rest.
461,10.0,"The location is also good to go to Hyeopjae, room bedding clean
I also like the employee's response"
462,8.8,"Shopping Play Facility Water Park Restaurant, etc."
463,10.0,So good
464,6.8,"It's good for price, but the location is too far away, so I think you should try this part a little bit."
465,8.0,It is easy to stay with a child
466,8.8,"It is the best place if you really want a resort.However, it is far from the sightseeing spot ... It acts as a disadvantage, but the facilities are excellent and can cover the shortcomings."
467,9.6,It was a good room for convenient rooms that were wider than I thought.
468,10.0,"Everything is in the resort
In the resort without having to go anywhere else
To the food shopping theme park water park ~"
469,5.2,"There was a fitness center in the introduction of the facility, but when I went, the landing hall had to go to another place for a fee.
I think you should clarify the facility guidance.

And the noise is too bad.
It was too hard to hear the sound of turning off the chair day and night.I hope you put your chair feet so that even if you drag your chair or furniture.

The coffee on the first floor of the landing hall was so delicious that it was comforting."
470,8.0,very good
471,5.6,So I can't stop traveling to Japan.
472,9.6,"Breakfast was so disappointed for the price
Room is generally satisfied
So I removed one star"
473,7.2,"It was not in advance
Call it 3 times and get it
It takes about 1 hour and 30 minutes"
474,10.0,"The facilities are good, clean and clean, and it is also good to use the southern part of Jeju."
475,7.2,"It was neat and really good ~~ I didn't have a bidet, but I liked everything else ~~"
476,10.0,Okay ~
477,9.6,"I thought it was not sunny
The location is a bit ambiguous
The overall landscaping or building exterior is pretty
The property is a studio, but it wasn't narrowed."
478,10.0,Pleasant clean.It was the best with the children to the amusement park
479,7.6,"I've been there for the first time, but I like it
There is a little amount
Except that there is a little drop in tourism.
I like it"
480,4.4,"The floor is sticky, so the cleaning is not good.It's a pity to think about a 5 -star hotel, and it's frustrating because the rooms are really narrower than other hotels.If you have any inconveniences, you can take action immediately .. Because of the child, the bed was missing, but it was the last night, so it was the last night.There is no facility and there is a disadvantage that you have to go to Jeju Island and give up.The biggest thing is to be frustrated."
481,10.0,It's good to travel with a child.It was best to have fun and food together
482,9.6,It is convenient because it has good facilities and has good access to major attractions.
483,8.4,"The service of the staff was satisfied, but the room was cold, so I couldn't turn off the air conditioner."
484,10.0,"There are various additional facilities inside, and it is clean and best."
485,10.0,The bed was bigger than I thought.I was satisfied in many ways.
486,9.6,I have been clean and comfortable for two days.
487,10.0,Super friendly welcoming staffs also very clean and organized beautiful place
488,8.0,It is always a stay when traveling to Jeju Island.It is a resort that can be comfortable to heal.
489,10.0,Room condition was satisfactory to various facilities theme parks and a resort that is recommended for reasonable prices!
490,9.2,I had good facilities and room conditions for rest.
491,9.2,"There's nothing to go to the restaurant cafe water park theme park in the resort, so it was so good to be solved in the hostel even if I didn't go far 👍🏻"
492,10.0,"The staff were all kind and the facilities were good.
I want to use it next time"
493,8.4,The wave pool was also warm because it was warm water.It's so good to take your child .. I have a doctor's doctor ..
